TransactionID,CustomerID,DateKey,ProductKey,BranchKey,ChannelKey,TransactionTypeKey,OfferKey,CurrencyKey,CurrencyRateKey,CustomerProfileKey,TransactionValueBandKey,AmountOriginal,AmountUSD,CreditCardFeesOriginal,CreditCardFeesUSD,InsuranceFeesOriginal,InsuranceFeesUSD,LatePaymentAmountOriginal,LatePaymentAmountUSD,TotalFeesOriginal,TotalFeesUSD,FeeRate,HasFeeFriction,HasLatePayment,CustomerScore,MonthlyIncome,FeeBurdenZScore,HighFeeBurdenFlag
4193,1071,20241224,P018,B008,CH004,TT004,O001,CUR001,20241224-EUR,CP001,TV004,9768.037579935466,10153.88,0.0,0.0,0.0,0.0,10.11,10.51,10.11,10.51,0.001035,True,True,327,8374.97,-0.4316,False
4194,4580,20240922,P009,B005,CH001,TT002,O001,CUR001,20240920-EUR,CP001,TV003,4873.468898109193,5441.72,38.05,42.49,0.0,0.0,0.0,0.0,38.05,42.49,0.007808,True,False,489,7518.86,0.1581,False
4195,8962,20231203,P015,B006,CH004,TT004,O006,CUR001,20231201-EUR,CP015,TV004,9782.452262807015,10638.42,0.0,0.0,35.52,38.63,127.36,138.5,162.88,177.13,0.01665,True,True,704,4511.21,2.6484,True
4196,1268,20241122,P014,B008,CH004,TT006,O007,CUR001,20241122-EUR,CP001,TV003,8613.186827687041,8968.05,0.0,0.0,5.64,5.87,0.0,0.0,5.64,5.87,0.000655,True,False,362,7737.23,-0.5171,False
4197,3462,20250204,P016,B008,CH001,TT005,O004,CUR001,20250204-EUR,CP015,TV002,1693.478946367437,1750.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,724,4882.59,-0.6403,False
4198,2015,20230927,P014,B006,CH004,TT005,O006,CUR001,20230927-EUR,CP011,TV002,4362.616240863106,4596.45,0.0,0.0,5.09,5.36,0.0,0.0,5.09,5.36,0.001166,True,False,498,3942.04,-0.5408,False
4199,8984,20230826,P016,B006,CH001,TT005,O004,CUR001,20230825-EUR,CP013,TV004,10973.93190730954,11860.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,626,5209.49,-0.6403,False
4200,1406,20250407,P006,B008,CH003,TT005,O003,CUR001,20250407-EUR,CP011,TV002,3301.664552082634,3620.94,18.5,20.29,0.0,0.0,0.0,0.0,18.5,20.29,0.005604,True,False,545,5547.5,-0.2636,False
4201,8384,20240217,P005,B007,CH001,TT005,O004,CUR001,20240216-EUR,CP017,TV002,4424.016466179934,4763.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,776,3045.46,-0.6403,False
4202,7049,20230121,P016,B004,CH004,TT002,O001,CUR001,20230120-EUR,CP002,TV004,14323.4016292405,15506.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,607,8935.5,-0.6253,False
4203,7169,20240307,P002,B002,CH002,TT001,O004,CUR001,20240307-EUR,CP012,TV001,630.390414010886,686.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,559,6068.95,-0.6403,False
4204,8982,20250407,P008,B002,CH003,TT004,O001,CUR001,20250407-EUR,CP004,TV002,1869.194677627365,2049.95,13.54,14.85,0.0,0.0,147.81,162.1,161.35,176.95,0.086319,True,True,784,8814.75,2.6371,True
4205,1985,20230315,P006,B008,CH003,TT001,O002,CUR001,20230315-EUR,CP007,TV002,4706.062125140249,4964.42,12.91,13.62,0.0,0.0,0.0,0.0,12.91,13.62,0.002744,True,False,618,2993.24,-0.3669,False
4206,5485,20230625,P002,B004,CH002,TT006,O004,CUR001,20230623-EUR,CP017,TV003,5760.273213811945,6269.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,786,5837.05,-0.6403,False
4207,9901,20231130,P017,B003,CH003,TT006,O004,CUR001,20231130-EUR,CP015,TV003,4928.606767364678,5387.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,724,4752.61,-0.6403,False
4208,3618,20240226,P004,B004,CH002,TT001,O004,CUR002,20240226-USD,CP011,TV001,922.8352340483704,922.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,386,4537.57,-0.6403,False
4209,7289,20230817,P020,B002,CH001,TT005,O004,CUR001,20230817-EUR,CP015,TV003,4715.225171942239,5139.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,699,4303.69,-0.6403,False
4210,7928,20240806,P019,B003,CH002,TT005,O004,CUR001,20240806-EUR,CP017,TV004,9607.282462763991,10486.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,769,4993.34,-0.6403,False
4211,6368,20240627,P005,B008,CH004,TT001,O002,CUR001,20240627-EUR,CP006,TV003,6181.827941999728,6612.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,473,2122.21,-0.6196,False
4212,5621,20240619,P009,B004,CH002,TT005,O003,CUR001,20240619-EUR,CP015,TV004,9556.67214925421,10272.47,47.43,50.98,0.0,0.0,0.0,0.0,47.43,50.98,0.004963,True,False,677,4903.59,0.3062,False
4213,8566,20230107,P024,B006,CH004,TT001,O004,CUR001,20230106-EUR,CP013,TV002,3798.82920411124,3988.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,643,3156.75,-0.6403,False
4214,5670,20241031,P012,B001,CH003,TT003,O002,CUR001,20241031-EUR,CP006,TV003,6118.383062751058,6658.02,0.0,0.0,88.47,96.27,0.0,0.0,88.47,96.27,0.014459,True,False,375,2647.92,1.1661,False
4215,8658,20241223,P023,B004,CH001,TT006,O005,CUR001,20241223-EUR,CP006,TV002,1463.118680889732,1520.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,513,2622.47,-0.6196,False
4216,2003,20230807,P007,B006,CH004,TT005,O001,CUR002,20230807-USD,CP001,TV003,9073.016718170633,9073.02,41.05,41.05,0.0,0.0,0.0,0.0,41.05,41.05,0.004524,True,False,435,9388.4,0.1315,False
4217,8504,20250222,P014,B002,CH002,TT004,O006,CUR001,20250221-EUR,CP011,TV003,6638.754667447602,6947.46,0.0,0.0,15.84,16.58,31.28,32.73,47.12,49.31,0.007098,True,True,356,3788.74,0.2752,False
4218,3466,20230609,P003,B003,CH003,TT003,O007,CUR001,20230609-EUR,CP001,TV003,5373.575119641911,5792.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,554,8118.74,-0.6253,False
4219,2939,20231103,P024,B006,CH004,TT002,O007,CUR001,20231103-EUR,CP001,TV002,2359.194325261672,2524.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,382,9873.44,-0.6253,False
4220,2635,20250426,P019,B004,CH004,TT003,O001,CUR001,20250425-EUR,CP001,TV002,3618.666376109941,4109.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,367,9230.69,-0.6253,False
4221,9095,20240629,P008,B004,CH001,TT003,O002,CUR002,20240629-USD,CP006,TV003,5354.199723576777,5354.2,1.62,1.62,0.0,0.0,0.0,0.0,1.62,1.62,0.000303,True,False,348,2204.02,-0.5895,False
4222,7265,20230511,P007,B002,CH003,TT003,O003,CUR001,20230511-EUR,CP011,TV003,8216.909338439,8981.08,49.88,54.52,0.0,0.0,0.0,0.0,49.88,54.52,0.006071,True,False,398,4237.8,0.372,False
4223,2895,20241224,P006,B002,CH002,TT004,O002,CUR001,20241224-EUR,CP008,TV002,3755.408799307664,3903.75,44.35,46.1,0.0,0.0,192.83,200.45,237.18,246.55,0.063157,True,True,737,2301.63,3.9535,True
4224,7524,20240702,P024,B003,CH003,TT006,O007,CUR001,20240702-EUR,CP002,TV002,3337.303658748422,3580.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,641,7426.08,-0.6253,False
4225,2073,20240812,P016,B008,CH003,TT005,O002,CUR001,20240812-EUR,CP006,TV001,645.374654292821,705.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,406,1975.05,-0.6196,False
4226,6184,20250303,P022,B007,CH001,TT004,O004,CUR001,20250303-EUR,CP012,TV002,4671.825079570726,4889.06,0.0,0.0,0.0,0.0,7.19,7.52,7.19,7.52,0.001538,True,True,360,6006.14,-0.5007,False
4227,3402,20250204,P016,B001,CH002,TT004,O001,CUR001,20250204-EUR,CP003,TV004,14452.34544090071,14936.5,0.0,0.0,0.0,0.0,137.44,142.04,137.44,142.04,0.00951,True,True,697,8089.63,1.9935,False
4228,5895,20241105,P012,B004,CH002,TT001,O007,CUR001,20241105-EUR,CP001,TV003,4804.007082556196,5234.93,0.0,0.0,59.65,65.0,0.0,0.0,59.65,65.0,0.012417,True,False,409,9047.99,0.5731,False
4229,8331,20240405,P001,B005,CH002,TT005,O007,CUR001,20240405-EUR,CP001,TV002,3890.265485140398,4217.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,492,7290.65,-0.6253,False
4230,2956,20231114,P006,B007,CH004,TT001,O003,CUR001,20231114-EUR,CP015,TV002,1578.915343627986,1693.23,30.2,32.39,0.0,0.0,0.0,0.0,30.2,32.39,0.019129,True,False,686,3768.42,-0.0389,False
4231,8023,20231102,P019,B006,CH003,TT001,O004,CUR001,20231102-EUR,CP017,TV002,2935.29695411045,3129.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,798,4077.6,-0.6403,False
4232,4907,20250513,P023,B007,CH004,TT003,O004,CUR001,20250513-EUR,CP011,TV002,3005.143535202008,3339.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,456,3715.28,-0.6403,False
4233,1807,20230727,P023,B003,CH004,TT001,O005,CUR001,20230727-EUR,CP006,TV002,3129.39619213074,3481.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,479,1013.67,-0.6196,False
4234,9378,20231024,P007,B004,CH003,TT002,O003,CUR001,20231024-EUR,CP017,TV002,3347.793114239897,3559.37,14.33,15.24,0.0,0.0,0.0,0.0,14.33,15.24,0.004282,True,False,759,3385.04,-0.3573,False
4235,5827,20240116,P009,B001,CH002,TT003,O001,CUR002,20240116-USD,CP001,TV002,3664.599305866607,3664.6,17.71,17.71,0.0,0.0,0.0,0.0,17.71,17.71,0.004833,True,False,369,9524.31,-0.2988,False
4236,5524,20231113,P006,B007,CH004,TT003,O002,CUR001,20231113-EUR,CP008,TV003,4956.394672063661,5288.47,25.95,27.69,0.0,0.0,0.0,0.0,25.95,27.69,0.005236,True,False,701,1388.41,-0.106,False
4237,3284,20250321,P012,B005,CH003,TT001,O006,CUR001,20250321-EUR,CP018,TV004,11669.59708396231,12634.67,0.0,0.0,76.76,83.11,0.0,0.0,76.76,83.11,0.006578,True,False,770,6218.25,0.9028,False
4238,6313,20230921,P003,B007,CH003,TT001,O007,CUR001,20230921-EUR,CP001,TV002,1173.639242977406,1248.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,408,7942.22,-0.6253,False
4239,1757,20231110,P016,B005,CH003,TT006,O004,CUR001,20231110-EUR,CP018,TV003,8224.392117512449,8786.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,772,6132.95,-0.6403,False
4240,5887,20241107,P009,B001,CH002,TT003,O001,CUR002,20241107-USD,CP001,TV001,578.3480965298135,578.35,1.35,1.35,0.0,0.0,0.0,0.0,1.35,1.35,0.002334,True,False,344,9790.34,-0.6004,False
4241,4854,20230823,P017,B006,CH004,TT002,O004,CUR001,20230823-EUR,CP011,TV003,6837.434097129956,7387.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,419,3838.01,-0.6403,False
4242,4558,20250125,P025,B005,CH003,TT004,O005,CUR001,20250124-EUR,CP008,TV002,1984.326403697442,2077.99,0.0,0.0,0.0,0.0,88.43,92.6,88.43,92.6,0.044562,True,True,699,2766.49,1.098,False
4243,1961,20240107,P004,B003,CH003,TT001,O004,CUR001,20240105-EUR,CP011,TV002,1286.927202487433,1405.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,528,3482.62,-0.6403,False
4244,4847,20240209,P002,B004,CH002,TT003,O007,CUR002,20240209-USD,CP001,TV002,1285.344227832936,1285.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,421,8147.43,-0.6253,False
4245,7726,20250424,P016,B005,CH001,TT004,O004,CUR001,20250424-EUR,CP012,TV003,6714.584348211724,7638.51,0.0,0.0,0.0,0.0,144.19,164.03,144.19,164.03,0.021474,True,True,436,6100.62,2.4051,True
4246,4575,20230218,P022,B001,CH004,TT001,O004,CUR001,20230217-EUR,CP011,TV001,635.8184533677855,675.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,318,4390.82,-0.6403,False
4247,3418,20230809,P024,B005,CH001,TT006,O005,CUR001,20230809-EUR,CP008,TV002,1473.892897628634,1616.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,725,2915.6,-0.6196,False
4248,5198,20250207,P013,B006,CH002,TT001,O002,CUR001,20250207-EUR,CP009,TV001,895.8064940119664,929.58,0.0,0.0,92.72,96.22,0.0,0.0,92.72,96.22,0.103509,True,False,743,2642.32,1.1652,False
4249,2001,20230721,P008,B001,CH003,TT002,O002,CUR001,20230721-EUR,CP006,TV002,2914.785201148327,3242.12,7.18,7.99,0.0,0.0,0.0,0.0,7.18,7.99,0.002464,True,False,509,1940.49,-0.4714,False
4250,6244,20241108,P024,B003,CH004,TT005,O007,CUR001,20241108-EUR,CP003,TV002,2664.418906960829,2870.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,672,7156.07,-0.6253,False
4251,8119,20240205,P006,B003,CH001,TT005,O003,CUR001,20240205-EUR,CP012,TV003,7278.52174987215,7821.5,8.5,9.13,0.0,0.0,0.0,0.0,8.5,9.13,0.001167,True,False,552,6604.93,-0.4708,False
4252,5066,20230131,P008,B005,CH003,TT001,O002,CUR002,20230131-USD,CP006,TV003,8124.104461902083,8124.1,31.94,31.94,0.0,0.0,0.0,0.0,31.94,31.94,0.003932,True,False,429,1185.75,-0.0271,False
4253,3845,20240304,P020,B007,CH003,TT006,O004,CUR001,20240304-EUR,CP013,TV003,5043.693663743626,5470.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,639,3597.15,-0.6403,False
4254,9849,20241222,P010,B007,CH002,TT002,O003,CUR001,20241220-EUR,CP013,TV003,9183.242071637593,9541.39,30.93,32.14,0.0,0.0,0.0,0.0,30.93,32.14,0.003368,True,False,648,5496.92,-0.0436,False
4255,6316,20231111,P020,B005,CH001,TT001,O004,CUR001,20231110-EUR,CP011,TV002,3596.599611022264,3842.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,513,3516.14,-0.6403,False
4256,1422,20230216,P002,B002,CH001,TT004,O002,CUR001,20230216-EUR,CP009,TV001,635.4980415906679,679.98,0.0,0.0,0.0,0.0,19.12,20.46,19.12,20.46,0.030089,True,True,796,1092.28,-0.2401,False
4257,7715,20240415,P021,B002,CH004,TT006,O004,CUR001,20240415-EUR,CP012,TV002,4614.3825425498,4917.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,308,6265.6,-0.6403,False
4258,5266,20240922,P016,B007,CH003,TT003,O004,CUR001,20240920-EUR,CP011,TV003,8049.988683784381,8988.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,448,5522.44,-0.6403,False
4259,8549,20240506,P013,B003,CH004,TT004,O006,CUR002,20240506-USD,CP011,TV002,4370.922816943802,4370.92,0.0,0.0,50.12,50.12,79.4,79.4,129.52,129.52,0.029632,True,True,462,3599.11,1.7644,False
4260,7316,20240522,P019,B006,CH001,TT001,O001,CUR002,20240522-USD,CP003,TV004,13383.29187690626,13383.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,697,9363.11,-0.6253,False
4261,3710,20240911,P010,B008,CH003,TT003,O002,CUR001,20240911-EUR,CP007,TV003,7589.987357330526,8381.62,47.19,52.11,0.0,0.0,0.0,0.0,47.19,52.11,0.006217,True,False,594,2901.6,0.347,False
4262,9644,20240505,P015,B007,CH004,TT003,O006,CUR001,20240503-EUR,CP011,TV004,10338.03679689796,11107.19,0.0,0.0,67.12,72.11,0.0,0.0,67.12,72.11,0.006492,True,False,432,5853.7,0.6985,False
4263,9069,20231016,P009,B002,CH004,TT004,O003,CUR002,20231016-USD,CP020,TV002,2866.416723653064,2866.42,48.22,48.22,0.0,0.0,198.42,198.42,246.64,246.64,0.086045,True,True,804,6756.88,3.9389,True
4264,2657,20230221,P014,B003,CH002,TT003,O007,CUR001,20230221-EUR,CP001,TV004,10847.12188790639,11567.37,0.0,0.0,98.35,104.88,0.0,0.0,98.35,104.88,0.009067,True,False,404,7615.51,1.3084,False
4265,3541,20240828,P020,B008,CH001,TT005,O004,CUR001,20240828-EUR,CP011,TV004,9686.773476769906,10768.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,309,5278.42,-0.6403,False
4266,7763,20250211,P009,B004,CH002,TT004,O003,CUR001,20250211-EUR,CP011,TV003,7221.310986501109,7455.28,39.7,40.99,0.0,0.0,109.06,112.59,148.76,153.58,0.0206,True,True,511,3099.54,2.2111,True
4267,4075,20240221,P017,B001,CH004,TT006,O001,CUR001,20240221-EUR,CP001,TV003,4665.310477111908,5042.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,334,7992.19,-0.6253,False
4268,4164,20241225,P023,B007,CH004,TT005,O007,CUR001,20241224-EUR,CP005,TV002,1225.916318481506,1274.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,802,7905.72,-0.6253,False
4269,3053,20230904,P012,B005,CH002,TT006,O002,CUR001,20230904-EUR,CP010,TV003,5075.491814999286,5482.04,0.0,0.0,95.67,103.33,0.0,0.0,95.67,103.33,0.018849,True,False,805,2723.64,1.297,False
4270,9479,20231108,P005,B007,CH003,TT002,O002,CUR001,20231108-EUR,CP007,TV002,4488.770266824983,4789.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,607,2554.4,-0.6196,False
4271,6737,20231002,P003,B006,CH001,TT006,O004,CUR001,20231002-EUR,CP017,TV003,5195.907658912528,5471.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,752,4607.1,-0.6403,False
4272,4217,20250514,P018,B008,CH004,TT004,O001,CUR002,20250514-USD,CP001,TV003,7427.112891937471,7427.11,0.0,0.0,0.0,0.0,181.68,181.68,181.68,181.68,0.024462,True,True,402,7051.31,2.7243,True
4273,2447,20231106,P013,B004,CH004,TT006,O006,CUR002,20231106-USD,CP011,TV003,8681.116988729627,8681.12,0.0,0.0,56.09,56.09,0.0,0.0,56.09,56.09,0.006461,True,False,518,5155.52,0.4011,False
4274,7009,20241220,P011,B003,CH003,TT002,O002,CUR001,20241220-EUR,CP008,TV003,8798.551363275557,9141.69,0.0,0.0,22.68,23.56,0.0,0.0,22.68,23.56,0.002577,True,False,697,1240.61,-0.1826,False
4275,1607,20240321,P016,B006,CH001,TT003,O004,CUR001,20240321-EUR,CP019,TV004,9929.418493280931,10830.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,801,3876.85,-0.6403,False
4276,5552,20240812,P003,B004,CH002,TT004,O007,CUR001,20240812-EUR,CP004,TV002,1963.800926426683,2145.45,0.0,0.0,0.0,0.0,142.97,156.19,142.97,156.19,0.072801,True,True,786,9273.3,2.2544,True
4277,2764,20230908,P021,B005,CH003,TT001,O005,CUR001,20230908-EUR,CP006,TV002,2229.075705886205,2386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,330,2450.15,-0.6196,False
4278,3671,20250503,P002,B001,CH001,TT005,O002,CUR001,20250502-EUR,CP006,TV003,5973.054639414239,6775.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,416,1958.08,-0.6196,False
4279,7519,20230820,P010,B003,CH002,TT005,O003,CUR001,20230818-EUR,CP011,TV003,8676.727766558783,9429.0,10.28,11.17,0.0,0.0,0.0,0.0,10.28,11.17,0.001185,True,False,563,5773.86,-0.4329,False
4280,4962,20240224,P005,B006,CH001,TT006,O007,CUR001,20240223-EUR,CP001,TV002,3911.974851830646,4238.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,503,9107.83,-0.6253,False
4281,4177,20230504,P010,B001,CH002,TT005,O002,CUR001,20230504-EUR,CP006,TV004,9652.215786903093,10688.86,13.72,15.19,0.0,0.0,0.0,0.0,13.72,15.19,0.001421,True,False,421,2630.16,-0.3378,False
4282,4722,20240515,P009,B001,CH003,TT002,O003,CUR001,20240515-EUR,CP013,TV002,1716.988028829834,1859.84,15.19,16.45,0.0,0.0,0.0,0.0,15.19,16.45,0.008845,True,False,625,5564.76,-0.3349,False
4283,5906,20240715,P022,B007,CH002,TT001,O007,CUR001,20240715-EUR,CP005,TV002,1123.087393447954,1224.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,844,8890.91,-0.6253,False
4284,8263,20240417,P025,B008,CH004,TT005,O004,CUR001,20240417-EUR,CP016,TV002,2300.948710048633,2447.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,738,6771.41,-0.6403,False
4285,6054,20240214,P005,B008,CH002,TT006,O004,CUR001,20240214-EUR,CP015,TV002,3970.942607186842,4254.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,739,3037.65,-0.6403,False
4286,1808,20250217,P020,B003,CH002,TT005,O004,CUR001,20250217-EUR,CP011,TV003,6333.250979616901,6632.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,418,4607.7,-0.6403,False
4287,1725,20241107,P005,B001,CH003,TT003,O004,CUR001,20241107-EUR,CP015,TV002,3360.639595688197,3624.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,722,5421.75,-0.6403,False
4288,8701,20230610,P021,B006,CH003,TT003,O007,CUR001,20230609-EUR,CP001,TV002,2432.992721859849,2622.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,517,7504.75,-0.6253,False
4289,2216,20230326,P006,B003,CH001,TT005,O001,CUR001,20230324-EUR,CP001,TV002,3138.287670464154,3372.09,27.61,29.67,0.0,0.0,0.0,0.0,27.61,29.67,0.008799,True,False,525,7543.66,-0.0783,False
4290,5051,20240621,P007,B001,CH003,TT004,O003,CUR001,20240621-EUR,CP011,TV002,1289.291356037542,1377.99,16.01,17.11,0.0,0.0,176.95,189.12,192.96,206.23,0.14966,True,True,500,4239.13,3.1886,True
4291,3197,20241210,P017,B007,CH001,TT001,O001,CUR001,20241210-EUR,CP001,TV004,14246.59259883741,14997.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,345,7598.71,-0.6253,False
4292,3806,20250123,P005,B002,CH003,TT005,O007,CUR001,20250123-EUR,CP001,TV003,6200.831435758397,6451.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,465,8294.42,-0.6253,False
4293,9970,20240123,P020,B002,CH001,TT003,O004,CUR002,20240123-USD,CP012,TV004,12144.73694921335,12144.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,575,6298.57,-0.6403,False
4294,1972,20231214,P020,B008,CH003,TT003,O001,CUR001,20231214-EUR,CP005,TV003,5447.317296059695,5947.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,829,7208.1,-0.6253,False
4295,6634,20240413,P004,B005,CH002,TT002,O004,CUR002,20240413-USD,CP015,TV002,3154.096493847469,3154.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,703,3491.97,-0.6403,False
4296,8483,20230922,P013,B002,CH004,TT006,O002,CUR001,20230922-EUR,CP006,TV004,11620.60194313357,12372.45,0.0,0.0,86.63,92.23,0.0,0.0,86.63,92.23,0.007454,True,False,506,2605.22,1.0912,False
4297,3123,20250125,P001,B001,CH001,TT002,O004,CUR001,20250124-EUR,CP012,TV003,7586.893400721806,7944.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,446,6477.83,-0.6403,False
4298,9790,20240501,P020,B001,CH002,TT004,O001,CUR001,20240430-EUR,CP004,TV004,14045.81632634825,15054.31,0.0,0.0,0.0,0.0,0.53,0.57,0.53,0.57,3.8e-05,True,True,743,9132.02,-0.6148,False
4299,1224,20240430,P014,B006,CH003,TT006,O002,CUR001,20240430-EUR,CP007,TV003,7983.228017477453,8556.42,0.0,0.0,99.14,106.26,0.0,0.0,99.14,106.26,0.012419,True,False,629,2497.22,1.3514,False
4300,2814,20230114,P019,B002,CH004,TT005,O004,CUR001,20230113-EUR,CP011,TV002,3627.725520723923,3923.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,355,3240.68,-0.6403,False
4301,2106,20250403,P019,B002,CH003,TT005,O002,CUR001,20250403-EUR,CP009,TV004,9019.92805374559,10009.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,740,2312.96,-0.6196,False
4302,1124,20230201,P016,B003,CH002,TT004,O001,CUR001,20230201-EUR,CP001,TV003,8783.466499429962,9568.71,0.0,0.0,0.0,0.0,157.02,171.06,157.02,171.06,0.017877,True,True,335,9888.67,2.5285,True
4303,4246,20240717,P008,B003,CH002,TT001,O001,CUR001,20240717-EUR,CP005,TV003,8884.609516246717,9714.43,5.48,5.99,0.0,0.0,0.0,0.0,5.48,5.99,0.000617,True,False,843,9049.56,-0.5149,False
4304,3931,20230306,P005,B001,CH001,TT003,O002,CUR001,20230306-EUR,CP007,TV002,2435.730118989106,2593.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,594,2594.03,-0.6196,False
4305,3971,20241109,P025,B008,CH004,TT001,O004,CUR001,20241108-EUR,CP011,TV002,1004.990006637651,1082.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,466,4665.44,-0.6403,False
4306,3017,20240828,P008,B004,CH003,TT005,O003,CUR002,20240828-USD,CP015,TV002,2607.114734087962,2607.11,23.69,23.69,0.0,0.0,0.0,0.0,23.69,23.69,0.009087,True,False,674,4457.17,-0.2004,False
4307,8415,20250212,P001,B001,CH004,TT002,O007,CUR001,20250212-EUR,CP004,TV002,1901.924552616657,1972.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,763,9359.79,-0.6253,False
4308,3415,20230114,P009,B005,CH004,TT003,O003,CUR001,20230113-EUR,CP011,TV003,6345.474745473634,6862.0,45.78,49.51,0.0,0.0,0.0,0.0,45.78,49.51,0.007215,True,False,543,5730.42,0.2789,False
4309,4096,20240106,P005,B007,CH001,TT005,O007,CUR001,20240105-EUR,CP001,TV003,6336.741116808801,6920.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,466,7341.19,-0.6253,False
4310,2609,20231119,P014,B008,CH002,TT003,O006,CUR001,20231117-EUR,CP015,TV002,4578.487887707632,4977.73,0.0,0.0,38.22,41.55,0.0,0.0,38.22,41.55,0.008347,True,False,735,4920.43,0.1312,False
