Date,Currency,RateToUSD,FXRateDate,RateSource
2023-08-07,EUR,1.0984,2023-08-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-07,USD,1.0,2023-08-07,Native USD; no conversion applied
2023-08-08,EUR,1.0944,2023-08-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-08,USD,1.0,2023-08-08,Native USD; no conversion applied
2023-08-09,EUR,1.0968,2023-08-09,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-09,USD,1.0,2023-08-09,Native USD; no conversion applied
2023-08-10,EUR,1.1019,2023-08-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-10,USD,1.0,2023-08-10,Native USD; no conversion applied
2023-08-11,EUR,1.1004,2023-08-11,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-11,USD,1.0,2023-08-11,Native USD; no conversion applied
2023-08-12,EUR,1.1004,2023-08-11,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-12,USD,1.0,2023-08-12,Native USD; no conversion applied
2023-08-13,EUR,1.1004,2023-08-11,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-13,USD,1.0,2023-08-13,Native USD; no conversion applied
2023-08-14,EUR,1.093,2023-08-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-14,USD,1.0,2023-08-14,Native USD; no conversion applied
2023-08-15,EUR,1.0926,2023-08-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-15,USD,1.0,2023-08-15,Native USD; no conversion applied
2023-08-16,EUR,1.0916,2023-08-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-16,USD,1.0,2023-08-16,Native USD; no conversion applied
2023-08-17,EUR,1.09,2023-08-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-17,USD,1.0,2023-08-17,Native USD; no conversion applied
2023-08-18,EUR,1.0867,2023-08-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-18,USD,1.0,2023-08-18,Native USD; no conversion applied
2023-08-19,EUR,1.0867,2023-08-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-19,USD,1.0,2023-08-19,Native USD; no conversion applied
2023-08-20,EUR,1.0867,2023-08-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-20,USD,1.0,2023-08-20,Native USD; no conversion applied
2023-08-21,EUR,1.0908,2023-08-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-21,USD,1.0,2023-08-21,Native USD; no conversion applied
2023-08-22,EUR,1.0887,2023-08-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-22,USD,1.0,2023-08-22,Native USD; no conversion applied
2023-08-23,EUR,1.0805,2023-08-23,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-23,USD,1.0,2023-08-23,Native USD; no conversion applied
2023-08-24,EUR,1.084,2023-08-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-24,USD,1.0,2023-08-24,Native USD; no conversion applied
2023-08-25,EUR,1.0808,2023-08-25,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-25,USD,1.0,2023-08-25,Native USD; no conversion applied
2023-08-26,EUR,1.0808,2023-08-25,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-26,USD,1.0,2023-08-26,Native USD; no conversion applied
2023-08-27,EUR,1.0808,2023-08-25,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-27,USD,1.0,2023-08-27,Native USD; no conversion applied
2023-08-28,EUR,1.0808,2023-08-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-28,USD,1.0,2023-08-28,Native USD; no conversion applied
2023-08-29,EUR,1.0803,2023-08-29,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-29,USD,1.0,2023-08-29,Native USD; no conversion applied
2023-08-30,EUR,1.0886,2023-08-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-30,USD,1.0,2023-08-30,Native USD; no conversion applied
2023-08-31,EUR,1.0868,2023-08-31,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-08-31,USD,1.0,2023-08-31,Native USD; no conversion applied
2023-09-01,EUR,1.0844,2023-09-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-01,USD,1.0,2023-09-01,Native USD; no conversion applied
2023-09-02,EUR,1.0844,2023-09-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-02,USD,1.0,2023-09-02,Native USD; no conversion applied
2023-09-03,EUR,1.0844,2023-09-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-03,USD,1.0,2023-09-03,Native USD; no conversion applied
2023-09-04,EUR,1.0801,2023-09-04,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-04,USD,1.0,2023-09-04,Native USD; no conversion applied
2023-09-05,EUR,1.0731,2023-09-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-05,USD,1.0,2023-09-05,Native USD; no conversion applied
2023-09-06,EUR,1.0745,2023-09-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-06,USD,1.0,2023-09-06,Native USD; no conversion applied
2023-09-07,EUR,1.071,2023-09-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-07,USD,1.0,2023-09-07,Native USD; no conversion applied
2023-09-08,EUR,1.0704,2023-09-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-08,USD,1.0,2023-09-08,Native USD; no conversion applied
2023-09-09,EUR,1.0704,2023-09-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-09,USD,1.0,2023-09-09,Native USD; no conversion applied
2023-09-10,EUR,1.0704,2023-09-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-10,USD,1.0,2023-09-10,Native USD; no conversion applied
2023-09-11,EUR,1.0724,2023-09-11,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-11,USD,1.0,2023-09-11,Native USD; no conversion applied
2023-09-12,EUR,1.0713,2023-09-12,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-12,USD,1.0,2023-09-12,Native USD; no conversion applied
2023-09-13,EUR,1.0733,2023-09-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-13,USD,1.0,2023-09-13,Native USD; no conversion applied
2023-09-14,EUR,1.073,2023-09-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-14,USD,1.0,2023-09-14,Native USD; no conversion applied
2023-09-15,EUR,1.0658,2023-09-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-15,USD,1.0,2023-09-15,Native USD; no conversion applied
2023-09-16,EUR,1.0658,2023-09-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-16,USD,1.0,2023-09-16,Native USD; no conversion applied
2023-09-17,EUR,1.0658,2023-09-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-17,USD,1.0,2023-09-17,Native USD; no conversion applied
2023-09-18,EUR,1.0663,2023-09-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-18,USD,1.0,2023-09-18,Native USD; no conversion applied
2023-09-19,EUR,1.0713,2023-09-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-19,USD,1.0,2023-09-19,Native USD; no conversion applied
2023-09-20,EUR,1.0702,2023-09-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-20,USD,1.0,2023-09-20,Native USD; no conversion applied
2023-09-21,EUR,1.0635,2023-09-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-21,USD,1.0,2023-09-21,Native USD; no conversion applied
2023-09-22,EUR,1.0647,2023-09-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-22,USD,1.0,2023-09-22,Native USD; no conversion applied
2023-09-23,EUR,1.0647,2023-09-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-23,USD,1.0,2023-09-23,Native USD; no conversion applied
2023-09-24,EUR,1.0647,2023-09-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-24,USD,1.0,2023-09-24,Native USD; no conversion applied
2023-09-25,EUR,1.0633,2023-09-25,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-25,USD,1.0,2023-09-25,Native USD; no conversion applied
2023-09-26,EUR,1.0605,2023-09-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-26,USD,1.0,2023-09-26,Native USD; no conversion applied
2023-09-27,EUR,1.0536,2023-09-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-27,USD,1.0,2023-09-27,Native USD; no conversion applied
2023-09-28,EUR,1.0539,2023-09-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-28,USD,1.0,2023-09-28,Native USD; no conversion applied
2023-09-29,EUR,1.0594,2023-09-29,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-29,USD,1.0,2023-09-29,Native USD; no conversion applied
2023-09-30,EUR,1.0594,2023-09-29,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-09-30,USD,1.0,2023-09-30,Native USD; no conversion applied
2023-10-01,EUR,1.0594,2023-09-29,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-01,USD,1.0,2023-10-01,Native USD; no conversion applied
2023-10-02,EUR,1.053,2023-10-02,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-02,USD,1.0,2023-10-02,Native USD; no conversion applied
2023-10-03,EUR,1.0469,2023-10-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-03,USD,1.0,2023-10-03,Native USD; no conversion applied
2023-10-04,EUR,1.0497,2023-10-04,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-04,USD,1.0,2023-10-04,Native USD; no conversion applied
2023-10-05,EUR,1.0526,2023-10-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-05,USD,1.0,2023-10-05,Native USD; no conversion applied
2023-10-06,EUR,1.0563,2023-10-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-06,USD,1.0,2023-10-06,Native USD; no conversion applied
2023-10-07,EUR,1.0563,2023-10-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-07,USD,1.0,2023-10-07,Native USD; no conversion applied
2023-10-08,EUR,1.0563,2023-10-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-08,USD,1.0,2023-10-08,Native USD; no conversion applied
2023-10-09,EUR,1.0531,2023-10-09,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-09,USD,1.0,2023-10-09,Native USD; no conversion applied
2023-10-10,EUR,1.0582,2023-10-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-10,USD,1.0,2023-10-10,Native USD; no conversion applied
2023-10-11,EUR,1.0604,2023-10-11,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-11,USD,1.0,2023-10-11,Native USD; no conversion applied
2023-10-12,EUR,1.0619,2023-10-12,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-12,USD,1.0,2023-10-12,Native USD; no conversion applied
2023-10-13,EUR,1.0524,2023-10-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-13,USD,1.0,2023-10-13,Native USD; no conversion applied
2023-10-14,EUR,1.0524,2023-10-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-14,USD,1.0,2023-10-14,Native USD; no conversion applied
2023-10-15,EUR,1.0524,2023-10-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-15,USD,1.0,2023-10-15,Native USD; no conversion applied
2023-10-16,EUR,1.0538,2023-10-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-16,USD,1.0,2023-10-16,Native USD; no conversion applied
2023-10-17,EUR,1.0569,2023-10-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-17,USD,1.0,2023-10-17,Native USD; no conversion applied
2023-10-18,EUR,1.0565,2023-10-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-18,USD,1.0,2023-10-18,Native USD; no conversion applied
2023-10-19,EUR,1.0558,2023-10-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-19,USD,1.0,2023-10-19,Native USD; no conversion applied
2023-10-20,EUR,1.0591,2023-10-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-20,USD,1.0,2023-10-20,Native USD; no conversion applied
2023-10-21,EUR,1.0591,2023-10-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-21,USD,1.0,2023-10-21,Native USD; no conversion applied
2023-10-22,EUR,1.0591,2023-10-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-22,USD,1.0,2023-10-22,Native USD; no conversion applied
2023-10-23,EUR,1.0597,2023-10-23,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-23,USD,1.0,2023-10-23,Native USD; no conversion applied
2023-10-24,EUR,1.0632,2023-10-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-24,USD,1.0,2023-10-24,Native USD; no conversion applied
2023-10-25,EUR,1.0576,2023-10-25,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-25,USD,1.0,2023-10-25,Native USD; no conversion applied
2023-10-26,EUR,1.054,2023-10-26,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-26,USD,1.0,2023-10-26,Native USD; no conversion applied
2023-10-27,EUR,1.0541,2023-10-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-27,USD,1.0,2023-10-27,Native USD; no conversion applied
2023-10-28,EUR,1.0541,2023-10-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-28,USD,1.0,2023-10-28,Native USD; no conversion applied
2023-10-29,EUR,1.0541,2023-10-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-29,USD,1.0,2023-10-29,Native USD; no conversion applied
2023-10-30,EUR,1.0605,2023-10-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-30,USD,1.0,2023-10-30,Native USD; no conversion applied
2023-10-31,EUR,1.0619,2023-10-31,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-10-31,USD,1.0,2023-10-31,Native USD; no conversion applied
2023-11-01,EUR,1.0537,2023-11-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-01,USD,1.0,2023-11-01,Native USD; no conversion applied
2023-11-02,EUR,1.0661,2023-11-02,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-02,USD,1.0,2023-11-02,Native USD; no conversion applied
2023-11-03,EUR,1.0702,2023-11-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-03,USD,1.0,2023-11-03,Native USD; no conversion applied
2023-11-04,EUR,1.0702,2023-11-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-04,USD,1.0,2023-11-04,Native USD; no conversion applied
2023-11-05,EUR,1.0702,2023-11-03,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-05,USD,1.0,2023-11-05,Native USD; no conversion applied
2023-11-06,EUR,1.0741,2023-11-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-06,USD,1.0,2023-11-06,Native USD; no conversion applied
2023-11-07,EUR,1.0686,2023-11-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-07,USD,1.0,2023-11-07,Native USD; no conversion applied
2023-11-08,EUR,1.0671,2023-11-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-08,USD,1.0,2023-11-08,Native USD; no conversion applied
2023-11-09,EUR,1.0691,2023-11-09,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-09,USD,1.0,2023-11-09,Native USD; no conversion applied
2023-11-10,EUR,1.0683,2023-11-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-10,USD,1.0,2023-11-10,Native USD; no conversion applied
2023-11-11,EUR,1.0683,2023-11-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-11,USD,1.0,2023-11-11,Native USD; no conversion applied
2023-11-12,EUR,1.0683,2023-11-10,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-12,USD,1.0,2023-11-12,Native USD; no conversion applied
2023-11-13,EUR,1.067,2023-11-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-13,USD,1.0,2023-11-13,Native USD; no conversion applied
2023-11-14,EUR,1.0724,2023-11-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-14,USD,1.0,2023-11-14,Native USD; no conversion applied
2023-11-15,EUR,1.0868,2023-11-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-15,USD,1.0,2023-11-15,Native USD; no conversion applied
2023-11-16,EUR,1.0849,2023-11-16,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-16,USD,1.0,2023-11-16,Native USD; no conversion applied
2023-11-17,EUR,1.0872,2023-11-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-17,USD,1.0,2023-11-17,Native USD; no conversion applied
2023-11-18,EUR,1.0872,2023-11-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-18,USD,1.0,2023-11-18,Native USD; no conversion applied
2023-11-19,EUR,1.0872,2023-11-17,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-19,USD,1.0,2023-11-19,Native USD; no conversion applied
2023-11-20,EUR,1.0928,2023-11-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-20,USD,1.0,2023-11-20,Native USD; no conversion applied
2023-11-21,EUR,1.0955,2023-11-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-21,USD,1.0,2023-11-21,Native USD; no conversion applied
2023-11-22,EUR,1.0911,2023-11-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-22,USD,1.0,2023-11-22,Native USD; no conversion applied
2023-11-23,EUR,1.09,2023-11-23,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-23,USD,1.0,2023-11-23,Native USD; no conversion applied
2023-11-24,EUR,1.0916,2023-11-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-24,USD,1.0,2023-11-24,Native USD; no conversion applied
2023-11-25,EUR,1.0916,2023-11-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-25,USD,1.0,2023-11-25,Native USD; no conversion applied
2023-11-26,EUR,1.0916,2023-11-24,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-26,USD,1.0,2023-11-26,Native USD; no conversion applied
2023-11-27,EUR,1.0951,2023-11-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-27,USD,1.0,2023-11-27,Native USD; no conversion applied
2023-11-28,EUR,1.0949,2023-11-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-28,USD,1.0,2023-11-28,Native USD; no conversion applied
2023-11-29,EUR,1.0985,2023-11-29,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-29,USD,1.0,2023-11-29,Native USD; no conversion applied
2023-11-30,EUR,1.0931,2023-11-30,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-11-30,USD,1.0,2023-11-30,Native USD; no conversion applied
2023-12-01,EUR,1.0875,2023-12-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-01,USD,1.0,2023-12-01,Native USD; no conversion applied
2023-12-02,EUR,1.0875,2023-12-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-02,USD,1.0,2023-12-02,Native USD; no conversion applied
2023-12-03,EUR,1.0875,2023-12-01,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-03,USD,1.0,2023-12-03,Native USD; no conversion applied
2023-12-04,EUR,1.0868,2023-12-04,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-04,USD,1.0,2023-12-04,Native USD; no conversion applied
2023-12-05,EUR,1.0817,2023-12-05,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-05,USD,1.0,2023-12-05,Native USD; no conversion applied
2023-12-06,EUR,1.0778,2023-12-06,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-06,USD,1.0,2023-12-06,Native USD; no conversion applied
2023-12-07,EUR,1.0771,2023-12-07,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-07,USD,1.0,2023-12-07,Native USD; no conversion applied
2023-12-08,EUR,1.0777,2023-12-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-08,USD,1.0,2023-12-08,Native USD; no conversion applied
2023-12-09,EUR,1.0777,2023-12-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-09,USD,1.0,2023-12-09,Native USD; no conversion applied
2023-12-10,EUR,1.0777,2023-12-08,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-10,USD,1.0,2023-12-10,Native USD; no conversion applied
2023-12-11,EUR,1.0757,2023-12-11,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-11,USD,1.0,2023-12-11,Native USD; no conversion applied
2023-12-12,EUR,1.0804,2023-12-12,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-12,USD,1.0,2023-12-12,Native USD; no conversion applied
2023-12-13,EUR,1.0787,2023-12-13,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-13,USD,1.0,2023-12-13,Native USD; no conversion applied
2023-12-14,EUR,1.0919,2023-12-14,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-14,USD,1.0,2023-12-14,Native USD; no conversion applied
2023-12-15,EUR,1.0946,2023-12-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-15,USD,1.0,2023-12-15,Native USD; no conversion applied
2023-12-16,EUR,1.0946,2023-12-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-16,USD,1.0,2023-12-16,Native USD; no conversion applied
2023-12-17,EUR,1.0946,2023-12-15,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-17,USD,1.0,2023-12-17,Native USD; no conversion applied
2023-12-18,EUR,1.0918,2023-12-18,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-18,USD,1.0,2023-12-18,Native USD; no conversion applied
2023-12-19,EUR,1.0962,2023-12-19,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-19,USD,1.0,2023-12-19,Native USD; no conversion applied
2023-12-20,EUR,1.0944,2023-12-20,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-20,USD,1.0,2023-12-20,Native USD; no conversion applied
2023-12-21,EUR,1.0983,2023-12-21,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-21,USD,1.0,2023-12-21,Native USD; no conversion applied
2023-12-22,EUR,1.1023,2023-12-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-22,USD,1.0,2023-12-22,Native USD; no conversion applied
2023-12-23,EUR,1.1023,2023-12-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-23,USD,1.0,2023-12-23,Native USD; no conversion applied
2023-12-24,EUR,1.1023,2023-12-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-24,USD,1.0,2023-12-24,Native USD; no conversion applied
2023-12-25,EUR,1.1023,2023-12-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-25,USD,1.0,2023-12-25,Native USD; no conversion applied
2023-12-26,EUR,1.1023,2023-12-22,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-26,USD,1.0,2023-12-26,Native USD; no conversion applied
2023-12-27,EUR,1.1065,2023-12-27,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-27,USD,1.0,2023-12-27,Native USD; no conversion applied
2023-12-28,EUR,1.1114,2023-12-28,"Frankfurter API v2, provider=ECB, EUR/USD; previous available published rate used for non-publication dates"
2023-12-28,USD,1.0,2023-12-28,Native USD; no conversion applied
