CustomerID,Transactions,FirstTransactionDate,LastTransactionDate,PrimaryCustomerSegment,PrimaryCreditScoreBand,PrimaryMonthlyIncomeBand,AverageCustomerScore,AverageMonthlyIncome,TotalAmountUSD,TotalFeesUSD,HighFeeBurdenTransactions,SegmentVersionCount,ScoreVersionCount,IncomeVersionCount,ProfileChangesDetected
1594,5,2023-03-22,2025-05-08,Middle Income Segment,Poor,3k-6k,522.6,5442.728,25035.95,141.02,0,3,5,5,True
1595,2,2023-10-07,2025-04-07,Low Income Segment,Good,6k-10k,608.0,4247.205,5704.83,0.0,0,2,2,2,True
1596,3,2023-07-04,2024-04-06,Middle Income Segment,Good,6k-10k,635.3333333333334,6833.713333333333,18580.15,65.78,0,2,3,3,True
1597,5,2023-02-15,2025-04-24,Middle Income Segment,Poor,3k-6k,515.4,5471.248,37141.2,117.05,0,3,5,5,True
1598,2,2023-05-12,2023-05-12,Low Income Segment,Poor,3k-6k,438.5,3594.6800000000003,14558.82,61.33,0,2,2,2,True
1599,4,2024-04-22,2025-03-11,Low Income Segment,Poor,6k-10k,570.0,4883.0225,10066.44,240.42,1,3,4,4,True
1600,4,2024-05-03,2024-11-18,Middle Income Segment,Fair,3k-6k,709.5,4346.7325,14864.95,16.3,0,1,4,4,True
1601,1,2023-02-03,2023-02-03,Middle Income Segment,Good,3k-6k,737.0,3160.93,4513.3,49.62,0,1,1,1,False
1602,3,2023-02-09,2024-11-03,High Income Segment,Exceptional,6k-10k,668.3333333333334,9296.103333333333,15175.449999999999,150.65,1,1,3,3,True
1603,1,2023-04-16,2023-04-16,High Income Segment,Very Good,6k-10k,768.0,7197.63,15389.68,0.0,0,1,1,1,False
1604,3,2023-05-03,2024-11-22,Middle Income Segment,Fair,3k-6k,619.0,5555.343333333333,7505.65,266.81,1,1,3,3,True
1605,3,2024-06-12,2025-03-21,High Income Segment,Fair,6k-10k,655.0,8589.656666666668,4068.61,0.0,0,1,3,3,True
1606,3,2023-02-03,2024-08-18,High Income Segment,Fair,6k-10k,664.3333333333334,5148.986666666667,7318.08,210.68999999999997,1,3,2,3,True
1607,2,2023-12-14,2024-03-21,High Income Segment,Exceptional,3k-6k,711.0,6232.14,17310.55,83.17,0,2,2,2,True
1608,1,2023-07-17,2023-07-17,Low Income Segment,Very Good,Under 3k,782.0,1724.14,8801.3,16.24,0,1,1,1,False
1609,1,2024-01-05,2024-01-05,High Income Segment,Fair,6k-10k,666.0,9751.23,1960.72,0.0,0,1,1,1,False
1610,2,2023-08-22,2025-04-10,Low Income Segment,Exceptional,6k-10k,673.5,4065.74,6166.78,29.55,0,2,2,2,True
1611,1,2023-09-10,2023-09-10,Middle Income Segment,Fair,3k-6k,658.0,3934.89,12884.96,47.11,0,1,1,1,False
1612,1,2025-02-28,2025-02-28,High Income Segment,Good,6k-10k,674.0,7274.72,7129.35,50.6,0,1,1,1,False
1613,4,2024-05-17,2025-02-20,High Income Segment,Poor,6k-10k,480.25,6307.8875,26076.379999999997,25.53,0,3,4,4,True
1614,4,2023-03-28,2025-02-09,High Income Segment,Exceptional,6k-10k,663.5,7948.584999999999,16795.04,204.99,1,2,4,4,True
1615,7,2023-01-13,2025-01-25,Middle Income Segment,Very Good,3k-6k,664.5714285714286,5184.71,31341.1,310.29,1,2,7,7,True
1616,1,2024-05-27,2024-05-27,High Income Segment,Poor,6k-10k,449.0,8623.18,2867.27,0.0,0,1,1,1,False
1617,3,2023-03-29,2024-10-29,Middle Income Segment,Fair,6k-10k,592.6666666666666,6584.150000000001,16980.58,69.76,0,2,3,3,True
1618,1,2025-04-16,2025-04-16,Low Income Segment,Poor,Under 3k,440.0,2953.73,1005.91,0.0,0,1,1,1,False
1619,4,2023-07-31,2024-06-30,Middle Income Segment,Good,3k-6k,688.0,5711.5125,25597.83,86.02,0,3,4,4,True
1620,3,2023-10-08,2025-05-04,High Income Segment,Fair,3k-6k,550.3333333333334,5117.19,15354.32,119.66,0,3,3,3,True
1622,3,2023-01-28,2023-11-06,High Income Segment,Exceptional,6k-10k,654.6666666666666,7638.25,15604.119999999999,396.49,2,2,3,3,True
1623,2,2023-08-31,2025-02-18,High Income Segment,Good,6k-10k,741.0,7800.435,13780.23,0.0,0,2,2,2,True
1625,3,2023-03-15,2025-01-05,High Income Segment,Exceptional,6k-10k,694.3333333333334,7326.206666666666,13105.72,0.0,0,2,3,3,True
1626,1,2023-09-28,2023-09-28,High Income Segment,Fair,6k-10k,622.0,9443.1,7424.04,0.0,0,1,1,1,False
1627,1,2025-02-20,2025-02-20,High Income Segment,Poor,6k-10k,457.0,9342.69,3552.56,0.0,0,1,1,1,False
1628,2,2024-11-15,2024-12-03,Middle Income Segment,Poor,6k-10k,405.0,6608.325000000001,22056.71,99.52000000000001,0,1,2,2,True
1629,2,2024-01-28,2024-10-11,High Income Segment,Poor,3k-6k,405.0,6404.45,3203.9799999999996,0.0,0,2,2,2,True
1630,2,2023-09-14,2024-12-01,High Income Segment,Good,3k-6k,596.0,7041.67,6190.69,252.45999999999998,1,2,2,2,True
1631,2,2023-08-17,2024-11-04,Low Income Segment,Fair,3k-6k,476.0,2710.08,19262.199999999997,0.0,0,2,2,2,True
1632,3,2023-12-28,2025-01-20,High Income Segment,Poor,6k-10k,410.6666666666667,7529.169999999999,10469.36,43.34,0,2,3,3,True
1633,2,2023-10-15,2024-07-24,Low Income Segment,Poor,3k-6k,404.0,3432.1,3129.63,39.81,0,2,2,2,True
1634,4,2023-01-02,2024-12-24,Middle Income Segment,Fair,6k-10k,601.75,5350.54,25041.65,66.09,0,3,4,4,True
1635,2,2023-04-13,2025-04-14,High Income Segment,Poor,6k-10k,436.0,4662.335,16436.61,42.06,0,2,2,2,True
1636,1,2025-02-18,2025-02-18,Low Income Segment,Very Good,Under 3k,789.0,1775.72,8693.72,34.36,0,1,1,1,False
1637,3,2023-03-28,2025-02-02,High Income Segment,Poor,6k-10k,598.3333333333334,6467.860000000001,20132.64,101.15,0,2,3,3,True
1638,3,2023-01-09,2023-06-03,High Income Segment,Poor,3k-6k,605.3333333333334,4564.636666666666,7609.03,108.2,0,3,3,3,True
1639,2,2023-04-23,2024-09-23,High Income Segment,Poor,6k-10k,500.5,5120.0,15205.34,121.01,0,2,2,2,True
1641,2,2023-12-23,2023-12-29,High Income Segment,Poor,6k-10k,440.0,5797.82,13535.93,41.11,0,2,2,2,True
1642,1,2024-07-30,2024-07-30,Middle Income Segment,Exceptional,6k-10k,836.0,6003.58,1863.83,3.69,0,1,1,1,False
1643,2,2023-01-05,2024-05-26,High Income Segment,Fair,3k-6k,609.5,6855.445,12080.57,0.0,0,2,2,2,True
1644,1,2024-01-21,2024-01-21,Middle Income Segment,Fair,6k-10k,584.0,6039.79,12372.94,0.0,0,1,1,1,False
1645,3,2023-06-02,2024-06-16,Middle Income Segment,Exceptional,6k-10k,686.3333333333334,5191.233333333334,14589.98,170.23,1,2,3,3,True
1646,2,2023-04-05,2023-05-11,High Income Segment,Poor,3k-6k,404.5,7031.719999999999,18507.96,316.68,1,2,2,2,True
1648,3,2023-06-16,2025-05-01,High Income Segment,Poor,3k-6k,537.6666666666666,4971.956666666666,16149.63,190.04000000000002,0,3,3,3,True
1649,1,2024-09-02,2024-09-02,Middle Income Segment,Very Good,6k-10k,754.0,6523.76,2839.02,0.0,0,1,1,1,False
1650,1,2023-03-30,2023-03-30,Low Income Segment,Poor,Under 3k,459.0,1405.5,5333.92,0.0,0,1,1,1,False
1652,1,2023-03-02,2023-03-02,Low Income Segment,Fair,Under 3k,665.0,2023.62,9692.57,1.01,0,1,1,1,False
1653,2,2023-05-07,2024-09-06,High Income Segment,Fair,6k-10k,674.5,5750.575000000001,13071.09,62.0,0,2,2,2,True
1654,3,2023-11-09,2024-12-20,Low Income Segment,Poor,Under 3k,517.6666666666666,2056.44,13674.92,57.92,0,1,3,3,True
1656,1,2023-02-12,2023-02-12,Middle Income Segment,Poor,3k-6k,511.0,5191.5,5819.84,44.99,0,1,1,1,False
1658,4,2023-04-29,2024-09-18,Middle Income Segment,Poor,6k-10k,483.0,5178.595,23149.170000000002,308.45,1,3,4,4,True
1659,5,2023-01-17,2024-03-09,Middle Income Segment,Poor,3k-6k,444.0,4547.7919999999995,29447.95,404.0,1,2,5,5,True
1660,5,2023-01-01,2023-11-21,High Income Segment,Fair,6k-10k,598.8,7402.152,40365.11,121.39,0,2,5,5,True
1661,4,2023-07-19,2024-06-08,Middle Income Segment,Poor,3k-6k,418.5,5548.42,16399.05,190.58,1,2,4,4,True
1662,4,2023-09-23,2025-01-22,Middle Income Segment,Exceptional,3k-6k,681.0,5525.5025000000005,14180.369999999999,49.25,0,3,4,4,True
1663,5,2023-02-21,2024-12-17,High Income Segment,Poor,6k-10k,576.6,5739.26,28138.41,55.92,0,3,5,5,True
1665,3,2023-01-07,2025-03-30,High Income Segment,Poor,6k-10k,644.0,6830.900000000001,8348.650000000001,140.55,0,2,3,3,True
1666,4,2024-10-20,2025-01-02,Middle Income Segment,Exceptional,3k-6k,646.0,3645.6575,18549.29,179.31,0,2,4,4,True
1667,3,2024-05-15,2025-04-09,High Income Segment,Good,6k-10k,604.6666666666666,6290.080000000001,10735.23,0.0,0,2,3,3,True
1668,1,2024-06-20,2024-06-20,Middle Income Segment,Poor,3k-6k,550.0,5107.19,8848.26,47.28,0,1,1,1,False
1669,2,2023-05-25,2024-09-26,Low Income Segment,Poor,Under 3k,445.5,1701.5300000000002,6624.389999999999,296.97,1,1,2,2,True
1670,1,2025-02-05,2025-02-05,Middle Income Segment,Fair,3k-6k,621.0,3394.04,1172.79,30.26,0,1,1,1,False
1671,5,2023-07-23,2025-03-19,Middle Income Segment,Fair,3k-6k,620.0,5199.718,31723.84,374.94,1,3,5,5,True
1672,1,2023-03-07,2023-03-07,Middle Income Segment,Very Good,3k-6k,771.0,4431.49,1605.6,0.0,0,1,1,1,False
1673,1,2023-06-05,2023-06-05,Low Income Segment,Good,Under 3k,715.0,1678.84,4960.23,0.0,0,1,1,1,False
1674,1,2023-11-24,2023-11-24,Middle Income Segment,Poor,6k-10k,388.0,6613.97,859.34,134.15,0,1,1,1,False
1675,3,2024-01-17,2024-04-19,High Income Segment,Fair,3k-6k,574.0,5974.893333333333,28291.6,178.95,1,3,3,3,True
1676,1,2023-08-15,2023-08-15,Middle Income Segment,Poor,6k-10k,553.0,6083.9,1653.16,0.0,0,1,1,1,False
1677,2,2024-07-24,2025-01-28,Low Income Segment,Poor,6k-10k,406.0,4167.4400000000005,11276.740000000002,3.84,0,2,2,2,True
1678,3,2024-04-05,2024-11-26,Middle Income Segment,Poor,6k-10k,539.0,6320.353333333333,25168.54,22.32,0,2,3,3,True
1679,5,2023-02-22,2025-03-30,Low Income Segment,Fair,3k-6k,662.0,4027.468,37438.740000000005,197.37,0,3,5,5,True
1680,3,2023-01-31,2024-07-14,Middle Income Segment,Poor,6k-10k,513.6666666666666,7268.653333333333,13980.42,29.17,0,2,3,3,True
1681,2,2024-04-07,2025-02-19,Low Income Segment,Poor,3k-6k,406.0,3538.74,13467.99,145.37,0,2,2,2,True
1682,1,2023-07-25,2023-07-25,Low Income Segment,Poor,Under 3k,489.0,2083.94,7063.71,81.39,0,1,1,1,False
1683,1,2023-01-10,2023-01-10,Middle Income Segment,Good,3k-6k,700.0,5655.95,6042.16,76.58,0,1,1,1,False
1684,3,2023-01-22,2024-03-19,Middle Income Segment,Fair,3k-6k,619.6666666666666,3718.6066666666666,15821.71,0.0,0,2,3,3,True
1685,2,2023-04-23,2023-12-15,Low Income Segment,Fair,3k-6k,715.5,3716.96,8291.36,195.79,1,2,2,2,True
1686,3,2023-05-10,2024-06-20,High Income Segment,Exceptional,3k-6k,648.0,5069.7266666666665,19729.92,372.40999999999997,1,3,3,3,True
1687,6,2023-07-07,2024-11-26,Low Income Segment,Poor,Under 3k,635.6666666666666,3957.6650000000004,31931.39,309.19,1,3,6,6,True
1688,2,2023-09-01,2024-10-06,High Income Segment,Poor,6k-10k,442.0,8764.595000000001,5883.08,39.0,0,1,2,2,True
1689,5,2023-03-04,2024-11-27,Middle Income Segment,Poor,3k-6k,618.4,5703.258,9691.46,233.03,0,1,5,5,True
1690,4,2023-10-14,2025-03-06,Low Income Segment,Poor,Under 3k,453.5,3936.06,21589.6,227.37,0,3,4,4,True
1691,2,2023-10-26,2023-11-26,Middle Income Segment,Good,6k-10k,610.5,6700.465,10181.11,244.61,0,1,2,2,True
1692,2,2023-10-09,2024-08-12,Low Income Segment,Exceptional,Under 3k,703.0,1727.5300000000002,5392.49,0.0,0,1,2,2,True
1693,6,2023-03-09,2024-12-23,Middle Income Segment,Poor,3k-6k,557.3333333333334,4322.8,49854.07,395.29999999999995,1,2,6,6,True
1694,1,2023-11-27,2023-11-27,Middle Income Segment,Fair,3k-6k,663.0,3141.82,1163.44,3.79,0,1,1,1,False
1695,2,2024-05-20,2025-03-15,Middle Income Segment,Good,3k-6k,515.0,6279.4,14155.7,18.71,0,1,2,2,True
1696,1,2025-04-19,2025-04-19,High Income Segment,Poor,6k-10k,494.0,9880.02,5323.75,40.35,0,1,1,1,False
1697,2,2024-05-01,2025-05-09,Low Income Segment,Poor,3k-6k,462.0,2781.105,11292.91,122.58000000000001,0,2,2,2,True
1698,3,2023-04-10,2024-10-22,Middle Income Segment,Fair,3k-6k,579.0,4372.136666666666,11782.170000000002,196.64,1,2,3,3,True
1699,2,2024-04-08,2024-10-16,High Income Segment,Fair,3k-6k,577.0,6264.645,8283.53,18.54,0,2,2,2,True
1700,3,2023-05-14,2024-11-18,Middle Income Segment,Poor,3k-6k,562.0,5821.16,24104.37,0.0,0,2,3,3,True
1701,2,2024-09-30,2025-02-05,Low Income Segment,Exceptional,6k-10k,835.0,4065.48,4728.85,6.59,0,2,2,2,True
1702,1,2024-07-21,2024-07-21,Middle Income Segment,Exceptional,6k-10k,818.0,6752.38,918.38,0.0,0,1,1,1,False
1703,6,2023-03-20,2024-07-06,Low Income Segment,Poor,Under 3k,511.1666666666667,4204.155,50630.09,79.63,0,3,6,6,True
1704,2,2023-08-16,2025-02-25,High Income Segment,Poor,3k-6k,423.5,7390.775,8067.49,87.41,0,2,2,2,True
1706,1,2023-09-04,2023-09-04,Low Income Segment,Fair,Under 3k,619.0,1125.81,3009.81,22.7,0,1,1,1,False
1707,3,2024-04-15,2024-10-05,High Income Segment,Good,6k-10k,677.6666666666666,7798.57,8937.55,87.94,0,2,2,3,True
1708,1,2023-10-04,2023-10-04,High Income Segment,Poor,6k-10k,477.0,9386.68,4175.69,0.0,0,1,1,1,False
1709,2,2023-01-21,2023-07-25,Low Income Segment,Poor,6k-10k,437.0,4692.02,13395.42,183.79000000000002,0,2,2,2,True
1710,2,2023-06-17,2025-04-21,High Income Segment,Fair,6k-10k,670.0,8213.19,2872.6800000000003,238.51,1,2,2,2,True
1711,3,2023-12-13,2025-02-19,Low Income Segment,Poor,Under 3k,596.3333333333334,4169.456666666667,23701.56,0.0,0,2,3,3,True
1712,4,2023-01-07,2024-11-05,Middle Income Segment,Poor,6k-10k,496.25,4958.327499999999,19967.760000000002,22.61,0,3,4,4,True
1713,3,2024-06-28,2024-11-20,Middle Income Segment,Very Good,6k-10k,738.3333333333334,7464.329999999999,13881.689999999999,37.92,0,2,3,3,True
1714,1,2025-02-25,2025-02-25,Middle Income Segment,Fair,6k-10k,654.0,6013.84,3344.94,0.0,0,1,1,1,False
1716,6,2023-05-05,2025-05-13,High Income Segment,Poor,6k-10k,557.0,6555.134999999999,38663.0,378.62,2,3,6,6,True
1717,5,2023-03-14,2024-06-05,High Income Segment,Poor,6k-10k,496.2,6641.436,35612.56,34.400000000000006,0,3,5,5,True
1719,5,2023-05-04,2025-03-07,High Income Segment,Poor,6k-10k,587.8,7084.9580000000005,39859.46,378.15,2,2,5,5,True
1720,1,2025-01-29,2025-01-29,Middle Income Segment,Poor,3k-6k,311.0,3371.7,11667.86,86.17,0,1,1,1,False
1721,5,2024-10-06,2025-02-21,Middle Income Segment,Poor,6k-10k,555.6,6118.832,33992.3,181.8,0,2,5,5,True
1722,5,2023-03-03,2024-12-02,Middle Income Segment,Fair,3k-6k,586.6,4852.38,28162.690000000002,254.83999999999997,1,3,5,5,True
1723,4,2023-03-09,2025-05-18,Middle Income Segment,Exceptional,3k-6k,668.75,5366.05,15124.85,419.77,2,2,4,4,True
1724,1,2024-01-30,2024-01-30,Low Income Segment,Poor,Under 3k,512.0,2614.64,3374.47,0.0,0,1,1,1,False
1725,1,2024-11-07,2024-11-07,Middle Income Segment,Good,3k-6k,722.0,5421.75,3624.45,0.0,0,1,1,1,False
1726,5,2023-04-27,2025-03-15,Middle Income Segment,Poor,3k-6k,537.2,4724.992,35646.89,271.41999999999996,1,2,5,5,True
1727,3,2024-01-28,2025-03-12,High Income Segment,Poor,6k-10k,563.3333333333334,5353.623333333334,24037.0,14.74,0,3,3,3,True
1728,2,2023-04-03,2023-08-09,Low Income Segment,Exceptional,3k-6k,696.0,2886.87,22752.23,42.38,0,2,2,2,True
1730,3,2023-12-01,2025-03-19,Middle Income Segment,Poor,6k-10k,552.6666666666666,6674.81,17149.21,31.39,0,2,3,3,True
1731,2,2023-01-31,2024-05-27,High Income Segment,Exceptional,6k-10k,744.5,6029.4800000000005,13048.23,42.71,0,2,2,2,True
1732,2,2024-09-01,2025-03-23,High Income Segment,Exceptional,3k-6k,659.5,7555.639999999999,8864.619999999999,0.0,0,2,2,2,True
1734,2,2023-10-14,2023-11-11,High Income Segment,Exceptional,6k-10k,686.0,8038.695,17356.82,80.55000000000001,0,2,2,2,True
1735,1,2023-06-14,2023-06-14,Middle Income Segment,Poor,6k-10k,455.0,6761.86,8461.17,62.65,0,1,1,1,False
1737,3,2023-10-24,2024-09-22,High Income Segment,Exceptional,6k-10k,650.0,6352.166666666667,6389.51,58.25,0,2,3,3,True
1739,2,2023-12-22,2025-03-06,Middle Income Segment,Poor,3k-6k,626.0,3455.4,15564.95,0.0,0,1,2,2,True
1740,3,2023-10-01,2024-02-17,High Income Segment,Fair,6k-10k,652.6666666666666,8678.513333333334,14124.78,0.0,0,1,3,3,True
1743,4,2023-07-09,2025-05-04,High Income Segment,Fair,6k-10k,511.0,5179.55,26896.15,319.74,1,3,4,4,True
1744,2,2024-05-26,2024-10-29,Low Income Segment,Good,6k-10k,633.0,3924.94,12275.61,114.85,0,2,2,2,True
1745,2,2023-12-30,2025-02-25,High Income Segment,Fair,6k-10k,570.5,5026.995000000001,1255.12,0.0,0,2,2,2,True
1746,3,2023-05-30,2024-10-19,Middle Income Segment,Poor,3k-6k,463.0,6022.993333333333,12670.79,0.0,0,2,3,3,True
1747,2,2023-07-05,2023-08-23,High Income Segment,Poor,3k-6k,433.0,6588.425,11089.76,138.07,0,2,2,2,True
1748,1,2023-01-31,2023-01-31,Low Income Segment,Fair,Under 3k,616.0,1141.82,4029.1,62.7,0,1,1,1,False
1749,4,2024-03-20,2025-03-29,High Income Segment,Poor,6k-10k,600.5,6104.51,30943.04,144.23999999999998,0,3,4,4,True
1750,1,2023-09-06,2023-09-06,Middle Income Segment,Poor,6k-10k,464.0,6028.72,324.33,46.02,0,1,1,1,False
1751,1,2024-07-12,2024-07-12,Low Income Segment,Fair,Under 3k,637.0,1565.81,6045.6,31.48,0,1,1,1,False
1752,1,2023-05-17,2023-05-17,Middle Income Segment,Poor,3k-6k,387.0,4971.05,12199.16,69.25,0,1,1,1,False
1753,2,2023-04-05,2024-12-27,High Income Segment,Good,3k-6k,716.5,6147.055,9057.86,51.24,0,2,2,2,True
1754,5,2023-05-08,2024-12-26,High Income Segment,Poor,6k-10k,654.0,8155.308,9954.54,176.5,1,2,5,5,True
1755,3,2023-08-10,2024-06-27,High Income Segment,Poor,6k-10k,508.6666666666667,8137.416666666667,21742.33,96.18,0,1,3,3,True
1756,2,2023-06-30,2023-07-31,Low Income Segment,Exceptional,Under 3k,632.5,1821.32,3062.33,171.59,1,1,2,2,True
1757,3,2023-11-10,2025-03-02,High Income Segment,Fair,6k-10k,688.3333333333334,6051.170000000001,30034.980000000003,104.73,0,3,3,3,True
1758,1,2024-08-22,2024-08-22,Middle Income Segment,Very Good,3k-6k,791.0,3520.91,1365.49,42.43,0,1,1,1,False
1759,3,2023-02-08,2024-10-09,High Income Segment,Fair,3k-6k,699.6666666666666,4954.84,7665.32,0.0,0,3,3,3,True
1760,4,2023-08-25,2024-09-23,Middle Income Segment,Poor,3k-6k,574.0,4344.555,23633.88,60.97,0,1,4,4,True
1761,4,2023-11-02,2024-12-15,High Income Segment,Poor,6k-10k,426.25,7112.1525,26923.010000000002,259.86,1,2,4,4,True
1762,1,2024-09-18,2024-09-18,Middle Income Segment,Good,3k-6k,717.0,4081.05,3826.16,0.0,0,1,1,1,False
1763,3,2024-05-29,2025-02-27,High Income Segment,Poor,6k-10k,582.0,7360.576666666667,18779.7,113.55000000000001,0,2,3,3,True
1764,2,2025-01-03,2025-04-27,High Income Segment,Poor,3k-6k,535.0,6569.645,12426.77,53.14,0,2,2,2,True
1765,2,2023-01-06,2024-07-22,High Income Segment,Good,6k-10k,710.0,8559.985,13141.21,0.0,0,1,2,2,True
1766,2,2025-03-12,2025-04-15,Low Income Segment,Fair,3k-6k,677.5,3895.6850000000004,9955.58,7.75,0,2,2,2,True
1767,3,2023-04-12,2024-08-08,High Income Segment,Poor,6k-10k,444.6666666666667,7918.393333333333,18100.03,116.46000000000001,0,1,3,3,True
1768,3,2023-09-26,2024-12-05,High Income Segment,Poor,3k-6k,543.6666666666666,4659.543333333334,13520.79,59.88,0,3,3,3,True
1769,5,2023-07-02,2025-02-22,High Income Segment,Poor,6k-10k,580.0,8029.214,36247.15,234.52,1,2,5,5,True
1770,4,2023-09-10,2024-10-31,Middle Income Segment,Fair,6k-10k,624.0,5759.0375,20063.42,40.73,0,3,4,4,True
1771,3,2023-04-30,2025-04-21,Middle Income Segment,Exceptional,3k-6k,631.6666666666666,3875.1766666666663,8060.599999999999,0.0,0,2,3,3,True
1772,1,2024-04-19,2024-04-19,Low Income Segment,Very Good,Under 3k,752.0,1163.03,2912.02,0.0,0,1,1,1,False
1773,3,2023-12-10,2025-05-02,High Income Segment,Fair,6k-10k,589.0,7063.68,8454.49,212.39999999999998,0,2,3,3,True
1774,3,2023-06-24,2024-06-04,High Income Segment,Poor,6k-10k,543.3333333333334,8169.696666666667,23046.129999999997,107.10000000000001,0,1,3,3,True
1775,2,2024-02-17,2025-04-29,Middle Income Segment,Poor,3k-6k,446.0,5217.9400000000005,4287.349999999999,0.0,0,1,2,2,True
1776,1,2024-08-10,2024-08-10,High Income Segment,Exceptional,6k-10k,840.0,7961.46,1485.01,27.78,0,1,1,1,False
1777,2,2023-06-16,2024-07-29,High Income Segment,Good,6k-10k,623.5,8069.924999999999,7892.400000000001,0.0,0,2,2,2,True
1778,2,2023-09-01,2023-12-19,Low Income Segment,Poor,3k-6k,607.5,2360.245,17561.37,6.6,0,2,2,2,True
1779,1,2024-01-12,2024-01-12,Middle Income Segment,Fair,3k-6k,604.0,3658.18,14584.91,0.0,0,1,1,1,False
1780,2,2023-01-24,2024-09-22,Low Income Segment,Good,6k-10k,522.5,3988.73,10642.5,35.72,0,2,2,2,True
1781,2,2023-12-29,2024-09-16,High Income Segment,Poor,6k-10k,565.5,5066.1449999999995,12803.7,80.2,0,2,2,2,True
1782,2,2024-07-28,2024-12-04,Low Income Segment,Fair,6k-10k,491.0,4318.24,6981.46,0.0,0,2,2,2,True
1783,2,2023-05-12,2025-05-18,High Income Segment,Poor,6k-10k,568.5,4872.615,9412.33,0.0,0,2,2,2,True
1784,3,2023-04-29,2024-09-07,Middle Income Segment,Exceptional,6k-10k,629.3333333333334,5788.036666666667,18155.89,246.32,1,2,3,3,True
1785,2,2025-01-31,2025-03-14,High Income Segment,Poor,3k-6k,546.5,5710.12,7346.8,0.0,0,2,2,2,True
1786,2,2024-05-08,2025-05-13,Low Income Segment,Fair,3k-6k,548.5,3655.815,13071.25,37.46,0,2,2,2,True
1787,5,2023-09-05,2024-07-25,High Income Segment,Good,3k-6k,624.8,6292.386,31334.18,152.32999999999998,0,3,5,5,True
1788,3,2023-01-02,2025-04-25,High Income Segment,Poor,3k-6k,425.3333333333333,4868.876666666667,23179.769999999997,79.53,0,3,3,3,True
1789,2,2025-03-11,2025-03-31,High Income Segment,Exceptional,6k-10k,813.0,4045.59,6862.8099999999995,114.1,0,2,2,2,True
1790,1,2023-01-17,2023-01-17,High Income Segment,Poor,6k-10k,311.0,8804.79,10251.67,50.2,0,1,1,1,False
1791,2,2024-03-13,2024-06-13,High Income Segment,Poor,3k-6k,566.5,6783.844999999999,21791.22,134.53,0,2,2,2,True
1792,2,2023-06-08,2023-07-16,High Income Segment,Fair,6k-10k,510.5,8459.65,10295.150000000001,37.59,0,1,2,2,True
1793,4,2023-05-21,2024-01-14,Low Income Segment,Poor,Under 3k,463.75,3718.96,18731.83,328.89,2,2,4,4,True
1794,3,2023-07-02,2024-11-17,Middle Income Segment,Poor,3k-6k,563.0,3931.7066666666665,10661.31,192.26,1,1,3,3,True
1796,2,2025-02-23,2025-05-01,Low Income Segment,Poor,3k-6k,520.5,2907.365,5011.0,66.16,0,2,2,2,True
1797,2,2023-03-06,2023-06-21,Low Income Segment,Poor,6k-10k,375.5,3963.0249999999996,8710.51,0.0,0,2,2,2,True
1798,3,2024-04-28,2024-07-23,High Income Segment,Poor,3k-6k,509.6666666666667,4582.916666666667,17051.15,94.75999999999999,0,3,3,3,True
1799,2,2023-12-04,2024-04-15,High Income Segment,Fair,3k-6k,720.5,6110.06,18358.55,17.12,0,2,2,2,True
1800,2,2024-11-11,2024-11-18,Low Income Segment,Poor,3k-6k,456.5,3987.4399999999996,20257.42,0.0,0,2,2,2,True
1801,1,2024-05-27,2024-05-27,Middle Income Segment,Poor,3k-6k,574.0,3216.25,4412.23,16.58,0,1,1,1,False
1802,2,2024-04-22,2025-03-10,Middle Income Segment,Fair,3k-6k,572.0,5866.995,7063.51,17.24,0,1,2,2,True
1803,2,2023-05-02,2024-10-19,High Income Segment,Fair,6k-10k,511.5,8615.994999999999,12471.59,47.53,0,1,2,2,True
1804,5,2023-03-21,2025-05-06,High Income Segment,Poor,6k-10k,618.0,5601.156,18437.18,78.46000000000001,0,3,5,5,True
1805,2,2024-03-28,2024-11-30,High Income Segment,Poor,6k-10k,387.0,5875.305,9133.44,196.67,1,2,2,2,True
1806,1,2024-01-04,2024-01-04,Middle Income Segment,Fair,3k-6k,631.0,4470.02,1193.64,0.0,0,1,1,1,False
1807,2,2023-07-27,2024-05-11,Low Income Segment,Exceptional,Under 3k,664.0,1031.615,6151.96,0.0,0,1,2,2,True
1808,2,2024-10-30,2025-02-17,Middle Income Segment,Exceptional,3k-6k,620.5,5507.610000000001,10472.59,0.0,0,1,2,2,True
1809,2,2024-05-05,2024-12-22,High Income Segment,Exceptional,6k-10k,802.0,5492.41,11119.26,0.0,0,2,2,2,True
1810,2,2023-07-08,2024-10-30,High Income Segment,Poor,6k-10k,413.5,5676.945,4035.96,0.0,0,2,2,2,True
1811,1,2024-03-23,2024-03-23,Low Income Segment,Good,Under 3k,699.0,2180.04,9078.9,19.05,0,1,1,1,False
1812,1,2024-12-11,2024-12-11,High Income Segment,Poor,6k-10k,573.0,8053.82,8606.37,44.63,0,1,1,1,False
1813,2,2024-03-03,2024-09-22,Low Income Segment,Good,3k-6k,547.0,2648.6949999999997,13724.369999999999,52.18,0,2,2,2,True
1814,4,2023-01-14,2025-01-01,Middle Income Segment,Exceptional,6k-10k,658.0,6768.28,6691.0599999999995,184.53,1,2,4,4,True
