scope_segment,is_challenge_scope,platform,published_day_of_week,published_day_sort,post_hour,posts,avg_engagement,avg_views,avg_engagement_rate,avg_ctr
Full Workbook Only,False,Instagram,Sunday,7,17,17,134058.58823529413,725082.4705882353,0.17554620892213635,
Full Workbook Only,False,Instagram,Sunday,7,18,3,94844.33333333333,889686.6666666666,0.14378448049274742,
Full Workbook Only,False,Instagram,Sunday,7,19,4,275620.5,1589120.0,0.17824636604998093,
Full Workbook Only,False,Instagram,Thursday,4,8,4,342722.5,2085578.25,0.16824435775556973,
Full Workbook Only,False,Instagram,Thursday,4,9,2,25899.0,130162.0,0.19859935872293516,
Full Workbook Only,False,Instagram,Thursday,4,10,18,118692.33333333333,800864.6111111111,0.16105739997677973,
Full Workbook Only,False,Instagram,Thursday,4,11,17,142762.9411764706,949337.1176470588,0.17433379129461185,
Full Workbook Only,False,Instagram,Thursday,4,12,18,96456.77777777778,918273.6111111111,0.13604729375798244,
Full Workbook Only,False,Instagram,Thursday,4,13,5,175248.2,1143371.8,0.16011302234123442,
Full Workbook Only,False,Instagram,Thursday,4,14,3,30115.0,271036.6666666667,0.11625023352391589,
Full Workbook Only,False,Instagram,Thursday,4,15,22,125014.77272727272,952618.8181818182,0.15901994964265437,
Full Workbook Only,False,Instagram,Thursday,4,16,13,181813.23076923078,1327886.6923076923,0.14947804538252116,
Full Workbook Only,False,Instagram,Thursday,4,17,19,156716.36842105264,989694.2105263158,0.17792366253862787,
Full Workbook Only,False,Instagram,Thursday,4,18,6,46936.833333333336,308552.5,0.15561896554596807,
Full Workbook Only,False,Instagram,Tuesday,2,8,7,137673.42857142858,1150845.7142857143,0.12732086621891187,
Full Workbook Only,False,Instagram,Tuesday,2,9,5,97674.0,612356.6,0.15926467076714307,
Full Workbook Only,False,Instagram,Tuesday,2,10,11,76355.63636363637,380297.0,0.19134910208946243,
Full Workbook Only,False,Instagram,Tuesday,2,11,17,99817.82352941176,658388.7058823529,0.1592576985254507,
Full Workbook Only,False,Instagram,Tuesday,2,12,18,152172.27777777778,1111237.5,0.15382038660005107,
Full Workbook Only,False,Instagram,Tuesday,2,13,5,170473.0,935005.6,0.1885327501348997,
Full Workbook Only,False,Instagram,Tuesday,2,14,5,47270.4,324602.0,0.18299081773836554,
Full Workbook Only,False,Instagram,Tuesday,2,15,16,152313.875,1048529.0625,0.16061976261182193,
Full Workbook Only,False,Instagram,Tuesday,2,16,15,164758.66666666666,1194741.4,0.16827811165238624,
Full Workbook Only,False,Instagram,Tuesday,2,17,17,124184.94117647059,900898.3529411765,0.15562269276848562,
Full Workbook Only,False,Instagram,Tuesday,2,18,6,107687.33333333333,794729.8333333334,0.17062109271906803,
Full Workbook Only,False,Instagram,Tuesday,2,19,6,129934.66666666667,982706.8333333334,0.15977517333842176,
Full Workbook Only,False,Instagram,Wednesday,3,8,5,227652.6,1684098.4,0.14947727832803756,
Full Workbook Only,False,Instagram,Wednesday,3,9,8,179176.25,1229113.375,0.17346565587029633,
Full Workbook Only,False,Instagram,Wednesday,3,10,17,130909.70588235294,1005776.0,0.14897364905734842,
Full Workbook Only,False,Instagram,Wednesday,3,11,22,168423.45454545456,1286039.5,0.14971235877892905,
Full Workbook Only,False,Instagram,Wednesday,3,12,16,124105.75,1035567.75,0.15401101159549127,
Full Workbook Only,False,Instagram,Wednesday,3,13,3,242179.66666666666,2079368.0,0.12081928627681553,
Full Workbook Only,False,Instagram,Wednesday,3,14,8,97577.375,723899.25,0.16314780817476493,
Full Workbook Only,False,Instagram,Wednesday,3,15,18,104123.66666666667,796893.4444444445,0.15855871398484267,
Full Workbook Only,False,Instagram,Wednesday,3,16,27,173049.03703703705,1181439.2962962964,0.15288001299481094,
Full Workbook Only,False,Instagram,Wednesday,3,17,12,114452.0,882378.5833333334,0.1590452546068383,
Full Workbook Only,False,Instagram,Wednesday,3,18,8,181646.375,1357328.0,0.14021409093394394,
Full Workbook Only,False,Instagram,Wednesday,3,19,4,285665.75,2221782.75,0.15180975435507288,
Full Workbook Only,False,LinkedIn,Friday,5,9,6,67833.33333333333,508155.1666666667,0.10090896716274095,0.0259
Full Workbook Only,False,LinkedIn,Friday,5,10,6,82327.33333333333,731558.3333333334,0.12206186015155372,0.01962
Full Workbook Only,False,LinkedIn,Friday,5,11,2,118065.5,859818.0,0.13672291073362697,0.02
Full Workbook Only,False,LinkedIn,Friday,5,12,13,69466.69230769231,695852.4615384615,0.11982735233644336,0.0178625
Full Workbook Only,False,LinkedIn,Friday,5,13,1,29999.0,163301.0,0.1837078367938893,
Full Workbook Only,False,LinkedIn,Friday,5,14,1,54627.0,433248.0,0.1260882764584608,
Full Workbook Only,False,LinkedIn,Friday,5,15,8,179089.25,1098586.875,0.13539717140066634,0.02306
Full Workbook Only,False,LinkedIn,Friday,5,16,10,130333.4,803123.1,0.1706685947069313,0.019066666666666666
Full Workbook Only,False,LinkedIn,Friday,5,17,13,85129.92307692308,524227.53846153844,0.18038477996244737,0.0182
Full Workbook Only,False,LinkedIn,Friday,5,18,4,115822.75,653337.75,0.18012231315490798,0.0148
Full Workbook Only,False,LinkedIn,Monday,1,9,2,98098.5,1038804.5,0.14872607112127995,0.0264
Full Workbook Only,False,LinkedIn,Monday,1,10,10,78408.8,711587.7,0.12215739841688704,0.0216375
Full Workbook Only,False,LinkedIn,Monday,1,11,9,68413.11111111111,407465.8888888889,0.1605370357691055,0.019483333333333335
Full Workbook Only,False,LinkedIn,Monday,1,12,11,129440.81818181818,961569.5454545454,0.12776091531128833,0.022228571428571427
Full Workbook Only,False,LinkedIn,Monday,1,13,1,102650.0,525218.0,0.1954428641342646,0.0167
Full Workbook Only,False,LinkedIn,Monday,1,15,10,118625.7,851595.9,0.14395439017922182,0.01805
Full Workbook Only,False,LinkedIn,Monday,1,16,9,42723.666666666664,258750.0,0.17753371195538808,0.01784
Full Workbook Only,False,LinkedIn,Monday,1,17,10,181965.3,1130805.8,0.17975268590994753,0.020266666666666665
Full Workbook Only,False,LinkedIn,Monday,1,18,2,52663.0,272608.5,0.19224339727934836,0.02395
Full Workbook Only,False,LinkedIn,Monday,1,19,1,22714.0,391188.0,0.05806628195555431,
Full Workbook Only,False,LinkedIn,Saturday,6,8,4,45254.75,427230.25,0.11723856208371475,0.01675
Full Workbook Only,False,LinkedIn,Saturday,6,9,4,64794.25,558847.0,0.15228138999690768,0.01865
Full Workbook Only,False,LinkedIn,Saturday,6,10,13,56444.0,540042.0,0.12701002000340678,0.016866666666666665
Full Workbook Only,False,LinkedIn,Saturday,6,11,8,58879.0,477910.375,0.13506827532429955,0.020783333333333334
Full Workbook Only,False,LinkedIn,Saturday,6,12,8,77642.625,550430.125,0.110976560525896,0.0255
Full Workbook Only,False,LinkedIn,Saturday,6,13,4,116635.0,883246.25,0.1589698777346535,0.0238
Full Workbook Only,False,LinkedIn,Saturday,6,14,2,158050.5,968796.0,0.1596816596026151,0.0102
Full Workbook Only,False,LinkedIn,Saturday,6,15,5,48896.6,420313.8,0.12288256186851709,0.0258
Full Workbook Only,False,LinkedIn,Saturday,6,16,6,84891.5,735845.3333333334,0.12429087173948937,0.019166666666666665
Full Workbook Only,False,LinkedIn,Saturday,6,17,7,85966.42857142857,517665.0,0.1834786671585718,0.02093333333333333
Full Workbook Only,False,LinkedIn,Saturday,6,19,2,60558.0,325061.0,0.1746925374839936,0.0202
Full Workbook Only,False,LinkedIn,Sunday,7,8,4,109854.0,1069857.5,0.09360022433707921,0.02635
Full Workbook Only,False,LinkedIn,Sunday,7,10,7,111259.14285714286,920253.8571428572,0.12833776696503035,0.017933333333333332
Full Workbook Only,False,LinkedIn,Sunday,7,11,10,105336.8,1013304.8,0.12882332746413255,0.02015
Full Workbook Only,False,LinkedIn,Sunday,7,12,8,192182.375,1254814.625,0.1631861552666287,0.01376
Full Workbook Only,False,LinkedIn,Sunday,7,13,1,85587.0,369247.0,0.2317895935029126,
Full Workbook Only,False,LinkedIn,Sunday,7,14,2,165434.5,927244.5,0.1897625924643916,0.0202
Full Workbook Only,False,LinkedIn,Sunday,7,15,13,66350.69230769231,617670.8461538461,0.12652892615660183,0.022216666666666666
Full Workbook Only,False,LinkedIn,Sunday,7,16,13,106929.15384615384,828358.6923076923,0.16225862316911555,0.021655555555555556
Full Workbook Only,False,LinkedIn,Sunday,7,17,8,176368.375,1186354.0,0.14104492329403284,0.019049999999999997
Full Workbook Only,False,LinkedIn,Sunday,7,18,2,27043.0,238355.5,0.10695391686077853,0.0245
Full Workbook Only,False,LinkedIn,Sunday,7,19,1,70544.0,302846.0,0.2329382947991458,0.0182
Full Workbook Only,False,LinkedIn,Thursday,4,8,4,56061.0,479617.75,0.13650518347827106,0.0191
Full Workbook Only,False,LinkedIn,Thursday,4,9,2,36310.5,342513.0,0.10627578663043297,0.0145
Full Workbook Only,False,LinkedIn,Thursday,4,10,10,111145.7,633526.8,0.15821493410265036,0.016114285714285713
Full Workbook Only,False,LinkedIn,Thursday,4,11,14,55329.642857142855,405405.78571428574,0.15013343948621638,0.01987142857142857
Full Workbook Only,False,LinkedIn,Thursday,4,12,16,59554.1875,516972.0,0.11989124363024654,0.02083636363636364
Full Workbook Only,False,LinkedIn,Thursday,4,13,2,204100.5,1207120.0,0.1806004367445068,0.022350000000000002
Full Workbook Only,False,LinkedIn,Thursday,4,14,1,41056.0,169935.0,0.2415985812224531,0.018
Full Workbook Only,False,LinkedIn,Thursday,4,15,10,71069.0,587796.3,0.12940048746049373,0.019266666666666668
Full Workbook Only,False,LinkedIn,Thursday,4,16,16,58854.625,423382.375,0.1674949927491233,0.01611818181818182
Full Workbook Only,False,LinkedIn,Thursday,4,17,6,40868.0,350955.5,0.12769285456845705,0.021133333333333334
Full Workbook Only,False,LinkedIn,Thursday,4,18,2,22532.0,126874.5,0.17448072981624768,0.0235
Full Workbook Only,False,LinkedIn,Thursday,4,19,2,41797.0,395255.5,0.14697475553294267,0.0234
Full Workbook Only,False,LinkedIn,Tuesday,2,8,1,95683.0,411303.0,0.2326354810369858,
Full Workbook Only,False,LinkedIn,Tuesday,2,9,5,133051.0,1033372.4,0.1340082766697142,0.0143
Full Workbook Only,False,LinkedIn,Tuesday,2,10,11,70930.63636363637,659879.0909090909,0.10871341247808936,0.02415
Full Workbook Only,False,LinkedIn,Tuesday,2,11,10,103860.7,787941.7,0.16565730918263594,0.019042857142857143
Full Workbook Only,False,LinkedIn,Tuesday,2,12,8,44596.125,374029.625,0.1446113626536356,0.02093333333333333
Full Workbook Only,False,LinkedIn,Tuesday,2,13,3,64504.333333333336,348706.6666666667,0.18894657459464417,0.019
Full Workbook Only,False,LinkedIn,Tuesday,2,15,7,67738.14285714286,511234.4285714286,0.1560021721474938,0.02176
Full Workbook Only,False,LinkedIn,Tuesday,2,16,11,44058.36363636364,306039.45454545453,0.14160064008731166,0.02413333333333333
Full Workbook Only,False,LinkedIn,Tuesday,2,17,3,73053.0,528494.6666666666,0.1530250080974518,
Full Workbook Only,False,LinkedIn,Tuesday,2,18,1,23173.0,407433.0,0.05687669623844165,
Full Workbook Only,False,LinkedIn,Tuesday,2,19,1,26186.0,382281.0,0.06849975047261479,0.018
Full Workbook Only,False,LinkedIn,Wednesday,3,8,3,89756.33333333333,844040.3333333334,0.09100453417495243,0.02645
Full Workbook Only,False,LinkedIn,Wednesday,3,9,2,101360.0,1469791.0,0.08074986491115255,0.028
Full Workbook Only,False,LinkedIn,Wednesday,3,10,11,81205.81818181818,734121.7272727273,0.13385623026073434,0.01794
Full Workbook Only,False,LinkedIn,Wednesday,3,11,10,50328.8,546400.7,0.11155463228892874,0.0179
Full Workbook Only,False,LinkedIn,Wednesday,3,12,18,104047.0,825443.6666666666,0.15938297224677134,0.01915
Full Workbook Only,False,LinkedIn,Wednesday,3,14,1,67809.0,366523.0,0.185007264583834,0.0105
Full Workbook Only,False,LinkedIn,Wednesday,3,15,13,50410.53846153846,422564.3076923077,0.13118939670538562,0.018625
Full Workbook Only,False,LinkedIn,Wednesday,3,16,12,94865.25,594246.3333333334,0.14984972264449242,0.0184625
Full Workbook Only,False,LinkedIn,Wednesday,3,17,8,37434.75,279005.375,0.14086014878631165,0.022225
Full Workbook Only,False,LinkedIn,Wednesday,3,18,2,264166.0,2020776.0,0.11761357281561555,0.0165
Full Workbook Only,False,LinkedIn,Wednesday,3,19,2,148375.5,1561043.0,0.1296554617297111,0.01805
Full Workbook Only,False,TikTok,Friday,5,8,7,150302.0,1126488.142857143,0.13917626221929316,0.020114285714285716
Full Workbook Only,False,TikTok,Friday,5,9,7,122146.57142857143,836277.4285714285,0.1687518032352284,0.018357142857142857
Full Workbook Only,False,TikTok,Friday,5,10,22,114680.95454545454,734101.4545454546,0.15552802643858976,0.018377272727272728
Full Workbook Only,False,TikTok,Friday,5,11,19,104486.0,837239.7894736842,0.14571921658130477,0.020610526315789475
Full Workbook Only,False,TikTok,Friday,5,12,19,101158.15789473684,779795.1052631579,0.15434930685290715,0.018173684210526314
Full Workbook Only,False,TikTok,Friday,5,13,5,91579.0,664621.4,0.16919639922789034,0.01676
Full Workbook Only,False,TikTok,Friday,5,14,8,180010.5,1483789.375,0.1320091780616014,0.0149
Full Workbook Only,False,TikTok,Friday,5,15,31,136235.16129032258,1023253.8064516129,0.15080527218798292,0.01661290322580645
Full Workbook Only,False,TikTok,Friday,5,16,24,87769.33333333333,817034.0,0.13744392629572308,0.0183625
Full Workbook Only,False,TikTok,Friday,5,17,30,125123.0,745012.2666666667,0.17323545335612459,0.018266666666666667
Full Workbook Only,False,TikTok,Friday,5,18,5,150310.4,1300243.2,0.10262134748436151,0.02042
Full Workbook Only,False,TikTok,Friday,5,19,5,48227.2,296815.8,0.16741782875719963,0.01508
Full Workbook Only,False,TikTok,Monday,1,8,5,145849.4,787065.6,0.1836561228229498,0.015099999999999999
Full Workbook Only,False,TikTok,Monday,1,9,9,139593.55555555556,770875.7777777778,0.14342704988329683,0.018944444444444444
Full Workbook Only,False,TikTok,Monday,1,10,22,99848.13636363637,908377.6363636364,0.1383408336229538,0.01845909090909091
Full Workbook Only,False,TikTok,Monday,1,11,27,107191.25925925926,780491.2592592592,0.15328315836268305,0.017537037037037035
Full Workbook Only,False,TikTok,Monday,1,12,25,109279.88,840898.28,0.14921351440678787,0.015968
Full Workbook Only,False,TikTok,Monday,1,13,5,47718.4,411816.8,0.12030508861859568,0.018080000000000002
Full Workbook Only,False,TikTok,Monday,1,14,5,43310.0,266007.0,0.1898095158845974,0.017480000000000002
Full Workbook Only,False,TikTok,Monday,1,15,21,91253.71428571429,645382.4285714285,0.16780090463322198,0.016999999999999998
Full Workbook Only,False,TikTok,Monday,1,16,23,159265.04347826086,1047368.2608695652,0.1581703644903487,0.01820434782608696
Full Workbook Only,False,TikTok,Monday,1,17,16,104934.375,624030.9375,0.17551527530119773,0.01604375
Full Workbook Only,False,TikTok,Monday,1,18,4,267431.5,1497643.0,0.18823844090122818,0.018025
Full Workbook Only,False,TikTok,Monday,1,19,8,105315.75,1060246.625,0.12618919694104264,0.015537500000000001
Full Workbook Only,False,TikTok,Saturday,6,8,7,115506.14285714286,836064.1428571428,0.1496599343178804,0.01492857142857143
Full Workbook Only,False,TikTok,Saturday,6,9,8,81891.0,531381.125,0.15886238519061324,0.0162125
Full Workbook Only,False,TikTok,Saturday,6,10,24,174734.41666666666,1240244.7083333333,0.16406473917888534,0.0178375
Full Workbook Only,False,TikTok,Saturday,6,11,30,155370.06666666668,1072813.4666666666,0.1536621818251329,0.016763333333333335
Full Workbook Only,False,TikTok,Saturday,6,12,26,119812.96153846153,955497.6538461539,0.1511132922887836,0.016657692307692307
Full Workbook Only,False,TikTok,Saturday,6,13,6,154849.0,1324560.5,0.14849216014184624,0.017883333333333334
Full Workbook Only,False,TikTok,Saturday,6,14,5,144050.0,1073193.4,0.17341902812957483,0.020200000000000003
Full Workbook Only,False,TikTok,Saturday,6,15,19,167732.57894736843,1012548.4736842106,0.1563045643060724,0.017673684210526314
Full Workbook Only,False,TikTok,Saturday,6,16,17,105567.58823529411,759827.8235294118,0.17312498154270697,0.019976470588235293
Full Workbook Only,False,TikTok,Saturday,6,17,24,117949.95833333333,933606.125,0.14806174567933342,0.018008333333333335
Full Workbook Only,False,TikTok,Saturday,6,18,8,126024.875,892801.125,0.15301882012863977,0.0184
Full Workbook Only,False,TikTok,Saturday,6,19,6,119688.83333333333,1322535.3333333333,0.12132585818082618,0.0163
Full Workbook Only,False,TikTok,Sunday,7,8,2,86349.5,862855.5,0.10425446067864597,0.0174
Full Workbook Only,False,TikTok,Sunday,7,9,8,51159.625,441916.75,0.1526455185986818,0.016649999999999998
Full Workbook Only,False,TikTok,Sunday,7,10,18,65818.22222222222,465402.0,0.15194736448687154,0.0168
Full Workbook Only,False,TikTok,Sunday,7,11,24,64340.75,442329.4166666667,0.1614608713241338,0.017025000000000002
Full Workbook Only,False,TikTok,Sunday,7,12,20,149848.95,936234.15,0.17532071058077242,0.017115
Full Workbook Only,False,TikTok,Sunday,7,13,5,68336.4,562178.4,0.1735098858594335,0.016139999999999998
Full Workbook Only,False,TikTok,Sunday,7,14,8,110217.75,1061872.0,0.10743604043089065,0.01645
Full Workbook Only,False,TikTok,Sunday,7,15,21,132826.57142857142,857918.380952381,0.1740170972477093,0.01664761904761905
Full Workbook Only,False,TikTok,Sunday,7,16,18,94402.44444444444,968089.6111111111,0.12903868717943823,0.018983333333333335
Full Workbook Only,False,TikTok,Sunday,7,17,23,113661.91304347826,793164.8260869565,0.153248785917843,0.016978260869565217
Full Workbook Only,False,TikTok,Sunday,7,18,3,47501.666666666664,254677.33333333334,0.18938351800368214,0.016166666666666666
Full Workbook Only,False,TikTok,Sunday,7,19,4,162827.0,1054330.5,0.1742171858029289,0.0189
Full Workbook Only,False,TikTok,Thursday,4,8,3,195451.0,806873.3333333334,0.24064236644892265,0.01916666666666667
Full Workbook Only,False,TikTok,Thursday,4,9,6,125759.16666666667,1266507.6666666667,0.11806390038081621,0.019033333333333333
Full Workbook Only,False,TikTok,Thursday,4,10,21,125593.04761904762,1133883.3333333333,0.13619611669769682,0.01749047619047619
Full Workbook Only,False,TikTok,Thursday,4,11,23,85747.43478260869,711692.304347826,0.13603518196359046,0.017934782608695653
Full Workbook Only,False,TikTok,Thursday,4,12,30,101274.43333333333,715371.8,0.1454933353662064,0.017813333333333334
Full Workbook Only,False,TikTok,Thursday,4,13,8,77907.125,871862.25,0.11903277879871255,0.0132125
Full Workbook Only,False,TikTok,Thursday,4,14,6,132848.33333333334,887590.5,0.12084051782510265,0.01686666666666667
Full Workbook Only,False,TikTok,Thursday,4,15,32,134843.96875,970740.78125,0.14996590287758296,0.01674375
Full Workbook Only,False,TikTok,Thursday,4,16,22,108735.13636363637,836755.7727272727,0.16304426995839627,0.018054545454545455
Full Workbook Only,False,TikTok,Thursday,4,17,17,72086.70588235294,427792.8823529412,0.16509950256102918,0.017194117647058825
Full Workbook Only,False,TikTok,Thursday,4,18,3,24603.333333333332,318909.0,0.0952048042845306,0.015433333333333334
Full Workbook Only,False,TikTok,Thursday,4,19,6,82079.16666666667,740905.6666666666,0.16625531051639672,0.016166666666666666
Full Workbook Only,False,TikTok,Tuesday,2,8,8,179222.625,1323233.5,0.15439008771720816,0.0179
Full Workbook Only,False,TikTok,Tuesday,2,9,7,110376.85714285714,947129.8571428572,0.14642063572165617,0.017142857142857144
Full Workbook Only,False,TikTok,Tuesday,2,10,21,112036.80952380953,1072887.9047619049,0.13352470670455815,0.0168
Full Workbook Only,False,TikTok,Tuesday,2,11,20,117077.85,1026369.5,0.14129495222675953,0.01746
Full Workbook Only,False,TikTok,Tuesday,2,12,14,78019.14285714286,758867.5,0.129675979068802,0.016335714285714283
Full Workbook Only,False,TikTok,Tuesday,2,13,7,128008.42857142857,802766.2857142857,0.16122270921316076,0.017528571428571428
Full Workbook Only,False,TikTok,Tuesday,2,14,9,62426.333333333336,477470.22222222225,0.1421209018298312,0.020955555555555554
Full Workbook Only,False,TikTok,Tuesday,2,15,18,140815.33333333334,1035327.4444444445,0.1536179266537042,0.017344444444444447
Full Workbook Only,False,TikTok,Tuesday,2,16,27,129473.55555555556,918278.1481481482,0.15582674514656755,0.01845185185185185
Full Workbook Only,False,TikTok,Tuesday,2,17,23,90518.0,849265.0,0.13872750154516905,0.017321739130434784
Full Workbook Only,False,TikTok,Tuesday,2,18,5,138007.0,1317751.0,0.11948386499315884,0.01976
Full Workbook Only,False,TikTok,Tuesday,2,19,6,60622.833333333336,652489.0,0.1383447652617206,0.018466666666666666
Full Workbook Only,False,TikTok,Wednesday,3,8,6,140894.5,1216072.0,0.1451810525657298,0.013783333333333333
Full Workbook Only,False,TikTok,Wednesday,3,9,5,72894.0,465944.2,0.16137511987490136,0.01996
Full Workbook Only,False,TikTok,Wednesday,3,10,15,102411.66666666667,824664.2666666667,0.16439995442401015,0.01805333333333333
Full Workbook Only,False,TikTok,Wednesday,3,11,22,113827.54545454546,915915.7727272727,0.16784969856122486,0.01869090909090909
Full Workbook Only,False,TikTok,Wednesday,3,12,23,150410.73913043478,1050901.956521739,0.1603204977852474,0.017017391304347828
Full Workbook Only,False,TikTok,Wednesday,3,13,3,118215.0,847193.6666666666,0.12353056369654265,0.0179
Full Workbook Only,False,TikTok,Wednesday,3,14,5,93578.6,737825.4,0.19412230342544254,0.01754
Full Workbook Only,False,TikTok,Wednesday,3,15,25,119713.36,799643.0,0.1649360598951046,0.01774
Full Workbook Only,False,TikTok,Wednesday,3,16,19,104688.05263157895,489766.6842105263,0.20285383988197236,0.017421052631578948
Full Workbook Only,False,TikTok,Wednesday,3,17,29,140528.44827586206,992129.1379310344,0.15265940699157596,0.017413793103448275
Full Workbook Only,False,TikTok,Wednesday,3,18,7,97336.14285714286,808235.1428571428,0.1423849459105419,0.017628571428571427
Full Workbook Only,False,TikTok,Wednesday,3,19,3,158633.66666666666,1393353.3333333333,0.10250368702818198,0.020133333333333333
Full Workbook Only,False,X (Twitter),Friday,5,8,3,65314.666666666664,569819.3333333334,0.13181504043699568,
Full Workbook Only,False,X (Twitter),Friday,5,9,11,109161.63636363637,772985.3636363636,0.16392132860953118,
Full Workbook Only,False,X (Twitter),Friday,5,10,18,66702.33333333333,675928.4444444445,0.13722635055148735,
Full Workbook Only,False,X (Twitter),Friday,5,11,18,74855.44444444444,554399.1666666666,0.15112288205149513,
Full Workbook Only,False,X (Twitter),Friday,5,12,30,126632.66666666667,1010519.3,0.15353519326053294,
Full Workbook Only,False,X (Twitter),Friday,5,13,3,60458.0,331131.3333333333,0.17732028833017352,
Full Workbook Only,False,X (Twitter),Friday,5,14,1,130676.0,699201.0,0.1868934106400119,
Full Workbook Only,False,X (Twitter),Friday,5,15,19,105641.68421052632,869177.4210526316,0.14836268565296065,
Full Workbook Only,False,X (Twitter),Friday,5,16,19,138787.0,962520.5263157894,0.1483751200333909,
Full Workbook Only,False,X (Twitter),Friday,5,17,18,166571.94444444444,1247262.8333333333,0.15071789476970202,
Full Workbook Only,False,X (Twitter),Friday,5,18,8,78094.25,437066.25,0.17163134947336342,
Full Workbook Only,False,X (Twitter),Friday,5,19,6,35280.833333333336,210572.16666666666,0.17415390748534243,
Full Workbook Only,False,X (Twitter),Monday,1,8,1,235828.0,2547066.0,0.09258847283692898,
Full Workbook Only,False,X (Twitter),Monday,1,9,4,90701.5,639287.5,0.16102251122213523,
Full Workbook Only,False,X (Twitter),Monday,1,10,29,97502.06896551725,823913.5862068966,0.1457257776948048,
Full Workbook Only,False,X (Twitter),Monday,1,11,23,110966.56521739131,809899.5652173914,0.16461719614509787,
Full Workbook Only,False,X (Twitter),Monday,1,12,21,128736.80952380953,957032.5238095238,0.1425994433105609,
Full Workbook Only,False,X (Twitter),Monday,1,13,7,267898.5714285714,2033890.7142857143,0.1321627426000865,
Full Workbook Only,False,X (Twitter),Monday,1,14,2,15636.5,87054.0,0.17826440619846035,
Full Workbook Only,False,X (Twitter),Monday,1,15,20,114087.65,1092220.35,0.1314192508427236,
Full Workbook Only,False,X (Twitter),Monday,1,16,20,98189.45,845164.1,0.13684526019595905,
Full Workbook Only,False,X (Twitter),Monday,1,17,20,151049.35,991618.4,0.16930303618588607,
Full Workbook Only,False,X (Twitter),Monday,1,18,2,74477.0,525735.5,0.16152599076084234,
Full Workbook Only,False,X (Twitter),Monday,1,19,6,148601.16666666666,891638.1666666666,0.16066231186510346,
Full Workbook Only,False,X (Twitter),Saturday,6,8,6,165137.66666666666,1052124.3333333333,0.15150897511177275,
Full Workbook Only,False,X (Twitter),Saturday,6,9,4,40755.25,288008.25,0.15642283398922321,
Full Workbook Only,False,X (Twitter),Saturday,6,10,12,100011.75,798674.8333333334,0.1545828826985326,
Full Workbook Only,False,X (Twitter),Saturday,6,11,20,123895.5,880820.3,0.15528074252978907,
Full Workbook Only,False,X (Twitter),Saturday,6,12,13,54749.153846153844,448921.23076923075,0.15536511073202786,
Full Workbook Only,False,X (Twitter),Saturday,6,13,4,46202.75,410309.0,0.14011901491617146,
Full Workbook Only,False,X (Twitter),Saturday,6,14,4,146138.25,664310.75,0.18013860184877684,
Full Workbook Only,False,X (Twitter),Saturday,6,15,23,129042.60869565218,831286.3913043478,0.15465115833140122,
Full Workbook Only,False,X (Twitter),Saturday,6,16,23,116066.86956521739,848192.304347826,0.14988435595273536,
Full Workbook Only,False,X (Twitter),Saturday,6,17,19,103369.8947368421,877381.4210526316,0.1431149976502979,
Full Workbook Only,False,X (Twitter),Saturday,6,18,9,89553.22222222222,644504.8888888889,0.15295328615465137,
Full Workbook Only,False,X (Twitter),Saturday,6,19,6,80380.33333333333,596458.5,0.17937138595550095,
Full Workbook Only,False,X (Twitter),Sunday,7,8,3,283924.3333333333,1185921.0,0.19241343527374988,
Full Workbook Only,False,X (Twitter),Sunday,7,9,6,108992.0,931567.8333333334,0.14974436571545346,
Full Workbook Only,False,X (Twitter),Sunday,7,10,20,92384.65,615260.1,0.15699846803699308,
Full Workbook Only,False,X (Twitter),Sunday,7,11,28,114011.67857142857,775839.5,0.14957598228167765,
Full Workbook Only,False,X (Twitter),Sunday,7,12,19,122500.63157894737,1047022.4210526316,0.1446617206740207,
Full Workbook Only,False,X (Twitter),Sunday,7,13,2,55153.0,515204.0,0.1023343005666345,
Full Workbook Only,False,X (Twitter),Sunday,7,14,10,184318.1,1012199.9,0.15373914837702732,
Full Workbook Only,False,X (Twitter),Sunday,7,15,23,83431.52173913043,645928.8260869565,0.15108889593934247,
Full Workbook Only,False,X (Twitter),Sunday,7,16,21,66455.33333333333,513016.95238095237,0.15663026347784728,
Full Workbook Only,False,X (Twitter),Sunday,7,17,21,134505.14285714287,997837.0952380953,0.1486074321038227,
Full Workbook Only,False,X (Twitter),Sunday,7,18,6,113017.0,856662.5,0.1404297432853291,
Full Workbook Only,False,X (Twitter),Sunday,7,19,4,54708.25,390078.25,0.14073416930605212,
Full Workbook Only,False,X (Twitter),Thursday,4,8,7,114649.14285714286,909140.5714285715,0.15814443914196952,
Full Workbook Only,False,X (Twitter),Thursday,4,9,8,179151.875,1274153.875,0.1582604997648107,
Full Workbook Only,False,X (Twitter),Thursday,4,10,23,88085.86956521739,520435.7826086957,0.17167442843532982,
Full Workbook Only,False,X (Twitter),Thursday,4,11,23,123563.08695652174,853976.9565217391,0.15481687763989882,
Full Workbook Only,False,X (Twitter),Thursday,4,12,25,103699.96,731185.96,0.1663791215305237,
Full Workbook Only,False,X (Twitter),Thursday,4,13,7,71869.42857142857,474256.4285714286,0.18874024835572586,
Full Workbook Only,False,X (Twitter),Thursday,4,14,6,69351.5,368807.6666666667,0.18580199256060248,
Full Workbook Only,False,X (Twitter),Thursday,4,15,19,100918.68421052632,892198.1578947369,0.13589308723219487,
