scope_segment,is_challenge_scope,region,country,content_category,platform,posts,total_engagement,total_impressions,total_clicks,avg_engagement_rate,avg_ctr
Full Workbook Only,False,Europe,UK,Entertainment,X (Twitter),19,1317967,23462707,0.0,0.07254654704213288,
Full Workbook Only,False,Europe,UK,Entertainment,YouTube,22,1962306,31621816,0.0,0.07671330311858113,
Full Workbook Only,False,Europe,UK,Event / Webinar,Instagram,12,764845,5720361,0.0,0.1518051623401356,
Full Workbook Only,False,Europe,UK,Event / Webinar,LinkedIn,3,195580,1479992,19933.0,0.1554254856953378,0.015333333333333332
Full Workbook Only,False,Europe,UK,Event / Webinar,TikTok,24,1358281,11544387,171456.0,0.13844202495338373,0.01655
Full Workbook Only,False,Europe,UK,Event / Webinar,X (Twitter),13,392542,3504894,0.0,0.13311979154685652,
Full Workbook Only,False,Europe,UK,Event / Webinar,YouTube,16,1100033,11244045,0.0,0.12211579489657862,
Full Workbook Only,False,Europe,UK,Product Promotion,Facebook,12,2439501,23203950,506378.0,0.12158779894716605,0.022491666666666663
Full Workbook Only,False,Europe,UK,Product Promotion,Instagram,25,4532948,47826742,0.0,0.11379172322508711,
Full Workbook Only,False,Europe,UK,Product Promotion,LinkedIn,14,1955205,21495550,441185.0,0.11283679088171884,0.02142
Full Workbook Only,False,Europe,UK,Product Promotion,TikTok,42,6070442,65305437,1149467.0,0.11250845556468458,0.017904761904761906
Full Workbook Only,False,Europe,UK,Product Promotion,X (Twitter),31,5454910,55695604,0.0,0.11345796619691668,
Full Workbook Only,False,Europe,UK,Product Promotion,YouTube,49,8614530,91916201,0.0,0.11538971516852518,
Full Workbook Only,False,Latin America,Brazil,Customer Story,Facebook,11,616558,3667046,76209.0,0.20465099447405397,0.020472727272727274
Full Workbook Only,False,Latin America,Brazil,Customer Story,Instagram,13,1983202,11940084,0.0,0.19939553860484918,
Full Workbook Only,False,Latin America,Brazil,Customer Story,LinkedIn,5,271766,1669330,22493.0,0.19917315800845384,0.017724999999999998
Full Workbook Only,False,Latin America,Brazil,Customer Story,TikTok,21,1625464,9844722,162030.0,0.20748396778029923,0.01652857142857143
Full Workbook Only,False,Latin America,Brazil,Customer Story,X (Twitter),12,1151626,7357221,0.0,0.19726692084578892,
Full Workbook Only,False,Latin America,Brazil,Customer Story,YouTube,28,2165849,13589842,0.0,0.19449151968496872,
Full Workbook Only,False,Latin America,Brazil,Educational,Facebook,7,1519165,9047022,123462.0,0.19221252765795244,0.01712857142857143
Full Workbook Only,False,Latin America,Brazil,Educational,Instagram,47,8023622,47239756,0.0,0.20256180356096098,
Full Workbook Only,False,Latin America,Brazil,Educational,LinkedIn,16,1315976,7372195,125429.0,0.2019356956395658,0.01971818181818182
Full Workbook Only,False,Latin America,Brazil,Educational,TikTok,57,7526675,43935995,858326.0,0.20454992831627744,0.01804035087719298
Full Workbook Only,False,Latin America,Brazil,Educational,X (Twitter),50,5466884,33346316,0.0,0.20116872869449576,
Full Workbook Only,False,Latin America,Brazil,Educational,YouTube,66,7934004,46201752,0.0,0.19907009004424778,
Full Workbook Only,False,Latin America,Brazil,Entertainment,Facebook,6,494449,6537979,138548.0,0.07999039029473042,0.022283333333333332
Full Workbook Only,False,Latin America,Brazil,Entertainment,Instagram,10,1266600,18973589,0.0,0.07107643647901477,
Full Workbook Only,False,Latin America,Brazil,Entertainment,LinkedIn,19,1141675,17112906,203300.0,0.07702387747020459,0.01935
Full Workbook Only,False,Latin America,Brazil,Entertainment,TikTok,23,3096677,51325583,883429.0,0.07187623869668962,0.01685217391304348
Full Workbook Only,False,Latin America,Brazil,Entertainment,X (Twitter),22,1468512,24415444,0.0,0.07506617776120551,
Full Workbook Only,False,Latin America,Brazil,Entertainment,YouTube,22,1898293,30385562,0.0,0.07704835860200963,
Full Workbook Only,False,Latin America,Brazil,Event / Webinar,Facebook,1,46476,355351,6040.0,0.1503972459049948,0.017
Full Workbook Only,False,Latin America,Brazil,Event / Webinar,Instagram,18,881477,7168835,0.0,0.14554749720598806,
Full Workbook Only,False,Latin America,Brazil,Event / Webinar,LinkedIn,3,134824,1142870,23317.0,0.14557361718967868,0.020733333333333336
Full Workbook Only,False,Latin America,Brazil,Event / Webinar,TikTok,18,932376,7707875,134155.0,0.14820368139046994,0.01778333333333333
Full Workbook Only,False,Latin America,Brazil,Event / Webinar,X (Twitter),14,562047,4713559,0.0,0.1416841531156798,
Full Workbook Only,False,Latin America,Brazil,Event / Webinar,YouTube,16,617407,5673957,0.0,0.13685483306244273,
Full Workbook Only,False,Latin America,Brazil,Product Promotion,Facebook,13,1722153,17313713,295971.0,0.12047853366723744,0.018553846153846153
Full Workbook Only,False,Latin America,Brazil,Product Promotion,Instagram,30,6247849,62269763,0.0,0.1183122045925844,
Full Workbook Only,False,Latin America,Brazil,Product Promotion,LinkedIn,16,1185577,11970613,155861.0,0.11372590644256295,0.020999999999999998
Full Workbook Only,False,Latin America,Brazil,Product Promotion,TikTok,35,4410900,48359228,798474.0,0.11203762908268437,0.016817142857142857
Full Workbook Only,False,Latin America,Brazil,Product Promotion,X (Twitter),50,7285801,74319822,0.0,0.11428153724695171,
Full Workbook Only,False,Latin America,Brazil,Product Promotion,YouTube,36,5488853,55267163,0.0,0.12056806663202331,
Full Workbook Only,False,North America,Canada,Customer Story,Facebook,12,755841,4998108,106962.0,0.1886976750395911,0.019016666666666668
Full Workbook Only,False,North America,Canada,Customer Story,Instagram,13,875895,4911471,0.0,0.19802503462837315,
Full Workbook Only,False,North America,Canada,Customer Story,LinkedIn,9,730590,4675405,79099.0,0.18461186210701763,0.018857142857142857
Full Workbook Only,False,North America,Canada,Customer Story,TikTok,14,1950086,12743545,244159.0,0.19343366048822103,0.016807142857142857
Full Workbook Only,False,North America,Canada,Customer Story,X (Twitter),16,1838801,10595498,0.0,0.20377714393841753,
Full Workbook Only,False,North America,Canada,Customer Story,YouTube,15,1015135,6621470,0.0,0.20009247346237632,
Full Workbook Only,False,North America,Canada,Educational,Facebook,8,833823,4650838,103992.0,0.21054505107099936,0.019
Full Workbook Only,False,North America,Canada,Educational,Instagram,59,6893071,41007395,0.0,0.19845670758705805,
Full Workbook Only,False,North America,Canada,Educational,LinkedIn,18,2002748,11393121,136431.0,0.20216915354414994,0.015300000000000001
Full Workbook Only,False,North America,Canada,Educational,TikTok,66,6068513,36415756,686476.0,0.19810160308497796,0.018292424242424242
Full Workbook Only,False,North America,Canada,Educational,X (Twitter),51,5186418,31431125,0.0,0.19386158048530291,
Full Workbook Only,False,North America,Canada,Educational,YouTube,79,9886129,60693031,0.0,0.19494892057225835,
Full Workbook Only,False,North America,Canada,Entertainment,Facebook,2,165661,2396170,40006.0,0.0729841751050387,0.01655
Full Workbook Only,False,North America,Canada,Entertainment,Instagram,16,2592643,41213785,0.0,0.07479516916095286,
Full Workbook Only,False,North America,Canada,Entertainment,LinkedIn,17,997370,14088835,63689.0,0.08205164006830235,0.01645
Full Workbook Only,False,North America,Canada,Entertainment,TikTok,31,2569445,43617131,752138.0,0.07127150344347077,0.016648387096774193
Full Workbook Only,False,North America,Canada,Entertainment,X (Twitter),19,1689151,28841399,0.0,0.0723498066532387,
Full Workbook Only,False,North America,Canada,Entertainment,YouTube,26,2308211,33796813,0.0,0.08074128369862936,
Full Workbook Only,False,North America,Canada,Event / Webinar,Facebook,3,237330,1992031,48854.0,0.13886675225270192,0.023133333333333336
Full Workbook Only,False,North America,Canada,Event / Webinar,Instagram,24,865914,7563676,0.0,0.1366609574497785,
Full Workbook Only,False,North America,Canada,Event / Webinar,LinkedIn,8,318027,2776522,59126.0,0.13336150036055314,0.0212
Full Workbook Only,False,North America,Canada,Event / Webinar,TikTok,11,410060,3540527,66638.0,0.14037330277122703,0.01838181818181818
Full Workbook Only,False,North America,Canada,Event / Webinar,X (Twitter),16,1397581,10724171,0.0,0.14806379101053013,
Full Workbook Only,False,North America,Canada,Event / Webinar,YouTube,15,824758,6708111,0.0,0.1350843379654957,
Full Workbook Only,False,North America,Canada,Product Promotion,Facebook,11,1714003,18715079,389225.0,0.11390956833603814,0.020827272727272726
Full Workbook Only,False,North America,Canada,Product Promotion,Instagram,29,6022947,66278077,0.0,0.10937999448603146,
Full Workbook Only,False,North America,Canada,Product Promotion,LinkedIn,12,1408811,15110599,287564.0,0.1125788984711037,0.020742857142857143
Full Workbook Only,False,North America,Canada,Product Promotion,TikTok,29,4385574,45249837,749431.0,0.11443547046309145,0.017382758620689654
Full Workbook Only,False,North America,Canada,Product Promotion,X (Twitter),30,4470936,47958138,0.0,0.11431281614615905,
Full Workbook Only,False,North America,Canada,Product Promotion,YouTube,39,5093029,52596604,0.0,0.11680629974585983,
Full Workbook Only,False,North America,USA,Customer Story,Facebook,15,1194784,7412414,167402.0,0.19119501794774948,0.019353333333333333
Full Workbook Only,False,North America,USA,Customer Story,Instagram,15,1204958,7058394,0.0,0.18876378809683997,
Full Workbook Only,False,North America,USA,Customer Story,LinkedIn,16,1084599,6773526,94308.0,0.2017886964389956,0.017672727272727274
Full Workbook Only,False,North America,USA,Customer Story,TikTok,12,1290569,8011200,122981.0,0.19768993898371826,0.015558333333333334
Full Workbook Only,False,North America,USA,Customer Story,X (Twitter),21,2157598,13862239,0.0,0.205879134920628,
Full Workbook Only,False,North America,USA,Customer Story,YouTube,28,4006713,22561832,0.0,0.20445683465875922,
Full Workbook Only,False,North America,USA,Educational,Facebook,9,577112,3386897,74588.0,0.21011495633631527,0.021877777777777777
Full Workbook Only,False,North America,USA,Educational,Instagram,43,4544282,28672129,0.0,0.19561796939085252,
Full Workbook Only,False,North America,USA,Educational,LinkedIn,14,1548468,10021478,142260.0,0.19357619246956995,0.01888
Full Workbook Only,False,North America,USA,Educational,TikTok,59,7624947,45654922,791737.0,0.19478319879771214,0.01762542372881356
Full Workbook Only,False,North America,USA,Educational,X (Twitter),70,7222901,46605352,0.0,0.19459385557573208,
Full Workbook Only,False,North America,USA,Educational,YouTube,62,5798790,33685081,0.0,0.19966410056266365,
Full Workbook Only,False,North America,USA,Entertainment,Facebook,2,151905,3226123,76844.0,0.058132797327244384,0.0201
Full Workbook Only,False,North America,USA,Entertainment,Instagram,12,1601145,27112676,0.0,0.07140101563583194,
Full Workbook Only,False,North America,USA,Entertainment,LinkedIn,12,528597,7749606,78633.0,0.07885831942634738,0.01818
Full Workbook Only,False,North America,USA,Entertainment,TikTok,19,1868277,28950114,513745.0,0.07803963304853483,0.01681578947368421
Full Workbook Only,False,North America,USA,Entertainment,X (Twitter),27,2560116,41905109,0.0,0.07922693824815506,
Full Workbook Only,False,North America,USA,Entertainment,YouTube,26,2595772,40484955,0.0,0.07778045371479524,
Full Workbook Only,False,North America,USA,Event / Webinar,Facebook,5,928757,6893297,126897.0,0.1620421894485818,0.02072
Full Workbook Only,False,North America,USA,Event / Webinar,Instagram,17,856963,8171827,0.0,0.12678065918780246,
Full Workbook Only,False,North America,USA,Event / Webinar,LinkedIn,4,416132,3159252,62939.0,0.15198784243489835,0.019975
Full Workbook Only,False,North America,USA,Event / Webinar,TikTok,12,581085,5471067,107986.0,0.12763674390120086,0.018733333333333334
Full Workbook Only,False,North America,USA,Event / Webinar,X (Twitter),26,2160303,17533155,0.0,0.1361093840419049,
Full Workbook Only,False,North America,USA,Event / Webinar,YouTube,20,1054512,9661157,0.0,0.14050646586312393,
Full Workbook Only,False,North America,USA,Product Promotion,Facebook,5,1128605,13267693,316268.0,0.10739300742393625,0.02412
Full Workbook Only,False,North America,USA,Product Promotion,Instagram,29,5523519,55665571,0.0,0.1156271361135959,
Full Workbook Only,False,North America,USA,Product Promotion,LinkedIn,12,1474608,14217421,251107.0,0.12752445341710503,0.02258571428571429
Full Workbook Only,False,North America,USA,Product Promotion,TikTok,43,7892365,76724895,1304059.0,0.12227425614255139,0.016525581395348838
Full Workbook Only,False,North America,USA,Product Promotion,X (Twitter),41,7548404,77532704,0.0,0.11788627689135346,
Full Workbook Only,False,North America,USA,Product Promotion,YouTube,49,8621562,88457199,0.0,0.11418800544421989,
