scope_segment,is_challenge_scope,main_hashtag,platform,region,country,posts,total_impressions,total_clicks,avg_ctr,avg_engagement_rate
Full Workbook Only,False,#FeatureHighlight,TikTok,APAC,India,16,5379547,87023.0,0.0166375,0.11707590909346341
Full Workbook Only,False,#FeatureHighlight,TikTok,APAC,Japan,8,2362646,43894.0,0.017974999999999998,0.11663121461194453
Full Workbook Only,False,#FeatureHighlight,TikTok,Europe,Germany,19,9597401,190113.0,0.019768421052631577,0.12017114606807647
Full Workbook Only,False,#FeatureHighlight,TikTok,Europe,UK,16,7253828,136422.0,0.0185625,0.11231500148078558
Full Workbook Only,False,#FeatureHighlight,TikTok,Latin America,Brazil,18,8733278,143623.0,0.015977777777777775,0.11254380166401647
Full Workbook Only,False,#FeatureHighlight,TikTok,North America,Canada,11,5418073,101014.0,0.01927272727272727,0.10659787744573578
Full Workbook Only,False,#FeatureHighlight,TikTok,North America,USA,13,5248143,84989.0,0.016792307692307693,0.12067236699400538
Full Workbook Only,False,#FeatureHighlight,X (Twitter),APAC,Australia,10,3438107,0.0,,0.12343687626461808
Full Workbook Only,False,#FeatureHighlight,X (Twitter),APAC,India,19,8255577,0.0,,0.11097055716410305
Full Workbook Only,False,#FeatureHighlight,X (Twitter),APAC,Japan,13,6529561,0.0,,0.11548733923339446
Full Workbook Only,False,#FeatureHighlight,X (Twitter),Europe,Germany,10,3901297,0.0,,0.110437171003037
Full Workbook Only,False,#FeatureHighlight,X (Twitter),Europe,UK,11,5666464,0.0,,0.10919733419846578
Full Workbook Only,False,#FeatureHighlight,X (Twitter),Latin America,Brazil,25,14541897,0.0,,0.11236502875852503
Full Workbook Only,False,#FeatureHighlight,X (Twitter),North America,Canada,11,6782808,0.0,,0.11740910887558971
Full Workbook Only,False,#FeatureHighlight,X (Twitter),North America,USA,12,4351260,0.0,,0.11981608947419786
Full Workbook Only,False,#FunContent,Facebook,APAC,Australia,1,1919132,25716.0,0.0134,0.07967468108120931
Full Workbook Only,False,#FunContent,Facebook,APAC,India,2,1243484,23742.0,0.01915,0.07314074224215236
Full Workbook Only,False,#FunContent,Facebook,APAC,Japan,2,476401,12675.0,0.0266,0.08736829990742123
Full Workbook Only,False,#FunContent,Facebook,Europe,Germany,4,3842511,66161.0,0.01755,0.07675237003300328
Full Workbook Only,False,#FunContent,Facebook,Europe,UK,5,6670296,111007.0,0.0155,0.07744005497703976
Full Workbook Only,False,#FunContent,Facebook,Latin America,Brazil,3,3198311,82320.0,0.0237,0.07614755220552588
Full Workbook Only,False,#FunContent,Facebook,North America,Canada,2,2396170,40006.0,0.01655,0.0729841751050387
Full Workbook Only,False,#FunContent,LinkedIn,APAC,Australia,7,3961738,0.0,,0.07538540577075135
Full Workbook Only,False,#FunContent,LinkedIn,APAC,India,12,7658276,0.0,,0.07729329701476446
Full Workbook Only,False,#FunContent,LinkedIn,APAC,Japan,12,7769488,0.0,,0.07360266172627458
Full Workbook Only,False,#FunContent,LinkedIn,Europe,Germany,10,5869966,0.0,,0.07366971203228954
Full Workbook Only,False,#FunContent,LinkedIn,Europe,UK,13,7947844,0.0,,0.07539949065267343
Full Workbook Only,False,#FunContent,LinkedIn,Latin America,Brazil,11,5475198,0.0,,0.07595781511190136
Full Workbook Only,False,#FunContent,LinkedIn,North America,Canada,13,9847986,0.0,,0.08285555651929458
Full Workbook Only,False,#FunContent,LinkedIn,North America,USA,7,3734207,0.0,,0.08254090800466017
Full Workbook Only,False,#FunContent,TikTok,APAC,Australia,15,8708862,149353.0,0.01782,0.07510226371959833
Full Workbook Only,False,#FunContent,TikTok,APAC,India,10,5370908,102755.0,0.01929,0.07176022208232014
Full Workbook Only,False,#FunContent,TikTok,APAC,Japan,11,7226985,152385.0,0.021154545454545454,0.0725922784326234
Full Workbook Only,False,#FunContent,TikTok,Europe,Germany,13,8499928,165044.0,0.018415384615384615,0.07395227183802164
Full Workbook Only,False,#FunContent,TikTok,Europe,UK,14,8454630,150029.0,0.016957142857142858,0.06823139777117364
Full Workbook Only,False,#FunContent,TikTok,Latin America,Brazil,6,4377683,74505.0,0.016183333333333334,0.06430201963047184
Full Workbook Only,False,#FunContent,TikTok,North America,Canada,15,8827511,139767.0,0.01562,0.07177582808732334
Full Workbook Only,False,#FunContent,TikTok,North America,USA,10,6488453,109556.0,0.0164,0.08221933818106505
Full Workbook Only,False,#FunContent,X (Twitter),APAC,Australia,11,6714027,0.0,,0.07300567701374526
Full Workbook Only,False,#FunContent,X (Twitter),APAC,India,9,5429617,0.0,,0.0819739166685558
Full Workbook Only,False,#FunContent,X (Twitter),APAC,Japan,7,3112500,0.0,,0.07163399082768354
Full Workbook Only,False,#FunContent,X (Twitter),Europe,Germany,9,6220429,0.0,,0.07549236629268603
Full Workbook Only,False,#FunContent,X (Twitter),Europe,UK,12,6529964,0.0,,0.07745634156849092
Full Workbook Only,False,#FunContent,X (Twitter),Latin America,Brazil,15,9923024,0.0,,0.07989617329269572
Full Workbook Only,False,#FunContent,X (Twitter),North America,Canada,10,6410243,0.0,,0.07529847938960091
Full Workbook Only,False,#FunContent,X (Twitter),North America,USA,14,8383894,0.0,,0.08386687317449382
Full Workbook Only,False,#JustForFun,Instagram,APAC,Australia,1,829727,0.0,,0.06679597300020748
Full Workbook Only,False,#MemeMonday,Facebook,APAC,Australia,3,8789533,241180.0,0.027766666666666665,0.06526212378194816
Full Workbook Only,False,#MemeMonday,Facebook,APAC,India,5,2111541,52743.0,0.022799999999999997,0.08384967387323077
Full Workbook Only,False,#MemeMonday,Facebook,APAC,Japan,2,4962660,141965.0,0.0279,0.09215914583887798
Full Workbook Only,False,#MemeMonday,Facebook,Europe,UK,2,4767569,94601.0,0.02065,0.0659553338362362
Full Workbook Only,False,#MemeMonday,Facebook,Latin America,Brazil,2,3034753,48270.0,0.01825,0.08369594353029206
Full Workbook Only,False,#MemeMonday,Facebook,North America,USA,1,2837596,70939.0,0.025,0.06012584766983839
Full Workbook Only,False,#MemeMonday,X (Twitter),Latin America,Brazil,1,304915,0.0,,0.05604501508590226
Full Workbook Only,False,#NewRelease,Facebook,APAC,Australia,2,6180734,138263.0,0.02165,0.08972814809876428
Full Workbook Only,False,#NewRelease,Facebook,APAC,India,3,4122585,84985.0,0.019366666666666667,0.12302537795334471
Full Workbook Only,False,#NewRelease,Facebook,APAC,Japan,3,4614692,91826.0,0.019566666666666666,0.11504661064247458
Full Workbook Only,False,#NewRelease,Facebook,Europe,Germany,2,849165,15772.0,0.0184,0.11460805297597924
Full Workbook Only,False,#NewRelease,Facebook,Europe,UK,2,1170621,23566.0,0.0232,0.10607658927446438
Full Workbook Only,False,#NewRelease,Facebook,Latin America,Brazil,4,3920447,81641.0,0.022224999999999998,0.12141027942352903
Full Workbook Only,False,#NewRelease,Facebook,North America,Canada,6,8979288,203806.0,0.0206,0.10767248888217519
Full Workbook Only,False,#NewRelease,Facebook,North America,USA,3,7579285,199578.0,0.026399999999999996,0.11370427336078971
Full Workbook Only,False,#ProductDemo,Facebook,APAC,Australia,2,4602166,65849.0,0.01435,0.09974608128711707
Full Workbook Only,False,#ProductDemo,Facebook,APAC,India,3,1304496,21901.0,0.017233333333333333,0.1171959732828584
Full Workbook Only,False,#ProductDemo,Facebook,APAC,Japan,4,3610598,88038.0,0.022025,0.1174002820743533
Full Workbook Only,False,#ProductDemo,Facebook,Europe,Germany,6,6623464,141713.0,0.01871666666666667,0.12800542568055684
Full Workbook Only,False,#ProductDemo,Facebook,Europe,UK,4,4001936,108777.0,0.023625,0.12033721220381091
Full Workbook Only,False,#ProductDemo,Facebook,Latin America,Brazil,8,11156986,187048.0,0.0175125,0.12053396532229142
Full Workbook Only,False,#ProductDemo,Facebook,North America,Canada,5,9735791,185419.0,0.0211,0.12139406368067371
Full Workbook Only,False,#ProductDemo,Instagram,APAC,Australia,21,50493801,0.0,,0.11932543907880795
Full Workbook Only,False,#ProductDemo,Instagram,APAC,India,25,58452759,0.0,,0.12101119204376655
Full Workbook Only,False,#ProductDemo,Instagram,APAC,Japan,14,30274189,0.0,,0.12297384964425606
Full Workbook Only,False,#ProductDemo,Instagram,Europe,Germany,20,46172043,0.0,,0.11382812345331206
Full Workbook Only,False,#ProductDemo,Instagram,Europe,UK,18,45469563,0.0,,0.11482178123279814
Full Workbook Only,False,#ProductDemo,Instagram,Latin America,Brazil,22,59936519,0.0,,0.11929191239188591
Full Workbook Only,False,#ProductDemo,Instagram,North America,Canada,25,64939659,0.0,,0.11150915511904035
Full Workbook Only,False,#ProductDemo,Instagram,North America,USA,23,53941976,0.0,,0.11731605992500063
Full Workbook Only,False,#ProductDemo,LinkedIn,APAC,Australia,1,476510,0.0,,0.09521743835359783
Full Workbook Only,False,#ProductDemo,LinkedIn,Latin America,Brazil,1,1769002,0.0,,0.1265791099224874
Full Workbook Only,False,#ProductDemo,TikTok,APAC,Australia,29,67852286,1259446.0,0.01849310344827586,0.11079034098296586
Full Workbook Only,False,#ProductDemo,TikTok,APAC,India,24,60548912,1088890.0,0.0178625,0.11351475805258604
Full Workbook Only,False,#ProductDemo,TikTok,APAC,Japan,29,71815945,1183560.0,0.01644137931034483,0.1146780086962339
Full Workbook Only,False,#ProductDemo,TikTok,Europe,Germany,26,51743534,895102.0,0.017773076923076923,0.11793345894248503
Full Workbook Only,False,#ProductDemo,TikTok,Europe,UK,26,58051609,1013045.0,0.0175,0.11262750423169937
Full Workbook Only,False,#ProductDemo,TikTok,Latin America,Brazil,17,39625950,654851.0,0.017705882352941175,0.11150168164362684
Full Workbook Only,False,#ProductDemo,TikTok,North America,Canada,18,39831764,648417.0,0.016227777777777775,0.11922511064036437
Full Workbook Only,False,#ProductDemo,TikTok,North America,USA,30,71476752,1219070.0,0.01641,0.12296840810692133
Full Workbook Only,False,#ProductDemo,X (Twitter),APAC,Australia,24,56114149,0.0,,0.11861620346401464
Full Workbook Only,False,#ProductDemo,X (Twitter),APAC,India,18,35899676,0.0,,0.1111807326838237
Full Workbook Only,False,#ProductDemo,X (Twitter),APAC,Japan,20,53309345,0.0,,0.11881399060797271
Full Workbook Only,False,#ProductDemo,X (Twitter),Europe,Germany,16,36578418,0.0,,0.1125428021526135
Full Workbook Only,False,#ProductDemo,X (Twitter),Europe,UK,20,50029140,0.0,,0.11580131379606469
Full Workbook Only,False,#ProductDemo,X (Twitter),Latin America,Brazil,25,59777925,0.0,,0.1161980457353784
Full Workbook Only,False,#ProductDemo,X (Twitter),North America,Canada,19,41175330,0.0,,0.11252022561859394
Full Workbook Only,False,#ProductDemo,X (Twitter),North America,USA,29,73181444,0.0,,0.11708773375362472
Full Workbook Only,False,#ProductDemo,YouTube,APAC,Australia,36,67450254,0.0,,0.12087405704085866
Full Workbook Only,False,#ProductDemo,YouTube,APAC,India,30,53315524,0.0,,0.1155854828629257
Full Workbook Only,False,#ProductDemo,YouTube,APAC,Japan,34,62409050,0.0,,0.11486919595004641
Full Workbook Only,False,#ProductDemo,YouTube,Europe,Germany,39,67793398,0.0,,0.11468114951408512
Full Workbook Only,False,#ProductDemo,YouTube,Europe,UK,49,91916201,0.0,,0.11538971516852518
Full Workbook Only,False,#ProductDemo,YouTube,Latin America,Brazil,36,55267163,0.0,,0.12056806663202331
Full Workbook Only,False,#ProductDemo,YouTube,North America,Canada,39,52596604,0.0,,0.11680629974585983
Full Workbook Only,False,#ProductDemo,YouTube,North America,USA,49,88457199,0.0,,0.11418800544421989
Full Workbook Only,False,#SaaSLaunch,LinkedIn,APAC,Australia,8,15635516,321106.0,0.0215125,0.126894098328087
Full Workbook Only,False,#SaaSLaunch,LinkedIn,APAC,India,7,4653064,116469.0,0.02417142857142857,0.11730891334124076
Full Workbook Only,False,#SaaSLaunch,LinkedIn,APAC,Japan,13,26598171,599591.0,0.021638461538461537,0.10560940127340691
Full Workbook Only,False,#SaaSLaunch,LinkedIn,Europe,Germany,6,7631363,159898.0,0.018,0.12890686557833253
Full Workbook Only,False,#SaaSLaunch,LinkedIn,Europe,UK,10,20143278,441185.0,0.02142,0.10117962971356478
Full Workbook Only,False,#SaaSLaunch,LinkedIn,Latin America,Brazil,10,6888072,155861.0,0.020999999999999998,0.11435513251391119
Full Workbook Only,False,#SaaSLaunch,LinkedIn,North America,Canada,7,12357251,287564.0,0.020742857142857143,0.11012130275373025
Full Workbook Only,False,#SaaSLaunch,LinkedIn,North America,USA,6,10285001,229693.0,0.022466666666666666,0.11494462696878545
Full Workbook Only,False,#SuccessStory,Facebook,APAC,Australia,6,2100236,38309.0,0.01945,0.19705834391859478
Full Workbook Only,False,#SuccessStory,Facebook,APAC,India,7,11373386,236167.0,0.02207142857142857,0.18368079062515477
Full Workbook Only,False,#SuccessStory,Facebook,APAC,Japan,6,4430018,92038.0,0.019266666666666665,0.1731684863967391
Full Workbook Only,False,#SuccessStory,Facebook,Europe,Germany,4,1159954,23912.0,0.021025000000000002,0.20223377084487748
Full Workbook Only,False,#SuccessStory,Facebook,Europe,UK,10,6092978,114811.0,0.020130000000000002,0.21216687194642508
Full Workbook Only,False,#SuccessStory,Facebook,Latin America,Brazil,5,3150464,46183.0,0.0195,0.20277085190033484
Full Workbook Only,False,#SuccessStory,Facebook,North America,Canada,6,1601806,27951.0,0.017683333333333332,0.21432625297558797
Full Workbook Only,False,#SuccessStory,Facebook,North America,USA,11,6370061,145767.0,0.019181818181818182,0.19064781446926213
Full Workbook Only,False,#SuccessStory,Instagram,APAC,Australia,56,15625182,0.0,,0.19914451422121826
Full Workbook Only,False,#SuccessStory,Instagram,APAC,India,43,12684869,0.0,,0.20689390609402125
Full Workbook Only,False,#SuccessStory,Instagram,APAC,Japan,33,11869109,0.0,,0.2016194000821486
Full Workbook Only,False,#SuccessStory,Instagram,Europe,Germany,57,17449682,0.0,,0.19718378073523826
Full Workbook Only,False,#SuccessStory,Instagram,Europe,UK,47,16257952,0.0,,0.20219106866731343
Full Workbook Only,False,#SuccessStory,Instagram,Latin America,Brazil,41,12812954,0.0,,0.1999723670855069
Full Workbook Only,False,#SuccessStory,Instagram,North America,Canada,61,19408867,0.0,,0.19587503691345287
Full Workbook Only,False,#SuccessStory,Instagram,North America,USA,49,16963123,0.0,,0.1936755633757553
Full Workbook Only,False,#SuccessStory,LinkedIn,APAC,Australia,8,2626994,3875.0,0.0178,0.20081670695817322
Full Workbook Only,False,#SuccessStory,LinkedIn,APAC,India,5,1676097,0.0,,0.1869937720376959
Full Workbook Only,False,#SuccessStory,LinkedIn,APAC,Japan,3,1279538,0.0,,0.2283678699507388
Full Workbook Only,False,#SuccessStory,LinkedIn,Europe,Germany,1,323600,0.0,,0.1754820269246116
Full Workbook Only,False,#SuccessStory,LinkedIn,Europe,UK,6,1810036,0.0,,0.17730680626923812
Full Workbook Only,False,#SuccessStory,LinkedIn,Latin America,Brazil,3,978050,0.0,,0.20255112353742358
Full Workbook Only,False,#SuccessStory,LinkedIn,North America,Canada,4,1199282,0.0,,0.17861331606263814
Full Workbook Only,False,#SuccessStory,LinkedIn,North America,USA,7,2897687,21414.0,0.0233,0.20067735586853797
Full Workbook Only,False,#SuccessStory,TikTok,APAC,Australia,54,17866003,310605.0,0.01757777777777778,0.2105767939327667
Full Workbook Only,False,#SuccessStory,TikTok,APAC,India,60,18635916,326347.0,0.0171,0.20307246885448105
Full Workbook Only,False,#SuccessStory,TikTok,APAC,Japan,68,22719474,396106.0,0.01778529411764706,0.1986839583708841
Full Workbook Only,False,#SuccessStory,TikTok,Europe,Germany,45,13828978,253918.0,0.018326666666666665,0.19062048628570136
Full Workbook Only,False,#SuccessStory,TikTok,Europe,UK,62,18904861,317238.0,0.016743548387096775,0.20813764449679228
Full Workbook Only,False,#SuccessStory,TikTok,Latin America,Brazil,64,20572863,357361.0,0.0173078125,0.20559115879142847
Full Workbook Only,False,#SuccessStory,TikTok,North America,Canada,68,22179752,391392.0,0.017738235294117645,0.19844374408925214
Full Workbook Only,False,#SuccessStory,TikTok,North America,USA,57,19442980,328025.0,0.01718245614035088,0.19514113571614058
Full Workbook Only,False,#SuccessStory,X (Twitter),APAC,Australia,56,17885549,0.0,,0.20234040352447955
Full Workbook Only,False,#SuccessStory,X (Twitter),APAC,India,75,26629483,0.0,,0.19561053840169046
Full Workbook Only,False,#SuccessStory,X (Twitter),APAC,Japan,60,21098143,0.0,,0.19895631698264626
Full Workbook Only,False,#SuccessStory,X (Twitter),Europe,Germany,39,14769410,0.0,,0.2005903627650127
Full Workbook Only,False,#SuccessStory,X (Twitter),Europe,UK,59,18678151,0.0,,0.19555929094050764
Full Workbook Only,False,#SuccessStory,X (Twitter),Latin America,Brazil,53,16149796,0.0,,0.20220630083533436
Full Workbook Only,False,#SuccessStory,X (Twitter),North America,Canada,58,18976853,0.0,,0.19431804752465034
Full Workbook Only,False,#SuccessStory,X (Twitter),North America,USA,77,25909084,0.0,,0.1998077085694211
Full Workbook Only,False,#Testimonial,Facebook,APAC,Australia,6,2121633,44463.0,0.020766666666666666,0.19556634235142653
Full Workbook Only,False,#Testimonial,Facebook,APAC,India,5,2738923,56643.0,0.01992,0.2055089910591336
Full Workbook Only,False,#Testimonial,Facebook,APAC,Japan,5,5232103,104007.0,0.0185,0.21139816211699175
Full Workbook Only,False,#Testimonial,Facebook,Europe,Germany,6,5409255,140671.0,0.024583333333333332,0.19414978197619936
Full Workbook Only,False,#Testimonial,Facebook,Europe,UK,5,6516966,137718.0,0.01928,0.1855830451474704
Full Workbook Only,False,#Testimonial,Facebook,Latin America,Brazil,8,4938292,90399.0,0.020425,0.20021595849146678
Full Workbook Only,False,#Testimonial,Facebook,North America,Canada,6,5976604,143633.0,0.019633333333333332,0.18737309839045638
Full Workbook Only,False,#Testimonial,Facebook,North America,USA,8,2820038,59632.0,0.019975,0.2125208352339666
Full Workbook Only,False,#TrendingNow,Facebook,APAC,Australia,1,4256191,80867.0,0.019,0.05264745206712115
Full Workbook Only,False,#TrendingNow,Facebook,APAC,India,2,6565764,191108.0,0.028999999999999998,0.061995294388991845
Full Workbook Only,False,#TrendingNow,Facebook,APAC,Japan,1,1464900,28565.0,0.0195,0.07857556509237702
Full Workbook Only,False,#TrendingNow,Facebook,Europe,Germany,4,3082489,41739.0,0.013625,0.07219437203812745
Full Workbook Only,False,#TrendingNow,Facebook,Europe,UK,2,5022753,105810.0,0.022699999999999998,0.06741919635230054
Full Workbook Only,False,#TrendingNow,Facebook,Latin America,Brazil,1,304915,7958.0,0.0261,0.08410779809122076
Full Workbook Only,False,#TrendingNow,Facebook,North America,USA,1,388527,5905.0,0.0152,0.05613974698465038
Full Workbook Only,False,#TrendingNow,Instagram,APAC,Australia,13,32570176,0.0,,0.0767347688767639
Full Workbook Only,False,#TrendingNow,Instagram,APAC,India,15,32691089,0.0,,0.07959255340109476
Full Workbook Only,False,#TrendingNow,Instagram,APAC,Japan,10,32832677,0.0,,0.06907801727225284
Full Workbook Only,False,#TrendingNow,Instagram,Europe,Germany,10,23304608,0.0,,0.0664831294907863
Full Workbook Only,False,#TrendingNow,Instagram,Europe,UK,12,30673210,0.0,,0.07912771777979981
Full Workbook Only,False,#TrendingNow,Instagram,Latin America,Brazil,10,18973589,0.0,,0.07107643647901477
Full Workbook Only,False,#TrendingNow,Instagram,North America,Canada,16,41213785,0.0,,0.07479516916095286
Full Workbook Only,False,#TrendingNow,Instagram,North America,USA,12,27112676,0.0,,0.07140101563583194
Full Workbook Only,False,#TrendingNow,LinkedIn,APAC,Australia,7,5220603,10051.0,0.01685,0.19140531386514345
Full Workbook Only,False,#TrendingNow,LinkedIn,APAC,India,4,2207510,15059.0,0.0224,0.21309385473219175
Full Workbook Only,False,#TrendingNow,LinkedIn,APAC,Japan,4,1041544,0.0,,0.19030917691348453
Full Workbook Only,False,#TrendingNow,LinkedIn,Europe,UK,1,236709,5018.0,0.0212,0.2416847525611353
Full Workbook Only,False,#TrendingNow,LinkedIn,North America,Canada,3,786091,0.0,,0.21022512626889034
Full Workbook Only,False,#TrendingNow,LinkedIn,North America,USA,1,193128,3360.0,0.0174,0.1749391675355194
Full Workbook Only,False,#TrendingNow,TikTok,APAC,Australia,5,13105294,275745.0,0.019520000000000003,0.07058262981149982
Full Workbook Only,False,#TrendingNow,TikTok,APAC,India,5,9545844,147720.0,0.01566,0.0708345114702226
Full Workbook Only,False,#TrendingNow,TikTok,APAC,Japan,18,42313995,694614.0,0.016305555555555556,0.07558721382010536
Full Workbook Only,False,#TrendingNow,TikTok,Europe,Germany,11,28509653,533968.0,0.018500000000000003,0.06766879145030497
Full Workbook Only,False,#TrendingNow,TikTok,Europe,UK,10,26593469,439517.0,0.01709,0.08035412144257895
Full Workbook Only,False,#TrendingNow,TikTok,Latin America,Brazil,17,46947900,808924.0,0.017088235294117647,0.07454949248476649
Full Workbook Only,False,#TrendingNow,TikTok,North America,Canada,16,34789620,612371.0,0.0176125,0.070798699089859
Full Workbook Only,False,#TrendingNow,TikTok,North America,USA,9,22461661,404189.0,0.017277777777777777,0.07339551623461234
Full Workbook Only,False,#TrendingNow,X (Twitter),APAC,Australia,9,21190885,0.0,,0.0690050205701849
Full Workbook Only,False,#TrendingNow,X (Twitter),APAC,India,9,25022947,0.0,,0.07796177358195572
Full Workbook Only,False,#TrendingNow,X (Twitter),APAC,Japan,13,32442419,0.0,,0.07349983551628277
Full Workbook Only,False,#TrendingNow,X (Twitter),Europe,Germany,11,26594069,0.0,,0.075934778467237
Full Workbook Only,False,#TrendingNow,X (Twitter),Europe,UK,7,16932743,0.0,,0.06412975642551914
Full Workbook Only,False,#TrendingNow,X (Twitter),Latin America,Brazil,6,14187505,0.0,,0.06616138271169725
Full Workbook Only,False,#TrendingNow,X (Twitter),North America,Canada,9,22431156,0.0,,0.06907350361283626
Full Workbook Only,False,#TrendingNow,X (Twitter),North America,USA,13,33521215,0.0,,0.0742300852505595
Full Workbook Only,False,#TrendingNow,YouTube,APAC,Australia,30,49585658,0.0,,0.08050439563742298
Full Workbook Only,False,#TrendingNow,YouTube,APAC,India,30,44497989,0.0,,0.07325445957320659
Full Workbook Only,False,#TrendingNow,YouTube,APAC,Japan,28,38629565,0.0,,0.07641783083793027
Full Workbook Only,False,#TrendingNow,YouTube,Europe,Germany,33,44472199,0.0,,0.07479362636605158
Full Workbook Only,False,#TrendingNow,YouTube,Europe,UK,22,31621816,0.0,,0.07671330311858113
Full Workbook Only,False,#TrendingNow,YouTube,Latin America,Brazil,22,30385562,0.0,,0.07704835860200963
Full Workbook Only,False,#TrendingNow,YouTube,North America,Canada,26,33796813,0.0,,0.08074128369862936
Full Workbook Only,False,#TrendingNow,YouTube,North America,USA,26,40484955,0.0,,0.07778045371479524
Full Workbook Only,False,#WebinarReplay,Facebook,APAC,India,1,287191,7323.0,0.0255,0.1523437835090046
Full Workbook Only,False,#WebinarReplay,Facebook,APAC,Japan,1,163861,1851.0,0.0113,0.128575908985906
Full Workbook Only,False,#WebinarReplay,Facebook,Latin America,Brazil,1,355351,6040.0,0.017,0.1503972459049948
Full Workbook Only,False,#WebinarReplay,Facebook,North America,Canada,2,1425313,34800.0,0.0223,0.1298358798963026
Full Workbook Only,False,#WebinarReplay,Facebook,North America,USA,4,6629418,122966.0,0.022175,0.16125505023039347
Full Workbook Only,False,#WebinarReplay,Instagram,Europe,Germany,2,3112909,0.0,,0.14067985411142045
Full Workbook Only,False,#WebinarReplay,Instagram,Europe,UK,1,2118451,0.0,,0.1789392101001682
Full Workbook Only,False,#WebinarReplay,Instagram,North America,USA,1,2864202,0.0,,0.130160918579094
Full Workbook Only,False,#WebinarReplay,TikTok,APAC,India,1,3679804,89419.0,0.0243,0.1539812740051296
Full Workbook Only,False,#WebinarReplay,TikTok,APAC,Japan,2,5021411,82247.0,0.01645,0.13014799897684565
Full Workbook Only,False,#WebinarReplay,TikTok,Europe,Germany,2,3882492,74799.0,0.01845,0.1551663015961688
Full Workbook Only,False,#WebinarReplay,TikTok,Europe,UK,2,4623678,53062.0,0.0117,0.13902712345323295
Full Workbook Only,False,#WebinarReplay,TikTok,Latin America,Brazil,1,2626193,46746.0,0.0178,0.1473108174785004
Full Workbook Only,False,#WebinarReplay,TikTok,North America,USA,1,1959711,44289.0,0.0226,0.1287775362510367
Full Workbook Only,False,#WebinarReplay,X (Twitter),Europe,Germany,1,1761637,0.0,,0.1605290246243946
Full Workbook Only,False,#WebinarReplay,X (Twitter),North America,Canada,2,5967904,0.0,,0.15475231291864638
Full Workbook Only,False,#WebinarReplay,X (Twitter),North America,USA,4,9802961,0.0,,0.1582807052209128
Full Workbook Only,False,#WebinarReplay,YouTube,APAC,Australia,17,5542930,0.0,,0.13505792467884564
Full Workbook Only,False,#WebinarReplay,YouTube,APAC,India,15,4851206,0.0,,0.14812423915067993
Full Workbook Only,False,#WebinarReplay,YouTube,APAC,Japan,19,9795907,0.0,,0.13286039624431667
Full Workbook Only,False,#WebinarReplay,YouTube,Europe,Germany,23,10700626,0.0,,0.1350490814383121
Full Workbook Only,False,#WebinarReplay,YouTube,Europe,UK,16,11244045,0.0,,0.12211579489657862
Full Workbook Only,False,#WebinarReplay,YouTube,Latin America,Brazil,16,5673957,0.0,,0.13685483306244273
Full Workbook Only,False,#WebinarReplay,YouTube,North America,Canada,15,6708111,0.0,,0.1350843379654957
Full Workbook Only,False,#WebinarReplay,YouTube,North America,USA,20,9661157,0.0,,0.14050646586312393
