city,latitude,longitude,listing_count
Cape Town,-33.83,18.55,11
Cape Town,-34.09,18.83,11
Cape Town,-33.87,18.66,11
Cape Town,-33.84,18.68,11
Cape Town,-34.21,18.45,11
Cape Town,-33.87,18.54,11
Cape Town,-33.9,18.49,11
Cape Town,-33.88,18.66,11
Cape Town,-33.9,18.54,11
Cape Town,-33.88,18.6,11
Cape Town,-34.0,18.5,11
Cape Town,-33.73,18.45,11
Cape Town,-33.9,18.62,11
Cape Town,-33.95,18.61,11
Cape Town,-33.89,18.64,11
Cape Town,-34.15,18.89,11
Cape Town,-33.86,18.66,10
Cape Town,-33.8,18.52,10
Cape Town,-33.81,18.66,10
Cape Town,-33.85,18.7,10
Cape Town,-34.19,18.38,10
Cape Town,-33.82,18.67,10
Cape Town,-34.1,18.87,10
Cape Town,-34.03,18.37,10
Cape Town,-33.94,18.52,10
Cape Town,-34.09,18.86,10
Cape Town,-33.88,18.53,10
Cape Town,-34.04,18.42,10
Cape Town,-34.07,18.44,10
Cape Town,-34.11,18.92,10
Cape Town,-33.92,18.67,10
Cape Town,-34.03,18.48,9
Cape Town,-34.15,18.88,9
Cape Town,-33.84,18.55,9
Cape Town,-33.82,18.64,9
Cape Town,-34.13,18.38,9
Cape Town,-34.05,18.43,9
Cape Town,-33.87,18.68,9
Cape Town,-34.12,18.84,9
Cape Town,-34.09,18.45,9
Cape Town,-33.86,18.63,9
Cape Town,-33.74,18.45,9
Cape Town,-34.08,18.43,9
Cape Town,-33.92,18.69,9
Cape Town,-34.07,18.46,9
Cape Town,-33.9,18.64,9
Cape Town,-33.88,18.63,9
Cape Town,-34.01,18.52,9
Cape Town,-34.02,18.74,9
Cape Town,-33.86,18.61,9
Cape Town,-33.9,18.55,8
Cape Town,-33.93,18.69,8
Cape Town,-33.89,18.65,8
Cape Town,-33.87,18.53,8
Cape Town,-33.83,18.65,8
Cape Town,-33.91,18.68,8
Cape Town,-34.17,18.85,8
Cape Town,-33.69,18.45,8
Cape Town,-33.86,18.67,8
Cape Town,-34.16,18.42,8
Cape Town,-34.01,18.37,8
Cape Town,-33.86,18.62,8
Cape Town,-33.99,18.43,8
Cape Town,-34.1,18.4,8
Cape Town,-33.9,18.57,8
Cape Town,-33.92,18.68,8
Cape Town,-34.08,18.45,8
Cape Town,-33.9,18.61,8
Cape Town,-33.92,18.65,8
Cape Town,-34.05,18.86,8
Cape Town,-33.95,18.67,8
Cape Town,-33.95,18.52,8
Cape Town,-34.12,18.82,7
Cape Town,-33.86,18.6,7
Cape Town,-33.82,18.69,7
Cape Town,-33.87,18.63,7
Cape Town,-34.1,18.84,7
Cape Town,-33.91,18.56,7
Cape Town,-33.86,18.58,7
Cape Town,-33.99,18.49,7
Cape Town,-33.86,18.54,7
Cape Town,-34.0,18.44,7
Cape Town,-33.94,18.37,7
Cape Town,-34.19,18.37,7
Cape Town,-33.84,18.52,7
Cape Town,-34.15,18.9,7
Cape Town,-33.88,18.56,7
Cape Town,-33.83,18.64,7
Cape Town,-33.93,18.71,7
Cape Town,-34.14,18.89,7
Cape Town,-34.05,18.51,7
Cape Town,-33.93,18.68,7
Cape Town,-33.91,18.55,7
Cape Town,-34.12,18.91,7
Cape Town,-33.9,18.59,7
Cape Town,-33.9,18.69,6
Cape Town,-34.1,18.88,6
Cape Town,-33.88,18.68,6
Cape Town,-34.04,18.75,6
Cape Town,-33.87,18.6,6
Cape Town,-34.14,18.41,6
Cape Town,-33.84,18.69,6
Cape Town,-34.06,18.51,6
Cape Town,-33.88,18.7,6
Cape Town,-34.14,18.38,6
Cape Town,-33.9,18.48,6
Cape Town,-33.9,18.51,6
Cape Town,-33.84,18.67,6
Cape Town,-34.14,18.9,6
Cape Town,-33.92,18.5,6
Cape Town,-33.88,18.54,6
Cape Town,-34.18,18.36,6
Cape Town,-34.06,18.81,6
Cape Town,-34.07,18.43,6
Cape Town,-34.1,18.85,6
Cape Town,-33.81,18.52,6
Cape Town,-33.91,18.66,6
Cape Town,-34.07,18.82,6
Cape Town,-33.83,18.66,6
Cape Town,-34.02,18.51,6
Cape Town,-33.88,18.72,6
Cape Town,-33.89,18.66,5
Cape Town,-33.74,18.44,5
Cape Town,-34.15,18.85,5
Cape Town,-33.86,18.68,5
Cape Town,-33.93,18.7,5
Cape Town,-34.14,18.91,5
Cape Town,-34.14,18.44,5
Cape Town,-34.01,18.48,5
Cape Town,-33.93,18.53,5
Cape Town,-33.87,18.59,5
Cape Town,-34.08,18.84,5
Cape Town,-33.79,18.45,5
Cape Town,-33.87,18.55,5
Cape Town,-34.04,18.67,5
Cape Town,-34.08,18.46,5
Cape Town,-33.95,18.49,5
Cape Town,-33.79,18.5,5
Cape Town,-34.19,18.82,5
Cape Town,-33.83,18.54,5
Cape Town,-34.05,18.84,5
Cape Town,-34.15,18.41,5
Cape Town,-33.95,18.5,5
Cape Town,-33.83,18.52,5
Cape Town,-33.84,18.7,5
Cape Town,-33.9,18.56,5
Cape Town,-33.96,18.5,5
Cape Town,-33.9,18.71,5
Cape Town,-33.95,18.65,5
Cape Town,-34.09,18.84,5
Cape Town,-34.13,18.9,5
Cape Town,-33.94,18.71,5
Cape Town,-33.92,18.52,4
Cape Town,-34.0,18.51,4
Cape Town,-33.89,18.69,4
Cape Town,-34.14,18.85,4
Cape Town,-33.83,18.72,4
Cape Town,-33.92,18.45,4
Cape Town,-33.87,18.51,4
Cape Town,-34.14,18.87,4
Cape Town,-33.97,18.54,4
Cape Town,-33.92,18.56,4
Cape Town,-33.75,18.44,4
Cape Town,-33.94,18.48,4
Cape Town,-33.92,18.49,4
Cape Town,-34.01,18.41,4
Cape Town,-34.15,18.42,4
Cape Town,-34.1,18.92,4
Cape Town,-34.11,18.85,4
Cape Town,-33.91,18.51,4
Cape Town,-34.11,18.4,4
Cape Town,-34.05,18.52,4
Cape Town,-34.04,18.34,4
Cape Town,-34.01,18.5,4
Cape Town,-33.75,18.45,4
Cape Town,-34.06,18.46,4
Cape Town,-34.02,18.5,4
Cape Town,-33.85,18.6,4
Cape Town,-34.1,18.46,4
Cape Town,-33.99,18.69,4
Cape Town,-34.04,18.68,4
Cape Town,-33.85,18.67,4
Cape Town,-34.0,18.73,4
Cape Town,-34.04,18.49,4
Cape Town,-33.92,18.48,4
Cape Town,-33.85,18.68,4
Cape Town,-34.09,18.49,3
Cape Town,-33.92,18.7,3
Cape Town,-33.95,18.41,3
Cape Town,-34.03,18.49,3
Cape Town,-33.97,18.37,3
Cape Town,-34.07,18.58,3
Cape Town,-34.1,18.86,3
Cape Town,-33.84,18.54,3
Cape Town,-34.04,18.47,3
Cape Town,-33.91,18.69,3
Cape Town,-33.97,18.55,3
Cape Town,-33.85,18.55,3
Cape Town,-34.11,18.46,3
Cape Town,-34.1,18.81,3
Cape Town,-33.89,18.56,3
Cape Town,-33.66,18.81,3
Cape Town,-33.85,18.5,3
Cape Town,-33.8,18.53,3
Cape Town,-34.07,18.89,3
Cape Town,-34.04,18.83,3
Cape Town,-34.09,18.44,3
Cape Town,-33.82,18.74,3
Cape Town,-34.02,18.63,3
Cape Town,-33.7,18.45,3
Cape Town,-34.13,18.33,3
Cape Town,-33.9,18.42,3
Cape Town,-34.01,18.74,3
Cape Town,-34.13,18.85,3
Cape Town,-33.81,18.68,3
Cape Town,-33.81,18.63,3
Cape Town,-33.81,18.64,3
Cape Town,-34.13,18.91,3
Cape Town,-33.87,18.67,3
Cape Town,-33.88,18.71,3
Cape Town,-33.97,18.51,3
Cape Town,-34.05,18.47,3
Cape Town,-34.05,18.66,3
Cape Town,-33.94,18.67,3
Cape Town,-34.05,18.81,3
Cape Town,-34.11,18.89,3
Cape Town,-33.81,18.79,3
Cape Town,-33.91,18.58,3
Cape Town,-33.98,18.54,3
Cape Town,-33.84,18.72,3
Cape Town,-34.09,18.54,3
Cape Town,-33.92,18.54,3
Cape Town,-34.02,18.62,3
Cape Town,-34.22,18.46,3
Cape Town,-33.85,18.52,3
Cape Town,-33.83,18.74,3
Cape Town,-34.05,18.49,3
Cape Town,-34.07,18.63,3
Cape Town,-33.87,18.73,3
Cape Town,-33.81,18.65,3
Cape Town,-33.98,18.52,3
Cape Town,-34.13,18.89,3
Cape Town,-33.96,18.67,3
Cape Town,-34.01,18.51,3
Cape Town,-34.06,18.5,3
Cape Town,-33.81,18.62,3
Cape Town,-34.04,18.5,3
Cape Town,-34.14,18.35,3
Cape Town,-33.91,18.7,3
Cape Town,-34.12,18.86,3
Cape Town,-33.82,18.72,3
Cape Town,-34.09,18.88,2
Cape Town,-33.85,18.63,2
Cape Town,-33.67,18.58,2
Cape Town,-34.04,18.76,2
Cape Town,-34.2,18.46,2
Cape Town,-33.93,18.73,2
Cape Town,-34.13,18.83,2
Cape Town,-34.03,18.53,2
Cape Town,-34.08,18.55,2
Cape Town,-33.78,18.58,2
Cape Town,-34.03,18.38,2
Cape Town,-33.79,18.58,2
Cape Town,-33.89,18.67,2
Cape Town,-34.17,18.42,2
Cape Town,-33.81,18.46,2
Cape Town,-33.95,18.72,2
Cape Town,-34.03,18.41,2
Cape Town,-34.06,18.88,2
Cape Town,-34.21,18.41,2
Cape Town,-33.86,18.53,2
Cape Town,-33.95,18.51,2
Cape Town,-33.99,18.53,2
Cape Town,-34.04,18.51,2
Cape Town,-34.01,18.63,2
Cape Town,-34.19,18.36,2
Cape Town,-33.83,18.7,2
Cape Town,-33.84,18.49,2
Cape Town,-34.24,18.47,2
Cape Town,-33.79,18.47,2
Cape Town,-34.06,18.42,2
Cape Town,-34.24,18.48,2
Cape Town,-33.93,18.54,2
Cape Town,-33.99,18.52,2
Cape Town,-33.9,18.53,2
Cape Town,-34.04,18.77,2
Cape Town,-33.89,18.55,2
Cape Town,-33.99,18.65,2
Cape Town,-34.14,18.37,2
Cape Town,-33.94,18.53,2
Cape Town,-33.87,18.7,2
Cape Town,-33.92,18.64,2
Cape Town,-34.18,18.37,2
Cape Town,-33.91,18.6,2
Cape Town,-34.06,18.75,2
Cape Town,-33.96,18.68,2
Cape Town,-33.95,18.68,2
Cape Town,-34.07,18.56,2
Cape Town,-34.12,18.89,2
Cape Town,-34.22,18.41,2
Cape Town,-33.94,18.72,2
Cape Town,-34.05,18.5,2
Cape Town,-33.92,18.44,2
Cape Town,-34.01,18.33,2
Cape Town,-33.92,18.55,2
Cape Town,-34.06,18.87,2
Cape Town,-34.08,18.54,2
Cape Town,-34.12,18.44,2
Cape Town,-33.91,18.63,2
Cape Town,-34.02,18.67,2
Cape Town,-34.01,18.75,2
Cape Town,-33.89,18.71,2
Cape Town,-33.91,18.5,2
Cape Town,-33.76,18.53,2
Cape Town,-34.0,18.71,2
Cape Town,-34.06,18.61,2
Cape Town,-34.07,18.59,2
Cape Town,-33.93,18.59,2
Cape Town,-33.88,18.67,2
Cape Town,-33.98,18.55,2
Cape Town,-34.12,18.85,2
Cape Town,-33.99,18.73,2
Cape Town,-33.9,18.7,2
Cape Town,-33.87,18.72,2
Cape Town,-34.15,18.91,2
Cape Town,-34.13,18.37,2
Cape Town,-34.16,18.41,2
Cape Town,-34.04,18.59,2
Cape Town,-33.95,18.69,2
Cape Town,-33.96,18.53,2
Cape Town,-33.99,18.56,2
Cape Town,-34.07,18.47,2
Cape Town,-33.81,18.67,2
Cape Town,-34.1,18.93,2
Cape Town,-33.85,18.71,2
Cape Town,-33.97,18.68,2
Cape Town,-33.73,18.61,2
Cape Town,-33.9,18.58,2
Cape Town,-33.94,18.63,2
Cape Town,-34.13,18.92,2
Cape Town,-34.05,18.53,2
Cape Town,-34.15,18.4,2
Cape Town,-33.88,18.69,2
Cape Town,-33.87,18.69,2
Hong Kong,22.3,114.17,1220
Hong Kong,22.31,114.17,758
Hong Kong,22.32,114.17,749
Hong Kong,22.28,114.18,684
Hong Kong,22.28,114.15,349
Hong Kong,22.29,114.15,257
Hong Kong,22.26,114.19,254
Hong Kong,22.28,114.19,240
Hong Kong,22.28,114.17,160
Hong Kong,22.3,114.18,148
Hong Kong,22.29,114.2,135
Hong Kong,22.29,114.14,127
Hong Kong,22.32,114.18,125
Hong Kong,22.33,114.16,94
Hong Kong,22.29,114.19,80
Hong Kong,22.32,114.16,76
Hong Kong,22.33,114.17,72
Hong Kong,22.28,114.13,67
Hong Kong,22.31,114.19,66
Hong Kong,22.21,114.03,57
Hong Kong,22.28,114.16,56
Hong Kong,22.31,114.18,50
Hong Kong,22.29,114.21,45
Hong Kong,22.52,114.07,45
Hong Kong,22.51,114.06,43
Hong Kong,22.3,114.19,43
Hong Kong,22.28,114.14,40
Hong Kong,22.53,114.12,38
Hong Kong,22.29,113.95,36
Hong Kong,22.53,114.09,35
Hong Kong,22.32,114.19,28
Hong Kong,22.27,114.18,27
Hong Kong,22.33,114.19,25
Hong Kong,22.29,114.13,23
Hong Kong,22.28,114.22,22
Hong Kong,22.27,114.17,21
Hong Kong,22.54,114.12,19
Hong Kong,22.23,114.11,19
Hong Kong,22.27,114.19,19
Hong Kong,22.29,114.18,16
Hong Kong,22.54,114.13,15
Hong Kong,22.53,114.11,15
Hong Kong,22.24,113.98,15
Hong Kong,22.22,114.11,14
Hong Kong,22.31,114.16,13
Hong Kong,22.22,114.21,12
Hong Kong,22.3,114.01,12
Hong Kong,22.28,113.93,12
Hong Kong,22.29,113.94,11
Hong Kong,22.29,114.27,11
Hong Kong,22.29,114.02,10
Hong Kong,22.27,114.0,10
Hong Kong,22.4,114.11,9
Hong Kong,22.37,114.12,9
Hong Kong,22.3,114.27,9
Hong Kong,22.2,114.03,9
Hong Kong,22.54,114.11,9
Hong Kong,22.31,114.26,9
Hong Kong,22.38,114.19,8
Hong Kong,22.24,114.16,8
Hong Kong,22.39,114.2,8
Hong Kong,22.37,114.18,8
Hong Kong,22.31,114.23,8
Hong Kong,22.34,114.2,7
Hong Kong,22.28,114.21,7
Hong Kong,22.53,114.08,7
Hong Kong,22.33,114.18,7
Hong Kong,22.25,114.15,7
Hong Kong,22.54,114.14,7
Hong Kong,22.25,114.17,7
Hong Kong,22.34,114.14,6
Hong Kong,22.34,114.16,6
Hong Kong,22.38,114.27,6
Hong Kong,22.34,114.15,6
Hong Kong,22.28,114.04,6
Hong Kong,22.39,113.98,6
Hong Kong,22.28,113.94,6
Hong Kong,22.51,114.13,6
Hong Kong,22.3,114.02,5
Hong Kong,22.35,114.06,5
Hong Kong,22.31,114.01,5
Hong Kong,22.33,114.21,5
Hong Kong,22.36,114.13,5
Hong Kong,22.28,114.23,5
Hong Kong,22.29,114.17,5
Hong Kong,22.55,114.19,5
Hong Kong,22.55,114.2,5
Hong Kong,22.41,113.98,5
Hong Kong,22.23,113.93,5
Hong Kong,22.32,114.21,5
Hong Kong,22.45,114.0,5
Hong Kong,22.38,114.18,5
Hong Kong,22.35,114.25,5
Hong Kong,22.5,114.13,5
Hong Kong,22.25,113.86,5
Hong Kong,22.33,114.2,5
Hong Kong,22.3,114.25,5
Hong Kong,22.44,114.03,5
Hong Kong,22.3,113.95,4
Hong Kong,22.25,113.98,4
Hong Kong,22.51,114.07,4
Hong Kong,22.4,113.97,4
Hong Kong,22.23,114.25,4
Hong Kong,22.39,114.3,4
Hong Kong,22.45,113.99,4
Hong Kong,22.55,114.14,4
Hong Kong,22.3,114.03,3
Hong Kong,22.26,114.0,3
Hong Kong,22.45,114.01,3
Hong Kong,22.5,114.14,3
Hong Kong,22.27,114.16,3
Hong Kong,22.31,114.22,3
Hong Kong,22.55,114.24,3
Hong Kong,22.27,113.99,3
Hong Kong,22.37,114.0,3
Hong Kong,22.32,114.22,3
Hong Kong,22.33,114.26,3
Hong Kong,22.43,114.29,3
Hong Kong,22.21,114.15,3
Hong Kong,22.3,114.29,3
Hong Kong,22.28,114.12,3
Hong Kong,22.32,114.26,3
Hong Kong,22.22,114.12,3
Hong Kong,22.26,113.86,3
Hong Kong,22.38,114.21,3
Hong Kong,22.53,114.15,3
Hong Kong,22.38,114.26,3
Hong Kong,22.37,113.96,3
Hong Kong,22.42,114.24,3
Hong Kong,22.44,114.18,3
Hong Kong,22.39,114.27,2
Hong Kong,22.22,113.91,2
Hong Kong,22.29,114.16,2
Hong Kong,22.43,114.0,2
Hong Kong,22.23,113.96,2
Hong Kong,22.29,114.22,2
Hong Kong,22.43,114.08,2
Hong Kong,22.31,114.24,2
Hong Kong,22.38,114.22,2
Hong Kong,22.37,113.99,2
Hong Kong,22.37,114.26,2
Hong Kong,22.4,113.98,2
Hong Kong,22.36,114.14,2
Hong Kong,22.34,114.21,2
Hong Kong,22.38,113.99,2
Hong Kong,22.41,114.22,2
Hong Kong,22.55,114.15,2
Hong Kong,22.36,114.25,2
Hong Kong,22.24,114.15,2
Hong Kong,22.39,114.19,2
Hong Kong,22.39,114.21,2
Hong Kong,22.38,114.2,2
Hong Kong,22.26,114.18,2
Hong Kong,22.31,114.29,2
Hong Kong,22.44,114.04,2
Hong Kong,22.31,114.2,2
Hong Kong,22.24,114.17,2
Hong Kong,22.43,114.2,2
Hong Kong,22.32,114.23,2
Hong Kong,22.4,114.22,2
Hong Kong,22.36,114.24,2
Hong Kong,22.38,113.98,2
Hong Kong,22.25,114.16,2
Hong Kong,22.24,114.11,2
Hong Kong,22.35,114.36,2
Istanbul,41.03,28.98,2251
Istanbul,41.04,28.98,2162
Istanbul,41.03,28.97,1004
Istanbul,40.99,29.03,737
Istanbul,41.03,28.99,674
Istanbul,41.0,28.97,635
Istanbul,41.06,28.99,599
Istanbul,41.05,28.99,589
Istanbul,41.01,28.97,568
Istanbul,41.0,28.98,432
Istanbul,41.05,28.98,430
Istanbul,41.01,28.98,423
Istanbul,41.05,29.0,413
Istanbul,41.04,28.99,372
Istanbul,41.04,28.97,370
Istanbul,41.0,29.03,280
Istanbul,41.07,29.0,267
Istanbul,41.05,29.01,232
Istanbul,41.06,28.98,229
Istanbul,41.06,29.0,224
Istanbul,41.04,29.0,218
Istanbul,41.07,28.99,197
Istanbul,41.12,29.01,184
Istanbul,41.01,28.95,182
Istanbul,41.01,28.96,179
Istanbul,41.03,28.95,175
Istanbul,41.08,29.0,161
Istanbul,40.99,29.02,156
Istanbul,41.02,28.97,147
Istanbul,41.05,29.02,140
Istanbul,40.98,29.03,136
Istanbul,41.08,28.99,131
Istanbul,41.02,29.02,130
Istanbul,41.01,28.94,127
Istanbul,41.02,28.98,120
Istanbul,41.04,29.01,110
Istanbul,41.05,29.03,108
Istanbul,41.0,28.96,104
Istanbul,40.98,28.88,100
Istanbul,41.09,29.0,98
Istanbul,40.99,29.04,91
Istanbul,40.99,29.05,85
Istanbul,41.06,28.81,83
Istanbul,41.0,29.04,83
Istanbul,40.87,29.13,80
Istanbul,41.08,29.01,77
Istanbul,41.02,28.96,77
Istanbul,41.06,28.67,72
Istanbul,41.02,28.94,69
Istanbul,41.01,28.93,68
Istanbul,40.98,29.02,67
Istanbul,41.03,29.03,66
Istanbul,41.06,29.01,65
Istanbul,41.02,28.65,65
Istanbul,41.03,28.63,63
Istanbul,41.02,28.66,62
Istanbul,41.02,28.93,59
Istanbul,41.02,28.63,58
Istanbul,41.02,29.01,57
Istanbul,41.06,28.97,56
Istanbul,40.98,28.87,56
Istanbul,41.0,29.05,55
Istanbul,41.03,29.02,55
Istanbul,41.02,28.95,54
Istanbul,41.08,28.98,52
Istanbul,40.99,28.84,50
Istanbul,41.03,29.11,49
Istanbul,41.02,28.68,49
Istanbul,41.07,29.04,47
Istanbul,41.08,28.88,46
Istanbul,40.99,29.08,46
Istanbul,41.02,29.03,46
Istanbul,40.96,29.1,45
Istanbul,40.98,29.07,45
Istanbul,41.08,29.04,45
Istanbul,41.09,29.05,45
Istanbul,41.07,29.01,45
Istanbul,40.93,29.31,44
Istanbul,40.96,29.09,42
Istanbul,41.02,28.64,42
Istanbul,41.03,28.94,42
Istanbul,40.98,28.74,42
Istanbul,40.98,29.05,40
Istanbul,41.07,28.95,40
Istanbul,40.99,29.06,40
Istanbul,41.0,28.84,40
Istanbul,41.07,28.98,39
Istanbul,40.97,29.07,38
Istanbul,40.95,29.1,38
Istanbul,41.0,28.93,37
Istanbul,40.97,29.08,37
Istanbul,40.99,28.71,37
Istanbul,41.03,28.89,37
Istanbul,41.1,28.77,36
Istanbul,41.01,29.04,36
Istanbul,41.06,29.03,35
Istanbul,41.04,28.81,35
Istanbul,41.0,29.06,35
Istanbul,41.02,28.69,34
Istanbul,41.01,29.01,33
Istanbul,41.01,28.67,33
Istanbul,41.05,28.97,33
Istanbul,40.99,29.09,33
Istanbul,41.01,29.02,33
Istanbul,40.87,29.12,32
Istanbul,40.98,29.15,32
Istanbul,41.08,29.03,31
Istanbul,41.01,28.68,31
Istanbul,40.98,28.73,31
Istanbul,41.07,28.97,31
Istanbul,40.91,29.18,30
Istanbul,41.01,28.89,29
Istanbul,41.14,29.86,28
Istanbul,40.99,29.12,28
Istanbul,41.0,29.07,27
Istanbul,41.0,29.08,27
Istanbul,41.1,28.99,27
Istanbul,40.94,29.14,27
Istanbul,40.98,29.04,27
Istanbul,41.05,28.95,27
Istanbul,41.07,28.94,26
Istanbul,41.04,28.96,26
Istanbul,40.97,29.06,26
Istanbul,40.93,29.12,26
Istanbul,41.09,28.77,25
Istanbul,40.99,29.11,25
Istanbul,40.95,29.11,25
Istanbul,40.98,29.1,25
Istanbul,41.12,28.77,24
Istanbul,41.14,29.05,24
Istanbul,40.92,29.29,24
Istanbul,40.98,29.11,24
Istanbul,41.1,28.98,24
Istanbul,40.99,28.79,24
Istanbul,40.94,29.12,23
Istanbul,41.09,29.03,23
Istanbul,41.08,28.97,23
Istanbul,40.88,29.1,23
Istanbul,41.06,29.02,23
Istanbul,41.03,28.66,23
Istanbul,41.06,29.04,23
Istanbul,41.07,29.02,23
Istanbul,41.0,28.85,23
Istanbul,41.09,28.99,23
Istanbul,40.98,29.08,23
Istanbul,41.18,28.89,22
Istanbul,40.99,28.85,22
Istanbul,40.97,29.09,22
Istanbul,40.86,29.3,22
Istanbul,40.98,29.06,22
Istanbul,41.02,28.62,21
Istanbul,40.95,29.13,21
Istanbul,41.03,28.68,21
Istanbul,41.02,29.08,21
Istanbul,41.16,29.04,21
Istanbul,40.96,29.08,21
Istanbul,41.01,28.69,20
Istanbul,41.06,28.82,20
Istanbul,40.99,28.91,20
Istanbul,41.08,29.02,20
Istanbul,41.01,29.08,20
Istanbul,41.0,28.71,20
Istanbul,41.11,29.02,20
Istanbul,41.04,28.95,19
Istanbul,41.06,28.96,19
Istanbul,40.94,29.13,19
Istanbul,41.09,29.01,19
Istanbul,41.0,28.69,19
Istanbul,41.02,28.9,19
Istanbul,40.98,29.14,19
Istanbul,41.06,28.94,18
Istanbul,41.03,28.67,18
Istanbul,40.99,28.87,18
Istanbul,41.08,28.95,18
Istanbul,40.99,29.07,18
Istanbul,40.96,29.11,18
Istanbul,40.92,29.3,17
Istanbul,41.06,28.84,17
Istanbul,41.01,28.64,17
Istanbul,40.91,29.16,17
Istanbul,41.12,29.0,17
Istanbul,41.0,29.14,17
Istanbul,41.0,29.13,17
Istanbul,41.01,29.05,16
Istanbul,41.0,29.09,16
Istanbul,40.98,28.72,16
Istanbul,40.88,29.23,16
Istanbul,41.01,28.83,16
Istanbul,40.98,29.09,16
Istanbul,41.04,28.94,16
Istanbul,41.0,28.79,16
Istanbul,41.03,28.9,15
Istanbul,40.99,28.62,15
Istanbul,41.09,29.04,15
Istanbul,41.0,29.02,15
Istanbul,41.0,28.86,15
Istanbul,41.17,29.63,15
Istanbul,40.99,28.88,15
Istanbul,40.95,29.12,14
Istanbul,41.09,29.02,14
Istanbul,41.05,28.81,14
Istanbul,40.97,29.14,14
Istanbul,41.04,28.68,14
Istanbul,41.0,28.8,14
Istanbul,40.88,29.07,14
Istanbul,40.97,29.11,14
Istanbul,40.92,29.13,14
Istanbul,41.09,29.06,14
Istanbul,41.09,28.98,14
Istanbul,41.13,28.79,14
Istanbul,41.01,29.07,14
Istanbul,41.06,28.95,14
Istanbul,41.14,29.85,14
Istanbul,41.01,28.66,13
Istanbul,41.03,28.82,13
Istanbul,41.04,28.77,13
Istanbul,40.97,29.13,13
Istanbul,40.99,29.13,13
Istanbul,40.94,29.11,13
Istanbul,41.02,29.04,13
Istanbul,41.01,29.11,13
Istanbul,41.03,29.09,13
Istanbul,41.08,29.05,13
Istanbul,41.03,28.84,13
Istanbul,40.98,29.13,13
Istanbul,41.01,28.92,13
Istanbul,41.07,29.03,13
Istanbul,41.03,28.81,13
Istanbul,41.01,28.81,13
Istanbul,41.01,28.9,13
Istanbul,41.08,28.96,13
Istanbul,41.01,29.03,13
Istanbul,41.02,28.82,12
Istanbul,41.07,28.78,12
Istanbul,40.98,28.9,12
Istanbul,40.92,29.16,12
Istanbul,41.03,29.04,12
Istanbul,40.9,29.22,12
Istanbul,41.04,28.66,12
Istanbul,41.05,28.82,12
Istanbul,40.97,29.1,12
Istanbul,40.97,29.04,12
Istanbul,41.11,29.0,12
Istanbul,40.96,28.82,11
Istanbul,41.11,29.04,11
Istanbul,41.01,29.09,11
Istanbul,41.11,29.01,11
Istanbul,40.97,29.05,11
Istanbul,41.0,28.94,11
Istanbul,41.02,28.67,11
Istanbul,40.97,29.12,11
Istanbul,41.01,28.87,11
Istanbul,41.07,28.66,11
Istanbul,40.93,29.14,11
Istanbul,40.96,28.83,11
Istanbul,41.1,29.05,11
Istanbul,41.19,28.88,11
Istanbul,40.99,28.78,11
Istanbul,41.2,28.73,11
Istanbul,41.07,28.96,11
Istanbul,40.98,29.12,11
Istanbul,41.29,28.6,11
Istanbul,41.01,29.12,11
Istanbul,41.13,29.84,11
Istanbul,41.09,28.97,11
Istanbul,40.97,29.15,11
Istanbul,40.88,29.09,10
Istanbul,40.91,29.05,10
Istanbul,41.12,29.06,10
Istanbul,41.04,29.03,10
Istanbul,41.02,28.91,10
Istanbul,40.99,28.7,10
Istanbul,41.02,29.12,10
Istanbul,40.98,28.85,10
Istanbul,41.1,29.0,10
Istanbul,41.04,29.05,10
Istanbul,40.98,28.71,10
Istanbul,41.08,28.94,10
Istanbul,41.17,29.61,10
Istanbul,41.0,28.95,10
Istanbul,40.93,29.13,10
Istanbul,41.01,29.13,10
Istanbul,40.91,29.15,10
Istanbul,41.01,29.06,10
Istanbul,41.0,28.87,9
Istanbul,41.01,28.6,9
Istanbul,40.89,29.2,9
Istanbul,41.07,28.93,9
Istanbul,40.91,29.2,9
Istanbul,41.17,29.05,9
Istanbul,40.9,29.2,9
Istanbul,41.0,29.15,9
Istanbul,41.03,29.08,9
Istanbul,41.01,28.84,9
Istanbul,41.04,28.79,9
Istanbul,40.94,29.15,9
Istanbul,41.12,29.04,9
Istanbul,41.11,28.8,9
Istanbul,41.06,28.72,9
Istanbul,40.82,29.3,9
Istanbul,40.98,28.78,9
Istanbul,41.0,29.12,9
Istanbul,41.02,29.07,9
Istanbul,41.03,28.96,9
Istanbul,41.02,28.7,9
Istanbul,40.86,29.12,9
Istanbul,40.93,29.15,9
Istanbul,40.99,28.72,9
Istanbul,41.23,28.69,9
Istanbul,41.01,28.63,9
Istanbul,41.03,29.05,9
Istanbul,41.0,28.83,9
Istanbul,41.04,28.93,8
Istanbul,40.99,28.9,8
Istanbul,41.05,28.96,8
Istanbul,41.01,28.65,8
Istanbul,41.09,29.09,8
Istanbul,40.89,29.19,8
Istanbul,41.06,28.69,8
Istanbul,40.99,28.83,8
Istanbul,41.14,29.04,8
Istanbul,41.03,29.06,8
Istanbul,41.16,29.05,8
Istanbul,40.91,29.19,8
Istanbul,40.86,29.34,8
Istanbul,41.05,28.83,8
Istanbul,41.17,29.06,8
Istanbul,41.11,28.77,8
Istanbul,40.91,29.22,8
Istanbul,41.02,28.77,8
Istanbul,41.19,29.05,8
Istanbul,40.92,29.21,8
Istanbul,41.0,28.7,8
