city,review_month,review_count,baseline_2019_avg,recovery_index
New York,2010-01,22,20872.42,0.001
New York,2010-02,11,20872.42,0.001
New York,2010-03,28,20872.42,0.001
New York,2010-04,32,20872.42,0.002
New York,2010-05,39,20872.42,0.002
New York,2010-06,34,20872.42,0.002
New York,2010-07,42,20872.42,0.002
New York,2010-08,71,20872.42,0.003
New York,2010-09,122,20872.42,0.006
New York,2010-10,126,20872.42,0.006
New York,2010-11,96,20872.42,0.005
New York,2010-12,88,20872.42,0.004
New York,2011-01,87,20872.42,0.004
New York,2011-02,55,20872.42,0.003
New York,2011-03,99,20872.42,0.005
New York,2011-04,163,20872.42,0.008
New York,2011-05,239,20872.42,0.011
New York,2011-06,256,20872.42,0.012
New York,2011-07,209,20872.42,0.01
New York,2011-08,285,20872.42,0.014
New York,2011-09,430,20872.42,0.021
New York,2011-10,475,20872.42,0.023
New York,2011-11,411,20872.42,0.02
New York,2011-12,299,20872.42,0.014
New York,2012-01,268,20872.42,0.013
New York,2012-02,164,20872.42,0.008
New York,2012-03,279,20872.42,0.013
New York,2012-04,491,20872.42,0.024
New York,2012-05,629,20872.42,0.03
New York,2012-06,544,20872.42,0.026
New York,2012-07,496,20872.42,0.024
New York,2012-08,586,20872.42,0.028
New York,2012-09,769,20872.42,0.037
New York,2012-10,910,20872.42,0.044
New York,2012-11,593,20872.42,0.028
New York,2012-12,564,20872.42,0.027
New York,2013-01,520,20872.42,0.025
New York,2013-02,313,20872.42,0.015
New York,2013-03,644,20872.42,0.031
New York,2013-04,961,20872.42,0.046
New York,2013-05,1263,20872.42,0.061
New York,2013-06,1020,20872.42,0.049
New York,2013-07,964,20872.42,0.046
New York,2013-08,1142,20872.42,0.055
New York,2013-09,1517,20872.42,0.073
New York,2013-10,1606,20872.42,0.077
New York,2013-11,1147,20872.42,0.055
New York,2013-12,1105,20872.42,0.053
New York,2014-01,899,20872.42,0.043
New York,2014-02,543,20872.42,0.026
New York,2014-03,1068,20872.42,0.051
New York,2014-04,1694,20872.42,0.081
New York,2014-05,2169,20872.42,0.104
New York,2014-06,1934,20872.42,0.093
New York,2014-07,1815,20872.42,0.087
New York,2014-08,2641,20872.42,0.127
New York,2014-09,3093,20872.42,0.148
New York,2014-10,3387,20872.42,0.162
New York,2014-11,2476,20872.42,0.119
New York,2014-12,2257,20872.42,0.108
New York,2015-01,1849,20872.42,0.089
New York,2015-02,1301,20872.42,0.062
New York,2015-03,2037,20872.42,0.098
New York,2015-04,3036,20872.42,0.145
New York,2015-05,4613,20872.42,0.221
New York,2015-06,4293,20872.42,0.206
New York,2015-07,4095,20872.42,0.196
New York,2015-08,4999,20872.42,0.24
New York,2015-09,6178,20872.42,0.296
New York,2015-10,6586,20872.42,0.316
New York,2015-11,4357,20872.42,0.209
New York,2015-12,4618,20872.42,0.221
New York,2016-01,3820,20872.42,0.183
New York,2016-02,2764,20872.42,0.132
New York,2016-03,4465,20872.42,0.214
New York,2016-04,5764,20872.42,0.276
New York,2016-05,7967,20872.42,0.382
New York,2016-06,7174,20872.42,0.344
New York,2016-07,7127,20872.42,0.341
New York,2016-08,8171,20872.42,0.391
New York,2016-09,10089,20872.42,0.483
New York,2016-10,10315,20872.42,0.494
New York,2016-11,7734,20872.42,0.371
New York,2016-12,7568,20872.42,0.363
New York,2017-01,6057,20872.42,0.29
New York,2017-02,4101,20872.42,0.196
New York,2017-03,6752,20872.42,0.323
New York,2017-04,9506,20872.42,0.455
New York,2017-05,11688,20872.42,0.56
New York,2017-06,10293,20872.42,0.493
New York,2017-07,10867,20872.42,0.521
New York,2017-08,11519,20872.42,0.552
New York,2017-09,13862,20872.42,0.664
New York,2017-10,13554,20872.42,0.649
New York,2017-11,10151,20872.42,0.486
New York,2017-12,11576,20872.42,0.555
New York,2018-01,8899,20872.42,0.426
New York,2018-02,6360,20872.42,0.305
New York,2018-03,10722,20872.42,0.514
New York,2018-04,13538,20872.42,0.649
New York,2018-05,16437,20872.42,0.787
New York,2018-06,15582,20872.42,0.747
New York,2018-07,16055,20872.42,0.769
New York,2018-08,16731,20872.42,0.802
New York,2018-09,19407,20872.42,0.93
New York,2018-10,20275,20872.42,0.971
New York,2018-11,16420,20872.42,0.787
New York,2018-12,17420,20872.42,0.835
New York,2019-01,12480,20872.42,0.598
New York,2019-02,9986,20872.42,0.478
New York,2019-03,16072,20872.42,0.77
New York,2019-04,19936,20872.42,0.955
New York,2019-05,23682,20872.42,1.135
New York,2019-06,22692,20872.42,1.087
New York,2019-07,21672,20872.42,1.038
New York,2019-08,22862,20872.42,1.095
New York,2019-09,27406,20872.42,1.313
New York,2019-10,26905,20872.42,1.289
New York,2019-11,22432,20872.42,1.075
New York,2019-12,24344,20872.42,1.166
New York,2020-01,18012,20872.42,0.863
New York,2020-02,15273,20872.42,0.732
New York,2020-03,11463,20872.42,0.549
New York,2020-04,2277,20872.42,0.109
New York,2020-05,3443,20872.42,0.165
New York,2020-06,5186,20872.42,0.248
New York,2020-07,7804,20872.42,0.374
New York,2020-08,9514,20872.42,0.456
New York,2020-09,9347,20872.42,0.448
New York,2020-10,10391,20872.42,0.498
New York,2020-11,10172,20872.42,0.487
New York,2020-12,9291,20872.42,0.445
New York,2021-01,9685,20872.42,0.464
New York,2021-02,425,20872.42,0.02
Paris,2009-06,1,29282.33,0.0
Paris,2009-07,2,29282.33,0.0
Paris,2009-09,2,29282.33,0.0
Paris,2009-10,1,29282.33,0.0
Paris,2009-11,1,29282.33,0.0
Paris,2009-12,4,29282.33,0.0
Paris,2010-01,5,29282.33,0.0
Paris,2010-02,4,29282.33,0.0
Paris,2010-03,8,29282.33,0.0
Paris,2010-04,18,29282.33,0.001
Paris,2010-05,33,29282.33,0.001
Paris,2010-06,26,29282.33,0.001
Paris,2010-07,37,29282.33,0.001
Paris,2010-08,39,29282.33,0.001
Paris,2010-09,71,29282.33,0.002
Paris,2010-10,62,29282.33,0.002
Paris,2010-11,43,29282.33,0.001
Paris,2010-12,35,29282.33,0.001
Paris,2011-01,40,29282.33,0.001
Paris,2011-02,35,29282.33,0.001
Paris,2011-03,72,29282.33,0.002
Paris,2011-04,95,29282.33,0.003
Paris,2011-05,125,29282.33,0.004
Paris,2011-06,154,29282.33,0.005
Paris,2011-07,140,29282.33,0.005
Paris,2011-08,118,29282.33,0.004
Paris,2011-09,189,29282.33,0.006
Paris,2011-10,222,29282.33,0.008
Paris,2011-11,180,29282.33,0.006
Paris,2011-12,131,29282.33,0.004
Paris,2012-01,199,29282.33,0.007
Paris,2012-02,126,29282.33,0.004
Paris,2012-03,202,29282.33,0.007
Paris,2012-04,327,29282.33,0.011
Paris,2012-05,401,29282.33,0.014
Paris,2012-06,467,29282.33,0.016
Paris,2012-07,602,29282.33,0.021
Paris,2012-08,498,29282.33,0.017
Paris,2012-09,682,29282.33,0.023
Paris,2012-10,749,29282.33,0.026
Paris,2012-11,525,29282.33,0.018
Paris,2012-12,448,29282.33,0.015
Paris,2013-01,660,29282.33,0.023
Paris,2013-02,429,29282.33,0.015
Paris,2013-03,704,29282.33,0.024
Paris,2013-04,953,29282.33,0.033
Paris,2013-05,1162,29282.33,0.04
Paris,2013-06,1445,29282.33,0.049
Paris,2013-07,1492,29282.33,0.051
Paris,2013-08,1105,29282.33,0.038
Paris,2013-09,1669,29282.33,0.057
Paris,2013-10,1657,29282.33,0.057
Paris,2013-11,1201,29282.33,0.041
Paris,2013-12,1282,29282.33,0.044
Paris,2014-01,1475,29282.33,0.05
Paris,2014-02,1088,29282.33,0.037
Paris,2014-03,1595,29282.33,0.054
Paris,2014-04,2416,29282.33,0.083
Paris,2014-05,2714,29282.33,0.093
Paris,2014-06,3476,29282.33,0.119
Paris,2014-07,3482,29282.33,0.119
Paris,2014-08,3220,29282.33,0.11
Paris,2014-09,4346,29282.33,0.148
Paris,2014-10,4820,29282.33,0.165
Paris,2014-11,3328,29282.33,0.114
Paris,2014-12,3353,29282.33,0.115
Paris,2015-01,3884,29282.33,0.133
Paris,2015-02,2802,29282.33,0.096
Paris,2015-03,3940,29282.33,0.135
Paris,2015-04,5673,29282.33,0.194
Paris,2015-05,6968,29282.33,0.238
Paris,2015-06,8229,29282.33,0.281
Paris,2015-07,9119,29282.33,0.311
Paris,2015-08,7693,29282.33,0.263
Paris,2015-09,9449,29282.33,0.323
Paris,2015-10,9767,29282.33,0.334
Paris,2015-11,6359,29282.33,0.217
Paris,2015-12,6329,29282.33,0.216
Paris,2016-01,6564,29282.33,0.224
Paris,2016-02,5380,29282.33,0.184
Paris,2016-03,7363,29282.33,0.251
Paris,2016-04,8424,29282.33,0.288
Paris,2016-05,11017,29282.33,0.376
Paris,2016-06,14330,29282.33,0.489
Paris,2016-07,13599,29282.33,0.464
Paris,2016-08,9679,29282.33,0.331
Paris,2016-09,12214,29282.33,0.417
Paris,2016-10,14240,29282.33,0.486
Paris,2016-11,10050,29282.33,0.343
Paris,2016-12,10127,29282.33,0.346
Paris,2017-01,11624,29282.33,0.397
Paris,2017-02,8820,29282.33,0.301
Paris,2017-03,12396,29282.33,0.423
Paris,2017-04,15419,29282.33,0.527
Paris,2017-05,17059,29282.33,0.583
Paris,2017-06,19615,29282.33,0.67
Paris,2017-07,20497,29282.33,0.7
Paris,2017-08,14450,29282.33,0.493
Paris,2017-09,17991,29282.33,0.614
Paris,2017-10,18829,29282.33,0.643
Paris,2017-11,13918,29282.33,0.475
Paris,2017-12,14157,29282.33,0.483
Paris,2018-01,16041,29282.33,0.548
Paris,2018-02,12899,29282.33,0.441
Paris,2018-03,17993,29282.33,0.614
Paris,2018-04,21070,29282.33,0.72
Paris,2018-05,22690,29282.33,0.775
Paris,2018-06,26320,29282.33,0.899
Paris,2018-07,27750,29282.33,0.948
Paris,2018-08,22235,29282.33,0.759
Paris,2018-09,27069,29282.33,0.924
Paris,2018-10,28700,29282.33,0.98
Paris,2018-11,22743,29282.33,0.777
Paris,2018-12,20235,29282.33,0.691
Paris,2019-01,21941,29282.33,0.749
Paris,2019-02,18449,29282.33,0.63
Paris,2019-03,25192,29282.33,0.86
Paris,2019-04,30063,29282.33,1.027
Paris,2019-05,29732,29282.33,1.015
Paris,2019-06,38774,29282.33,1.324
Paris,2019-07,34605,29282.33,1.182
Paris,2019-08,28109,29282.33,0.96
Paris,2019-09,35696,29282.33,1.219
Paris,2019-10,34757,29282.33,1.187
Paris,2019-11,28945,29282.33,0.988
Paris,2019-12,25125,29282.33,0.858
Paris,2020-01,29055,29282.33,0.992
Paris,2020-02,26181,29282.33,0.894
Paris,2020-03,14421,29282.33,0.492
Paris,2020-04,880,29282.33,0.03
Paris,2020-05,2134,29282.33,0.073
Paris,2020-06,5459,29282.33,0.186
Paris,2020-07,12539,29282.33,0.428
Paris,2020-08,13841,29282.33,0.473
Paris,2020-09,11678,29282.33,0.399
Paris,2020-10,12642,29282.33,0.432
Paris,2020-11,4019,29282.33,0.137
Paris,2020-12,7972,29282.33,0.272
Paris,2021-01,9836,29282.33,0.336
Paris,2021-02,1772,29282.33,0.061
Rio de Janeiro,2010-06,1,7426.5,0.0
Rio de Janeiro,2010-07,2,7426.5,0.0
Rio de Janeiro,2010-08,3,7426.5,0.0
Rio de Janeiro,2010-09,6,7426.5,0.001
Rio de Janeiro,2010-10,5,7426.5,0.001
Rio de Janeiro,2010-11,6,7426.5,0.001
Rio de Janeiro,2010-12,7,7426.5,0.001
Rio de Janeiro,2011-01,7,7426.5,0.001
Rio de Janeiro,2011-02,5,7426.5,0.001
Rio de Janeiro,2011-03,15,7426.5,0.002
Rio de Janeiro,2011-04,11,7426.5,0.001
Rio de Janeiro,2011-05,12,7426.5,0.002
Rio de Janeiro,2011-06,12,7426.5,0.002
Rio de Janeiro,2011-07,21,7426.5,0.003
Rio de Janeiro,2011-08,28,7426.5,0.004
Rio de Janeiro,2011-09,46,7426.5,0.006
Rio de Janeiro,2011-10,46,7426.5,0.006
Rio de Janeiro,2011-11,69,7426.5,0.009
Rio de Janeiro,2011-12,57,7426.5,0.008
Rio de Janeiro,2012-01,97,7426.5,0.013
Rio de Janeiro,2012-02,126,7426.5,0.017
Rio de Janeiro,2012-03,121,7426.5,0.016
Rio de Janeiro,2012-04,111,7426.5,0.015
Rio de Janeiro,2012-05,104,7426.5,0.014
Rio de Janeiro,2012-06,145,7426.5,0.02
Rio de Janeiro,2012-07,124,7426.5,0.017
Rio de Janeiro,2012-08,131,7426.5,0.018
Rio de Janeiro,2012-09,128,7426.5,0.017
Rio de Janeiro,2012-10,185,7426.5,0.025
Rio de Janeiro,2012-11,243,7426.5,0.033
Rio de Janeiro,2012-12,190,7426.5,0.026
Rio de Janeiro,2013-01,366,7426.5,0.049
Rio de Janeiro,2013-02,373,7426.5,0.05
Rio de Janeiro,2013-03,339,7426.5,0.046
Rio de Janeiro,2013-04,314,7426.5,0.042
Rio de Janeiro,2013-05,221,7426.5,0.03
Rio de Janeiro,2013-06,268,7426.5,0.036
Rio de Janeiro,2013-07,361,7426.5,0.049
Rio de Janeiro,2013-08,374,7426.5,0.05
Rio de Janeiro,2013-09,415,7426.5,0.056
Rio de Janeiro,2013-10,399,7426.5,0.054
Rio de Janeiro,2013-11,460,7426.5,0.062
Rio de Janeiro,2013-12,409,7426.5,0.055
Rio de Janeiro,2014-01,672,7426.5,0.09
Rio de Janeiro,2014-02,469,7426.5,0.063
Rio de Janeiro,2014-03,758,7426.5,0.102
Rio de Janeiro,2014-04,559,7426.5,0.075
Rio de Janeiro,2014-05,378,7426.5,0.051
Rio de Janeiro,2014-06,1347,7426.5,0.181
Rio de Janeiro,2014-07,1503,7426.5,0.202
Rio de Janeiro,2014-08,629,7426.5,0.085
Rio de Janeiro,2014-09,615,7426.5,0.083
Rio de Janeiro,2014-10,693,7426.5,0.093
Rio de Janeiro,2014-11,845,7426.5,0.114
Rio de Janeiro,2014-12,713,7426.5,0.096
Rio de Janeiro,2015-01,1362,7426.5,0.183
Rio de Janeiro,2015-02,1310,7426.5,0.176
Rio de Janeiro,2015-03,1104,7426.5,0.149
Rio de Janeiro,2015-04,1101,7426.5,0.148
Rio de Janeiro,2015-05,1054,7426.5,0.142
Rio de Janeiro,2015-06,958,7426.5,0.129
Rio de Janeiro,2015-07,1243,7426.5,0.167
Rio de Janeiro,2015-08,1401,7426.5,0.189
Rio de Janeiro,2015-09,1740,7426.5,0.234
Rio de Janeiro,2015-10,1414,7426.5,0.19
Rio de Janeiro,2015-11,1528,7426.5,0.206
Rio de Janeiro,2015-12,1522,7426.5,0.205
Rio de Janeiro,2016-01,2795,7426.5,0.376
Rio de Janeiro,2016-02,2880,7426.5,0.388
Rio de Janeiro,2016-03,2162,7426.5,0.291
Rio de Janeiro,2016-04,1987,7426.5,0.268
Rio de Janeiro,2016-05,1830,7426.5,0.246
Rio de Janeiro,2016-06,1428,7426.5,0.192
Rio de Janeiro,2016-07,1846,7426.5,0.249
Rio de Janeiro,2016-08,6036,7426.5,0.813
Rio de Janeiro,2016-09,2190,7426.5,0.295
Rio de Janeiro,2016-10,2337,7426.5,0.315
Rio de Janeiro,2016-11,2379,7426.5,0.32
Rio de Janeiro,2016-12,1988,7426.5,0.268
Rio de Janeiro,2017-01,4396,7426.5,0.592
Rio de Janeiro,2017-02,3119,7426.5,0.42
Rio de Janeiro,2017-03,3954,7426.5,0.532
Rio de Janeiro,2017-04,3090,7426.5,0.416
Rio de Janeiro,2017-05,2458,7426.5,0.331
Rio de Janeiro,2017-06,2243,7426.5,0.302
Rio de Janeiro,2017-07,2820,7426.5,0.38
Rio de Janeiro,2017-08,2604,7426.5,0.351
Rio de Janeiro,2017-09,5723,7426.5,0.771
Rio de Janeiro,2017-10,3100,7426.5,0.417
Rio de Janeiro,2017-11,2970,7426.5,0.4
Rio de Janeiro,2017-12,2843,7426.5,0.383
Rio de Janeiro,2018-01,6203,7426.5,0.835
Rio de Janeiro,2018-02,5241,7426.5,0.706
Rio de Janeiro,2018-03,4002,7426.5,0.539
Rio de Janeiro,2018-04,3431,7426.5,0.462
Rio de Janeiro,2018-05,2888,7426.5,0.389
Rio de Janeiro,2018-06,2804,7426.5,0.378
Rio de Janeiro,2018-07,3679,7426.5,0.495
Rio de Janeiro,2018-08,3726,7426.5,0.502
Rio de Janeiro,2018-09,3976,7426.5,0.535
Rio de Janeiro,2018-10,4170,7426.5,0.562
Rio de Janeiro,2018-11,4981,7426.5,0.671
Rio de Janeiro,2018-12,4661,7426.5,0.628
Rio de Janeiro,2019-01,9107,7426.5,1.226
Rio de Janeiro,2019-02,6062,7426.5,0.816
Rio de Janeiro,2019-03,8546,7426.5,1.151
Rio de Janeiro,2019-04,6112,7426.5,0.823
Rio de Janeiro,2019-05,4722,7426.5,0.636
Rio de Janeiro,2019-06,6278,7426.5,0.845
Rio de Janeiro,2019-07,6843,7426.5,0.921
Rio de Janeiro,2019-08,5670,7426.5,0.763
Rio de Janeiro,2019-09,8083,7426.5,1.088
Rio de Janeiro,2019-10,11924,7426.5,1.606
Rio de Janeiro,2019-11,8271,7426.5,1.114
Rio de Janeiro,2019-12,7500,7426.5,1.01
Rio de Janeiro,2020-01,14015,7426.5,1.887
Rio de Janeiro,2020-02,12328,7426.5,1.66
Rio de Janeiro,2020-03,6905,7426.5,0.93
Rio de Janeiro,2020-04,829,7426.5,0.112
Rio de Janeiro,2020-05,830,7426.5,0.112
Rio de Janeiro,2020-06,1300,7426.5,0.175
Rio de Janeiro,2020-07,2008,7426.5,0.27
Rio de Janeiro,2020-08,3140,7426.5,0.423
Rio de Janeiro,2020-09,4925,7426.5,0.663
Rio de Janeiro,2020-10,6386,7426.5,0.86
Rio de Janeiro,2020-11,7538,7426.5,1.015
Rio de Janeiro,2020-12,6846,7426.5,0.922
Rio de Janeiro,2021-01,11636,7426.5,1.567
Rio de Janeiro,2021-02,5249,7426.5,0.707
Rome,2008-11,2,27586.83,0.0
Rome,2009-01,1,27586.83,0.0
Rome,2009-02,1,27586.83,0.0
Rome,2009-04,1,27586.83,0.0
Rome,2009-06,1,27586.83,0.0
Rome,2009-07,4,27586.83,0.0
Rome,2009-09,1,27586.83,0.0
Rome,2009-12,1,27586.83,0.0
Rome,2010-01,1,27586.83,0.0
Rome,2010-02,1,27586.83,0.0
Rome,2010-04,2,27586.83,0.0
Rome,2010-05,4,27586.83,0.0
Rome,2010-06,2,27586.83,0.0
Rome,2010-07,3,27586.83,0.0
Rome,2010-08,10,27586.83,0.0
Rome,2010-09,16,27586.83,0.001
Rome,2010-10,12,27586.83,0.0
Rome,2010-11,11,27586.83,0.0
Rome,2010-12,6,27586.83,0.0
Rome,2011-01,9,27586.83,0.0
Rome,2011-02,7,27586.83,0.0
Rome,2011-03,17,27586.83,0.001
Rome,2011-04,41,27586.83,0.001
Rome,2011-05,77,27586.83,0.003
Rome,2011-06,88,27586.83,0.003
Rome,2011-07,76,27586.83,0.003
Rome,2011-08,67,27586.83,0.002
Rome,2011-09,124,27586.83,0.004
Rome,2011-10,156,27586.83,0.006
Rome,2011-11,96,27586.83,0.003
Rome,2011-12,67,27586.83,0.002
Rome,2012-01,105,27586.83,0.004
Rome,2012-02,77,27586.83,0.003
Rome,2012-03,124,27586.83,0.004
Rome,2012-04,292,27586.83,0.011
Rome,2012-05,443,27586.83,0.016
Rome,2012-06,452,27586.83,0.016
Rome,2012-07,420,27586.83,0.015
Rome,2012-08,318,27586.83,0.012
Rome,2012-09,621,27586.83,0.023
Rome,2012-10,648,27586.83,0.023
Rome,2012-11,332,27586.83,0.012
Rome,2012-12,244,27586.83,0.009
Rome,2013-01,366,27586.83,0.013
Rome,2013-02,246,27586.83,0.009
Rome,2013-03,557,27586.83,0.02
Rome,2013-04,1021,27586.83,0.037
Rome,2013-05,1420,27586.83,0.051
Rome,2013-06,1302,27586.83,0.047
Rome,2013-07,1270,27586.83,0.046
Rome,2013-08,950,27586.83,0.034
Rome,2013-09,1639,27586.83,0.059
Rome,2013-10,1813,27586.83,0.066
Rome,2013-11,980,27586.83,0.036
Rome,2013-12,764,27586.83,0.028
Rome,2014-01,1020,27586.83,0.037
Rome,2014-02,796,27586.83,0.029
Rome,2014-03,1460,27586.83,0.053
Rome,2014-04,2569,27586.83,0.093
Rome,2014-05,3195,27586.83,0.116
Rome,2014-06,3244,27586.83,0.118
Rome,2014-07,3071,27586.83,0.111
Rome,2014-08,2737,27586.83,0.099
Rome,2014-09,3950,27586.83,0.143
Rome,2014-10,4416,27586.83,0.16
Rome,2014-11,2474,27586.83,0.09
Rome,2014-12,2030,27586.83,0.074
Rome,2015-01,2499,27586.83,0.091
Rome,2015-02,2255,27586.83,0.082
Rome,2015-03,3635,27586.83,0.132
Rome,2015-04,5866,27586.83,0.213
Rome,2015-05,8084,27586.83,0.293
Rome,2015-06,8181,27586.83,0.297
Rome,2015-07,7935,27586.83,0.288
Rome,2015-08,6461,27586.83,0.234
Rome,2015-09,9287,27586.83,0.337
Rome,2015-10,9835,27586.83,0.357
Rome,2015-11,5060,27586.83,0.183
Rome,2015-12,4320,27586.83,0.157
Rome,2016-01,5220,27586.83,0.189
Rome,2016-02,5395,27586.83,0.196
Rome,2016-03,7401,27586.83,0.268
Rome,2016-04,11658,27586.83,0.423
Rome,2016-05,14492,27586.83,0.525
Rome,2016-06,13983,27586.83,0.507
Rome,2016-07,14274,27586.83,0.517
Rome,2016-08,12102,27586.83,0.439
Rome,2016-09,15933,27586.83,0.578
Rome,2016-10,16775,27586.83,0.608
Rome,2016-11,9426,27586.83,0.342
Rome,2016-12,7621,27586.83,0.276
Rome,2017-01,9221,27586.83,0.334
Rome,2017-02,8498,27586.83,0.308
Rome,2017-03,11541,27586.83,0.418
Rome,2017-04,18243,27586.83,0.661
Rome,2017-05,21711,27586.83,0.787
Rome,2017-06,20400,27586.83,0.739
Rome,2017-07,19885,27586.83,0.721
Rome,2017-08,15946,27586.83,0.578
Rome,2017-09,20625,27586.83,0.748
Rome,2017-10,20707,27586.83,0.751
Rome,2017-11,11691,27586.83,0.424
Rome,2017-12,10135,27586.83,0.367
Rome,2018-01,12260,27586.83,0.444
Rome,2018-02,11700,27586.83,0.424
Rome,2018-03,16237,27586.83,0.589
Rome,2018-04,23509,27586.83,0.852
Rome,2018-05,26758,27586.83,0.97
Rome,2018-06,26849,27586.83,0.973
Rome,2018-07,25397,27586.83,0.921
Rome,2018-08,20535,27586.83,0.744
Rome,2018-09,26873,27586.83,0.974
Rome,2018-10,28742,27586.83,1.042
Rome,2018-11,17091,27586.83,0.62
Rome,2018-12,14101,27586.83,0.511
Rome,2019-01,16171,27586.83,0.586
Rome,2019-02,16051,27586.83,0.582
Rome,2019-03,22238,27586.83,0.806
Rome,2019-04,31089,27586.83,1.127
Rome,2019-05,35351,27586.83,1.281
Rome,2019-06,36906,27586.83,1.338
Rome,2019-07,32597,27586.83,1.182
Rome,2019-08,26651,27586.83,0.966
Rome,2019-09,35830,27586.83,1.299
Rome,2019-10,37448,27586.83,1.357
Rome,2019-11,22278,27586.83,0.808
Rome,2019-12,18432,27586.83,0.668
Rome,2020-01,21139,27586.83,0.766
Rome,2020-02,20020,27586.83,0.726
Rome,2020-03,4997,27586.83,0.181
Rome,2020-04,260,27586.83,0.009
Rome,2020-05,445,27586.83,0.016
Rome,2020-06,2550,27586.83,0.092
Rome,2020-07,6566,27586.83,0.238
Rome,2020-08,9915,27586.83,0.359
Rome,2020-09,8614,27586.83,0.312
Rome,2020-10,7156,27586.83,0.259
Rome,2020-11,2125,27586.83,0.077
Rome,2020-12,1826,27586.83,0.066
Rome,2021-01,1727,27586.83,0.063
Rome,2021-02,354,27586.83,0.013
Sydney,2009-12,1,12023.33,0.0
Sydney,2010-03,1,12023.33,0.0
Sydney,2010-05,1,12023.33,0.0
Sydney,2010-07,1,12023.33,0.0
Sydney,2010-08,2,12023.33,0.0
Sydney,2010-09,3,12023.33,0.0
Sydney,2010-10,4,12023.33,0.0
Sydney,2010-11,6,12023.33,0.0
Sydney,2010-12,7,12023.33,0.001
Sydney,2011-01,7,12023.33,0.001
Sydney,2011-02,9,12023.33,0.001
Sydney,2011-03,18,12023.33,0.001
Sydney,2011-04,28,12023.33,0.002
Sydney,2011-05,15,12023.33,0.001
Sydney,2011-06,12,12023.33,0.001
Sydney,2011-07,18,12023.33,0.001
Sydney,2011-08,21,12023.33,0.002
Sydney,2011-09,24,12023.33,0.002
Sydney,2011-10,21,12023.33,0.002
Sydney,2011-11,36,12023.33,0.003
Sydney,2011-12,28,12023.33,0.002
Sydney,2012-01,50,12023.33,0.004
Sydney,2012-02,32,12023.33,0.003
Sydney,2012-03,40,12023.33,0.003
Sydney,2012-04,38,12023.33,0.003
Sydney,2012-05,42,12023.33,0.003
Sydney,2012-06,46,12023.33,0.004
Sydney,2012-07,49,12023.33,0.004
Sydney,2012-08,61,12023.33,0.005
Sydney,2012-09,57,12023.33,0.005
Sydney,2012-10,94,12023.33,0.008
Sydney,2012-11,105,12023.33,0.009
Sydney,2012-12,107,12023.33,0.009
Sydney,2013-01,186,12023.33,0.015
Sydney,2013-02,122,12023.33,0.01
Sydney,2013-03,186,12023.33,0.015
Sydney,2013-04,106,12023.33,0.009
Sydney,2013-05,98,12023.33,0.008
Sydney,2013-06,96,12023.33,0.008
Sydney,2013-07,150,12023.33,0.012
Sydney,2013-08,166,12023.33,0.014
Sydney,2013-09,188,12023.33,0.016
Sydney,2013-10,324,12023.33,0.027
Sydney,2013-11,318,12023.33,0.026
Sydney,2013-12,345,12023.33,0.029
Sydney,2014-01,581,12023.33,0.048
Sydney,2014-02,464,12023.33,0.039
Sydney,2014-03,523,12023.33,0.043
Sydney,2014-04,453,12023.33,0.038
Sydney,2014-05,305,12023.33,0.025
Sydney,2014-06,325,12023.33,0.027
Sydney,2014-07,400,12023.33,0.033
Sydney,2014-08,530,12023.33,0.044
Sydney,2014-09,551,12023.33,0.046
Sydney,2014-10,785,12023.33,0.065
Sydney,2014-11,942,12023.33,0.078
Sydney,2014-12,919,12023.33,0.076
Sydney,2015-01,1431,12023.33,0.119
Sydney,2015-02,1156,12023.33,0.096
Sydney,2015-03,1480,12023.33,0.123
Sydney,2015-04,1147,12023.33,0.095
Sydney,2015-05,1013,12023.33,0.084
Sydney,2015-06,1088,12023.33,0.09
Sydney,2015-07,1284,12023.33,0.107
Sydney,2015-08,1624,12023.33,0.135
Sydney,2015-09,1558,12023.33,0.13
Sydney,2015-10,2201,12023.33,0.183
Sydney,2015-11,2324,12023.33,0.193
Sydney,2015-12,2481,12023.33,0.206
Sydney,2016-01,3630,12023.33,0.302
Sydney,2016-02,3143,12023.33,0.261
Sydney,2016-03,3223,12023.33,0.268
Sydney,2016-04,2682,12023.33,0.223
Sydney,2016-05,2445,12023.33,0.203
Sydney,2016-06,2148,12023.33,0.179
Sydney,2016-07,2962,12023.33,0.246
Sydney,2016-08,3237,12023.33,0.269
Sydney,2016-09,3638,12023.33,0.303
Sydney,2016-10,4760,12023.33,0.396
Sydney,2016-11,5010,12023.33,0.417
Sydney,2016-12,4852,12023.33,0.404
Sydney,2017-01,5972,12023.33,0.497
Sydney,2017-02,5493,12023.33,0.457
Sydney,2017-03,6194,12023.33,0.515
Sydney,2017-04,5591,12023.33,0.465
Sydney,2017-05,4318,12023.33,0.359
Sydney,2017-06,4264,12023.33,0.355
Sydney,2017-07,5372,12023.33,0.447
Sydney,2017-08,5115,12023.33,0.425
Sydney,2017-09,5659,12023.33,0.471
Sydney,2017-10,7067,12023.33,0.588
Sydney,2017-11,7815,12023.33,0.65
Sydney,2017-12,7448,12023.33,0.619
Sydney,2018-01,9404,12023.33,0.782
Sydney,2018-02,8662,12023.33,0.72
Sydney,2018-03,9695,12023.33,0.806
Sydney,2018-04,7774,12023.33,0.647
Sydney,2018-05,6289,12023.33,0.523
