ProductID,ProductName,CategoryName,Class,NetRevenue,GrossRevenueEstimate,UnitsSold,RevenuePerUnit,RevenueRankDesc,RevenueRankAsc
26,Squid U5 - Thailand,Produce,Medium,6379158.40,6574638.52,194619,32.78,308,145
29,Spinach - Baby,Meat,Low,6308766.11,6501653.64,193569,32.59,309,144
209,Sugar - Fine,Cereals,Low,6282897.34,6478347.61,196382,31.99,310,143
281,"Bar Mix - Pina Colada, 355 Ml",Shell fish,High,6275569.20,6461881.18,195318,32.13,311,142
440,Pork - Inside,Confections,Low,6264835.55,6458858.32,196263,31.92,312,141
432,Beer - Original Organic Lager,Shell fish,High,6200962.65,6384521.66,195154,31.77,313,140
242,Thermometer Digital,Poultry,Low,6134804.40,6318885.10,193534,31.70,314,139
435,"Salsify, Organic",Grain,High,6100801.52,6291392.66,192923,31.62,315,138
15,"Spoon - Soup, Plastic",Confections,Low,6075328.99,6263025.43,193053,31.47,316,137
60,"Pepper - Paprika, Hungarian",Shell fish,Medium,6046204.70,6235749.71,196743,30.73,317,136
7,Table Cloth - 53x69 Colour,Poultry,Medium,6028313.66,6217065.69,195278,30.87,318,135
296,Wine - Valpolicella Masi,Cereals,Low,5920156.02,6098387.54,194498,30.44,319,134
258,Tea - English Breakfast,Confections,Low,5864511.65,6047048.39,194477,30.16,320,133
180,Chocolate - Dark,Cereals,Low,5842262.48,6018891.26,194829,29.99,321,132
192,"Wine - Magnotta, Merlot Sr Vqa",Meat,Medium,5644328.77,5821959.51,196739,28.69,322,131
78,Wine - Magnotta - Belpaese,Dairy,Medium,5640230.58,5817863.25,191250,29.49,323,130
255,Kellogs All Bran Bars,Cereals,Low,5535579.65,5705325.33,195196,28.36,324,129
119,Soup Campbells - Italian Wedding,Produce,Medium,5504093.34,5673241.74,191423,28.75,325,128
148,Beer - Sleemans Cream Ale,Produce,Medium,5470735.74,5642041.84,197583,27.69,326,127
224,Flour - Pastry,Confections,High,5453702.64,5618613.19,194673,28.01,327,126
338,Cheese - Camembert,Produce,Low,5443387.14,5610183.43,193522,28.13,328,125
452,Napkin White - Starched,Produce,Low,5382479.50,5545096.04,194120,27.73,329,124
13,"Water, Tap",Produce,Low,5343862.54,5513091.66,195339,27.36,330,123
238,Garlic,Seafood,Medium,5288838.64,5456490.96,192086,27.53,331,122
252,Nantucket - Pomegranate Pear,Dairy,Medium,5262273.18,5424212.05,194997,26.99,332,121
340,Veal - Sweetbread,Cereals,High,5256756.74,5420903.16,191993,27.38,333,120
22,Rice - Jasmine Sented,Seafood,Medium,5241901.99,5404474.17,193740,27.06,334,119
99,Mustard - Seed,Beverages,Low,5223122.76,5389344.57,196066,26.64,335,118
309,Muffin Batt - Choc Chk,Produce,Medium,5176003.26,5338745.00,193192,26.79,336,117
184,Hersey Shakes,Poultry,Low,5098394.30,5260823.30,197942,25.76,337,116
269,Wine - Blue Nun Qualitatswein,Produce,Medium,5094583.44,5250239.36,196594,25.91,338,115
260,"Yogurt - Blueberry, 175 Gr",Meat,Low,5000018.52,5154840.39,191711,26.08,339,114
322,Onions - Vidalia,Shell fish,Medium,4968488.57,5123341.66,194918,25.49,340,113
182,Campari,Poultry,Low,4787885.15,4937586.28,192980,24.81,341,112
154,Ice Cream Bar - Drumstick,Dairy,Medium,4694079.23,4838981.05,195467,24.01,342,111
142,"Pork - Bacon, Double Smoked",Seafood,Medium,4683270.43,4826774.14,194778,24.04,343,110
352,"Beef - Tenderlion, Center Cut",Dairy,Low,4678722.18,4820383.37,195638,23.92,344,109
97,Veal - Inside,Dairy,Medium,4651983.72,4796898.46,193581,24.03,345,108
136,Vol Au Vents,Snails,Medium,4590157.28,4734131.81,194091,23.65,346,107
409,Skirt - 29 Foot,Produce,Medium,4455083.27,4595234.40,195359,22.80,347,106
18,"Lamb - Whole, Fresh",Snails,Medium,4400175.17,4533255.03,193757,22.71,348,105
166,Tray - 16in Rnd Blk,Beverages,High,4347393.03,4479782.90,192395,22.60,349,104
385,"Pork - Back, Short Cut, Boneless",Snails,High,4299089.24,4431635.45,195148,22.03,350,103
19,Tea - Earl Grey,Cereals,Medium,4202924.85,4330525.36,191944,21.90,351,102
261,Chinese Foods - Chicken,Poultry,High,4196677.20,4324954.41,195787,21.43,352,101
370,Muffin - Carrot Individual Wrap,Dairy,Low,4178104.95,4306977.30,196840,21.23,353,100
334,Ecolab - Lime - A - Way 4/4 L,Meat,High,4096427.10,4226459.20,195549,20.95,354,99
171,Gloves - Goldtouch Disposable,Beverages,High,4055153.45,4183387.10,192966,21.01,355,98
139,Chicken - Wieners,Confections,High,4043676.94,4170501.10,194674,20.77,356,97
65,Brandy - Bar,Cereals,High,4003656.96,4127987.83,195541,20.47,357,96
170,Initation Crab Meat,Confections,Medium,3889138.93,4007066.23,193997,20.05,358,95
397,Juice - Happy Planet,Confections,Medium,3872699.05,3990120.94,191677,20.20,359,94
333,Cheese - Cottage Cheese,Meat,High,3797152.03,3908417.82,193138,19.66,360,93
431,Muffin Chocolate Individual Wrap,Snails,Medium,3774624.28,3890963.26,194590,19.40,361,92
58,Dc Hikiage Hira Huba,Meat,Low,3774122.87,3892237.77,193635,19.49,362,91
62,Pears - Bosc,Confections,Medium,3722673.01,3837731.96,196588,18.94,363,90
205,"Turkey - Whole, Fresh",Beverages,High,3598126.69,3708667.74,195443,18.41,364,89
106,Pickerel - Fillets,Meat,High,3557721.64,3668818.17,195639,18.19,365,88
330,Olives - Kalamata,Snails,Medium,3532138.65,3643558.50,193895,18.22,366,87
368,Flour - Teff,Dairy,Low,3472893.16,3581574.78,195738,17.74,367,86
86,Longos - Grilled Chicken With,Shell fish,Low,3464772.79,3573650.58,194441,17.82,368,85
410,Fenngreek Seed,Seafood,Low,3464555.49,3572866.91,194643,17.80,369,84
335,"Oil - Shortening,liqud, Fry",Poultry,Low,3461203.07,3567393.81,193637,17.87,370,83
124,Macaroons - Two Bite Choc,Dairy,Low,3460904.92,3566027.01,194981,17.75,371,82
400,Carbonated Water - Blackcherry,Confections,High,3405397.94,3512273.09,193519,17.60,372,81
353,Milk Powder,Grain,Medium,3396996.05,3501733.50,193262,17.58,373,80
220,Meldea Green Tea Liquor,Snails,Low,3352104.54,3457743.95,192514,17.41,374,79
356,Dc - Frozen Momji,Seafood,High,3273666.15,3372402.19,196901,16.63,375,78
346,Cheese - Parmesan Grated,Confections,Low,3245347.79,3343555.39,194490,16.69,376,77
27,Chocolate - Compound Coating,Confections,Medium,3237287.61,3339121.66,194447,16.65,377,76
64,Vinegar - Sherry,Seafood,Low,3089400.62,3185582.07,192798,16.02,378,75
43,Sponge Cake Mix - Chocolate,Poultry,High,3061723.31,3154442.58,192364,15.92,379,74
172,Sherry - Dry,Beverages,High,3011723.08,3102876.09,193914,15.53,380,73
412,Lettuce - California Mix,Beverages,High,2989927.48,3082311.62,192097,15.56,381,72
35,"Water - Mineral, Natural",Seafood,Low,2953554.29,3042945.97,193531,15.26,382,71
157,"Juice - Cranberry, 341 Ml",Produce,Medium,2675280.12,2757179.63,195431,13.69,383,70
126,Crackers - Trio,Seafood,Low,2648455.83,2730936.25,192436,13.76,384,69
207,Coffee - Hazelnut Cream,Snails,Medium,2644676.42,2724256.37,190924,13.85,385,68
265,"Mushroom - Porcini, Dry",Snails,Medium,2621818.10,2701860.85,193971,13.52,386,67
74,Carbonated Water - Cherry,Meat,Medium,2570625.16,2652939.25,194724,13.20,387,66
388,Table Cloth 120 Round White,Confections,Medium,2548742.60,2629430.39,194213,13.12,388,65
197,Mussels - Cultivated,Confections,Medium,2487324.26,2567126.91,197318,12.61,389,64
365,"Wine - Red, Harrow Estates, Cab",Meat,Medium,2423515.01,2499088.73,197910,12.25,390,63
28,Sobe - Tropical Energy,Poultry,High,2309434.02,2382862.77,193488,11.94,391,62
57,Sausage - Breakfast,Cereals,Low,2302424.70,2372800.98,194261,11.85,392,61
122,Table Cloth 62x114 White,Dairy,High,2217393.91,2287654.28,194124,11.42,393,60
163,Tomatoes Tear Drop,Seafood,Low,2208749.42,2277414.38,193480,11.42,394,59
132,Beer - Blue,Seafood,High,2173612.36,2240756.73,192808,11.27,395,58
251,"Oranges - Navel, 72",Beverages,Low,2165896.40,2232650.04,190683,11.36,396,57
77,Potatoes - Idaho 100 Count,Poultry,Medium,2164534.87,2232357.42,194167,11.15,397,56
200,Garlic - Peeled,Beverages,Medium,2103296.32,2167169.63,194723,10.80,398,55
141,Tea - Herbal Sweet Dreams,Confections,Low,2074115.80,2137716.86,194976,10.64,399,54
135,Wiberg Super Cure,Snails,Low,2066781.09,2130971.51,194359,10.63,400,53
113,Ocean Spray - Kiwi Strawberry,Meat,Low,2005578.51,2067654.34,195128,10.28,401,52
321,"Potatoes - Instant, Mashed",Confections,Medium,1982957.94,2042822.29,196412,10.10,402,51
191,"Hickory Smoke, Liquid",Snails,High,1947684.52,2008794.33,195351,9.97,403,50
225,Wine - Charddonnay Errazuriz,Cereals,Medium,1920840.16,1980799.78,190972,10.06,404,49
383,Cake - Box Window 10x10x2.5,Shell fish,High,1855420.99,1912360.22,191823,9.67,405,48
66,Pie Filling - Cherry,Meat,Medium,1841459.88,1896522.08,191911,9.60,406,47
79,"Pasta - Penne, Rigate, Dry",Produce,High,1787312.67,1842951.06,193903,9.22,407,46
3,Onions - Cippolini,Poultry,Medium,1711345.91,1764153.84,193059,8.86,408,45
364,Cattail Hearts,Confections,High,1674360.67,1725868.79,195170,8.58,409,44
40,Cocktail Napkin Blue,Grain,Low,1651464.08,1703403.51,190597,8.66,410,43
208,"Mushroom - Trumpet, Dry",Beverages,Medium,1643538.15,1694159.26,193984,8.47,411,42
196,Longos - Grilled Salmon With Bbq,Confections,High,1546369.53,1594817.88,193814,7.98,412,41
93,Bandage - Fexible 1x3,Grain,Low,1532071.54,1579080.55,194492,7.88,413,40
415,Mussels - Frozen,Snails,High,1514726.13,1560480.75,194892,7.77,414,39
239,"Soup - Campbells, Cream Of",Beverages,Medium,1423125.09,1467485.98,193042,7.37,415,38
107,Bread - French Baquette,Confections,High,1393352.16,1436045.34,193665,7.19,416,37
164,Loquat,Produce,Medium,1388021.43,1430826.68,193402,7.18,417,36
327,"Appetizer - Mini Egg Roll, Shrimp",Shell fish,Medium,1361246.55,1402667.29,196353,6.93,418,35
450,Wine - Vidal Icewine Magnotta,Cereals,Low,1347434.61,1387997.10,195300,6.90,419,34
357,Tilapia - Fillets,Shell fish,Medium,1281374.65,1322600.03,193555,6.62,420,33
354,Crackers Cheez It,Meat,Medium,1258669.21,1297988.90,193802,6.49,421,32
55,Cinnamon Buns Sticky,Cereals,High,1254765.72,1292594.02,195309,6.42,422,31
372,Wine - Two Oceans Cabernet,Cereals,Low,1178717.71,1214884.23,193379,6.10,423,30
11,Garbage Bags - Clear,Poultry,Low,1168857.18,1204315.09,191316,6.11,424,29
121,Muffin Batt - Blueberry Passion,Produce,Low,1154516.54,1189562.49,195087,5.92,425,28
183,Spice - Peppercorn Melange,Dairy,High,1154256.34,1189745.65,191419,6.03,426,27
125,"Nut - Chestnuts, Whole",Poultry,Low,1152166.34,1188056.59,193441,5.96,427,26
116,Steam Pan - Half Size Deep,Cereals,Low,1073392.59,1106904.60,192975,5.56,428,25
314,Salmon Steak - Cohoe 8 Oz,Shell fish,Medium,1051858.63,1085172.99,193729,5.43,429,24
267,Grapes - Red,Shell fish,Medium,966279.80,996223.12,194385,4.97,430,23
428,Wine - Ruffino Chianti,Meat,Medium,886155.52,914616.03,193631,4.58,431,22
128,Coffee - Irish Cream,Shell fish,Medium,877758.69,904796.60,193345,4.54,432,21
270,Cheese Cloth No 100,Seafood,Medium,839289.10,865130.26,195660,4.29,433,20
75,Chef Hat 20cm,Grain,High,790426.30,814414.48,194836,4.06,434,19
67,Wine - Sogrape Mateus Rose,Beverages,Low,721703.12,744527.89,196939,3.66,435,18
87,Wine - Pinot Noir Latour,Meat,Low,708822.46,730371.41,192980,3.67,436,17
195,Beets - Mini Golden,Shell fish,Medium,663688.76,684154.81,194318,3.42,437,16
447,"Salmon - Atlantic, Skin On",Cereals,High,646598.34,667216.66,195104,3.31,438,15
14,Beef - Top Sirloin,Meat,Medium,629426.04,649478.10,194898,3.23,439,14
325,Halibut - Fletches,Beverages,Low,593719.12,612088.10,193350,3.07,440,13
133,Beef - Top Sirloin - Aaa,Produce,Low,554428.99,571682.94,194934,2.84,441,12
120,Water - Spring Water 500ml,Shell fish,Medium,519889.76,535559.26,196075,2.65,442,11
162,Sauce - Demi Glace,Produce,Medium,512598.78,527970.34,193021,2.66,443,10
339,Beef - Striploin Aa,Shell fish,Medium,448329.30,461712.47,193266,2.32,444,9
211,Wine - Prosecco Valdobiaddene,Poultry,Low,384043.69,396071.23,192389,2.00,445,8
390,"Seedlings - Mix, Organic",Cereals,Low,243924.43,251472.07,194097,1.26,446,7
291,"Crab - Dungeness, Whole",Shell fish,Medium,234358.22,241689.16,192443,1.22,447,6
283,Bread Fig And Almond,Dairy,Low,222822.20,229670.74,193293,1.15,448,5
222,"Sole - Dover, Whole, Fresh",Cereals,High,129918.87,133920.08,195618,0.66,449,4
405,Pastry - Raisin Muffin - Mini,Produce,Medium,80990.41,83423.57,195006,0.42,450,3
278,Apricots - Halves,Produce,Medium,71112.31,73405.08,196533,0.36,451,2
165,Bread Crumbs - Japanese Style,Seafood,Low,8539.86,8796.81,195920,0.04,452,1
